id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning
1619	I'd tell you a joke about a cow but I always butcher it.				butcher	homographic	['ruin', 'botch', 'mess up', 'spoil', 'bungle']	['slaughter', 'carve', 'process meat', 'cut up']
1620	I'll clean the chimney, he said, fluently				fluently	homophonic	['articulately', 'eloquently', 'smoothly', 'effortlessly']	['flue-ently', 'chimney-like', 'related to a flue', 'via a chimney vent']
1621	I'll corroborate that again, he reproved.				reproved	homographic	['rebuked', 'scolded', 'admonished', 'chided']	['tested again', 'verified again', 'demonstrated again', 're-established']
1622	I'll eat till I burst, he agreed.				agreed	homophonic	['concurred', 'consented', 'harmonized', 'yielded']	['a greed', 'avarice', 'gluttony', 'insatiable hunger']
1623	I'll glue the sheets of wood back together, he replied.				replied	homophonic	['answered', 'responded', 'retorted']	['re-plied', 're-layered', 'laminated again']
1624	I'll never forget that rainstorm near Los Angeles and how the rain came down in Torrance.				Torrance	homophonic	['torrential', 'torrents', 'downpour', 'deluge', 'heavy rain']	['Torrance', 'California city', 'Los Angeles County', 'South Bay']
1625	I'll never give up my hounds! he said doggedly.				doggedly	homographic	['persistently', 'tenaciously', 'stubbornly', 'resolutely']	['canine-like', 'dog-related', 'houndishly']
1626	I'll take that, he said appropriately.				appropriately	homographic	['suitably', 'fittingly', 'properly', 'correctly']	['by seizing', 'by taking possession', 'by misappropriating', 'by expropriating']
1627	I'll take the girl to the dance, he promised.				promised	homographic	['guaranteed', 'pledged', 'vowed', 'assured']	['engaged', 'betrothed', 'committed', 'contracted']
1628	I'll tempt Adam tonight, she said evilly.				evilly	homophonic	['wickedly', 'maliciously', 'sinfully']	['Eve-ly', 'pertaining to Eve', 'characteristically of Eve']
1629	I'm Redd White, CEO of Bluecorp. You know, Corporate Expansion Official?				CEO	homographic	['Chief Executive Officer', 'top executive', 'business leader', 'managing director']	['Corporate Expansion Official', 'company growth officer', 'strategic developer']
1630	I'm a Soviet agent in England, he said bluntly.				bluntly	homographic	['candidly', 'frankly', 'direct', 'straightforwardly']	['like Anthony Blunt', 'Blunt-esque', 'Soviet spy reference']
1631	I'm a ditch digger, he said, trenchantly				trenchantly	homographic	['sharply', 'incisively', 'vigorously', 'forcefully']	['in the manner of a trench', 'related to ditch digging', 'excavated']
1632	I'm a great opera singer, he said, being callous.				callous	homophonic	['Maria Callas', 'opera singer', 'soprano']	['callous', 'insensitive', 'heartless', 'cruel', 'unfeeling']
1633	I'm a lion hunter, he said, pridefully				pridefully	homographic	['arrogantly', 'haughtily', 'boastfully', 'with self-importance']	['relating to a pride of lions', 'pertaining to a pack of lions', 'group-oriented behavior of big cats']
1634	I'm a mathematician, he added summarily.				added	homographic	['stated', 'remarked', 'continued', 'replied']	['calculated', 'summed', 'tallied', 'computed']
1635	I'm a sap for tree jokes.				sap	homographic	['fool', 'simpleton', 'dupe', 'sentimental person']	['plant fluid', 'tree juice', 'xylem', 'botanical liquid']
1636	I'm a very passionate fellow. Can you tell by the fire in my eyes?!				fire	homographic	['passion', 'intensity', 'fervor', 'enthusiasm', 'zeal']	['flame', 'combustion', 'blaze', 'burning', 'glow']
1637	I'm afraid that the Cough-up Queen has been dethroned.				dethroned	homophonic	['deposed', 'removed from power', 'uncrowned', 'toppled']	['the throat', 'de-throned', 'clearing the throat', 'expelling from the throat']
1638	I'm always exhausted by Friday, he said weakly.				weakly	homophonic	['faintly', 'feebly', 'fragilely', 'softly']	['weekly', 'periodically', 'every seven days', 'habitually']
1639	I'm blind enough to look at the situation in the wrong fashion, so I changed my clothes.				fashion	homographic	['manner', 'way', 'method', 'mode']	['clothing', 'apparel', 'style', 'vogue']
1640	"""I'm burning aromatic substances,"" he said, incensed."				incensed	homographic	['burning incense', 'perfumed', 'fumigated', 'scented']	['enraged', 'furious', 'angry', 'irate']
1641	I'm buying a birthday present for a sculptor. Can you chip in?				chip in	homographic	['contribute', 'donate', 'pitch in', 'subscribe']	['chisel', 'carve', 'sculpt', 'break off a piece']
1642	I'm drawn to art.				drawn	homographic	['attracted', 'enticed', 'intrigued', 'pulled']	['sketched', 'depicted', 'illustrated', 'rendered']
1643	I'm dying, he croaked.				croaked	homographic	['passed away', 'died', 'perished']	['uttered raspy sound', 'spoke hoarsely', 'cawed']
1644	I'm from a Humberside port, he said ghoulishly.				ghoulishly	homophonic	['monstrously', 'macabrely', 'diabolically', 'like a ghoul']	['Hullishly', 'from Hull', 'of Kingston upon Hull']
1645	I'm glad I know sign language, it's pretty handy.				handy	homographic	['useful', 'convenient', 'helpful', 'practical']	['manual', 'involving the hands', 'signed', 'manual dexterity']
1646	I'm going to be discussing global warming next week, it's quite a heated topic.				heated	homographic	['warm', 'thermal', 'hot', 'incandescent']	['intense', 'passionate', 'controversial', 'animated']
1647	I'm going to the guillotine at dawn and my wife has already collected my severance pay.				severance	homographic	['termination of employment', 'redundancy pay', 'dismissal compensation']	['physical separation', 'decapitation', 'detachment', 'cutting off']
1648	I'm gonna crush your dreams... They're in your skull, right?				crush	homographic	['shatter', 'destroy', 'demolish', 'ruin', 'defeat']	['compress', 'squash', 'flatten', 'mash', 'pulverize']
1649	I'm here-with a gift! he said presently.				presently	homographic	['soon', 'shortly', 'before long', 'in a moment']	['gift-like', 'in the manner of a present', 'currently', 'here']
1650	I'm here-with a gift! he said presently.				presently	homographic	['soon', 'shortly', 'before long', 'directly']	['with a gift', 'bearing a present', 'gift-like']
1651	I'm in a rotten mood.				rotten	homographic	['unhappy', 'miserable', 'irritable', 'bad']	['decaying', 'decomposed', 'putrid', 'spoiled']
1652	"""I'm just an ordinary soldier,"" he admitted privately."				privately	homographic	['secretly', 'confidentially', 'in confidence']	['as a private', 'rank-specific', 'enlisted status']
1653	"""I'm just going to put these handcuffs on you,"" he said manically."				manically	homophonic	['frenziedly', 'insanely', 'wildly', 'madly']	['manaclely', 'shacklingly', 'with handcuffs', 'manacled']
1654	"""I'm losing my hair,"" he bawled."				bawled	homophonic	['cried', 'wailed', 'sobbed', 'wept']	['bald', 'hairless', 'smooth-headed', 'thin-topped']
1655	I'm not a crook, Nixon said resignedly.				resignedly	homographic	['withdrawn', 'quitting', 'giving up office', 'vacating']	['submissively', 'uncomplainingly', 'patiently', 'acquiescently']
1656	I'm not sure about Heisenberg, he said uncertainly.				uncertainly	homographic	['hesitantly', 'unsurely', 'doubtfully', 'tentatively']	['Heisenberg uncertainty principle', 'quantum mechanics concept', 'indeterminacy', 'statistical probability']
1657	"""I'm simply not a nice girl,"" she whispered tartly."				tartly	homographic	['sharply', 'caustically', 'bitingly', 'sarcastically']	['like a tart', 'loosely', 'promiscuously', 'wantonly']
1658	I'm singing well these days, he intoned.				intoned	homographic	['vocalized', 'chanted', 'uttered', 'recited']	['harmonious', 'pitched correctly', 'musically accurate', 'in tune']
1659	I'm single, he said wanly.				wanly	homophonic	['palely', 'faintly', 'weakly', 'languidly']	['one-ly', 'singularly', 'alone', 'only']
1660	I'm taking this ship back into harbor, he reported.				reported	homographic	['stated', 'announced', 'declared']	['re-ported', 'returned to port', 'docked again']
1661	"""I'm the butcher's assistant,"" he said cuttingly."				cuttingly	homographic	['slicing', 'chopping', 'cleaving', 'severing']	['sarcastically', 'sharply', 'caustically', 'harshly', 'bitingly']
1662	"""I'm the butcher's assistant,"" he said cuttingly."				cuttingly	homographic	['slicing', 'chopping', 'carving', 'severing']	['sharply', 'sarcastic', 'stinging', 'biting', 'incisive']
1663	I'm the presenter of the South Bank Show, Melvyn bragged.				bragged	homographic	['boasted', 'crowed', 'flaunted', 'vaunted']	['Bragg', 'Melvyn Bragg', 'proper noun', 'surname']
1664	"I'm thinking of setting up a comedy group to help people going through cancer treatment. I'll call it ""A Sense of Tumor""."				Tumor	homophonic	['humor', 'wit', 'comedy', 'jocularity']	['tumour', 'growth', 'neoplasm', 'swelling']
1665	I'm tired of following my dreams. I'm just going to ask them where they are going and meet up with them later.				following	homographic	['pursuing', 'striving for', 'seeking to achieve']	['walking behind', 'trailing', 'shadowing']
1666	I'm up to snuff, and gots me an ace machine!				snuff	homographic	['standard', 'requirement', 'satisfactory', 'acceptable']	['powdered tobacco', 'smokeless tobacco', 'sniffing tobacco']
1667	"""I'm waiting to see the doctor,"" he said patiently."				patiently	homographic	['calmly', 'stolidly', 'with forbearance']	['as a patient', 'under medical care', 'as a sick person']
1668	"""I'm waiting to see the doctor,"" he said patiently."				patiently	homographic	['calmly', 'stolidly', 'uncomplainingly', 'tolerantly']	['in the manner of a medical patient', 'as a sick person', 'clinically']
1669	I've always pictured myself taking selfies.				pictured	homographic	['imagined', 'visualized', 'conceived', 'envisioned']	['photographed', 'captured on film', 'snapped', 'recorded']
1670	I've baked you some rock cakes, take your pick.				pick	homographic	['selection', 'choice', 'option']	['pickaxe', 'mining tool', 'spike']
1671	I've been called a rare commodity. I wonder if that makes me silver or gold? I guess I could be either ore.				ore	homophonic	['mineral', 'unrefined metal', 'rock', 'ore']	['conjunction', 'choice', 'alternative', 'or']
1672	I've been eating a lot of pasta lately I think it's becoming a part of my daily rotini!				rotini	homophonic	['routine', 'daily schedule', 'habit', 'customary procedure']	['cereal pasta', 'spiral pasta', 'corkscrew pasta', 'fusilli']
1673	I've been listening to the Brandenberg Concertos, he barked.				barked	homographic	['shouted', 'yelled', 'snapped', 'uttered harshly']	['woofed', 'bayed', 'yelped', 'made a canine sound']
1674	"""I've been to a film festival in Southern France,"" he said cannily."				cannily	homophonic	['shrewdly', 'cleverly', 'astutely', 'wisely']	['Cannes', 'Cannes-like', 'relating to the Cannes Film Festival', 'French Riviera style']
1675	I've been to a film festival in the South of France, he said cannily.				cannily	homophonic	['shrewdly', 'cleverly', 'astutely']	['Cannes', 'France', 'film festival venue', 'Cannes-ily']
1676	I've caught Moby Dick! he wailed.				wailed	homophonic	['cried', 'moaned', 'sobbed', 'howled']	['whaled', 'hunted whales', 'fished for whales', 'harpooned']
1677	"""I've gained thirty pounds,"" he said heavily."				heavily	homographic	['sorrowfully', 'sadly', 'dejectedly', 'with a heavy heart']	['weightily', 'massively', 'ponderously', 'with great physical weight']
1678	"""I've gained thirty pounds,"" he said heavily."				heavily	homographic	['with great weight', 'massively', 'ponderously', 'burdensomely']	['sadly', 'with a heavy heart', 'dejectedly', 'sorrowfully', 'seriously']
1679	"""I've got sand in my dinner,"" he said grittily."				grittily	homographic	['sandy', 'granular', 'full of grit', 'abrasive']	['courageously', 'resolutely', 'firmly', 'with determination']
1680	I've got to fix the automobile, he said mechanically.				mechanically	homographic	['automatically', 'habitually', 'instinctively', 'unthinkingly', 'without thought']	['like a mechanic', 'relating to machinery', 'manual labor', 'technical', 'by way of a machine']
1681	I've inherited a fortune, he said, willfully				willfully	homographic	['deliberately', 'intentionally', 'purposefully', 'stubbornly']	['via a will', 'through a testament', 'by inheritance', 'bequeathed']
1682	"""I've joined the navy,"" he said fleetingly."				fleetingly	homographic	['briefly', 'momentarily', 'transiently', 'quickly']	['relating to a fleet', 'naval', 'maritime', 'nautical']
1683	I've just started dating a ring. She's a keeper.				keeper	homographic	['protector', 'steward', 'custodian', 'guardian']	['great life partner', 'person worth keeping', 'valuable catch']
1684	I've made up my mind to re-lay my lawn. It was a turf decision.				turf	homophonic	['tough', 'difficult', 'hard', 'arduous']	['grass', 'sod', 'lawn', 'greensward']
1685	"""I've mailed the letter,"" he assented."				assented	homophonic	['agreed', 'concurred', 'acquiesced', 'accepted']	['as-sent-it', 'mailed', 'dispatched', 'transmitted']
1686	I've never killed a deer before but I'll take a shot at it.				shot	homographic	['discharge of a firearm', 'gunshot', 'projectile']	['attempt', 'try', 'endeavor', 'go']
1687	I've never taken an elevator to the basement floor, that's just beneath me.				beneath	homographic	['under', 'below', 'underneath', 'lower than']	['unworthy', 'degrading', 'unsuitable', 'inferior']
1688	I've passed the exam this time, he remarked.				remarked	homographic	['stated', 'said', 'declared', 'observed']	['re-graded', 'marked again', 'scored again', 're-evaluated']
1689	I've published a book about the world's greatest basements. It's going to be a best cellar				cellar	homophonic	['basement', 'vault', 'underground room', 'storage']	['seller', 'merchant', 'vendor', 'top-selling book']
1690	I've spotted more blackbirds than you have, he crowed.				crowed	homographic	['boasted', 'bragged', 'gloated', 'exulted']	['cawed', 'squawked', 'uttered a cry like a crow', 'made a bird sound']
1691	I've struck oil! he gushed.				gushed	homographic	['spoke enthusiastically', 'exclaimed', 'raved', 'effused']	['flowed out rapidly', 'spouted', 'surged', 'streamed']
1692	"""I've stuck a pin through my nose,"" he said punctually."				punctually	homographic	['on time', 'promptly', 'at the appointed time', 'timely']	['with a puncture', 'piercingly', 'pricking', 'perforated']
1693	"Ice puns are ""snow"" problem"				snow	homophonic	['frozen precipitation', 'flakes', 'blizzard', 'sleet']	['no', 'negative', 'zero', 'nought']
1694	Ice to meet you.				Ice	homophonic	['frozen water', 'glacier', 'frost', 'crystal']	['nice', 'pleasant', 'kind', 'agreeable']
1695	If I am afraid of losing my fat tissue. My psychiatrist told me I have an adipose complex.				adipose	homophonic	['fatty tissue', 'lipid', 'body fat']	['Oedipus', 'complex', 'Freudian']
1696	"""If I let go of the ceiling it will collapse,"" he upheld."				upheld	homographic	['supported', 'sustained', 'prevented from falling']	['stated', 'claimed', 'asserted']
1697	If a Monk throws a hissy fit, is it a temple tantrum?				temple	homophonic	['shrine', 'sanctuary', 'pagoda', 'place of worship']	['temper', 'outburst', 'irritability', 'fit of rage']
1698	If a barista is not allowed to make espresso she will lose her tamper.				tamper	homographic	['temper', 'composure', 'equanimity', 'emotional control']	['tamping tool', 'espresso press', 'coffee packer', 'compression device']
1699	If a city dweller has a low IQ, what does that mean about the rest of us?				city	homophonic	['urban', 'metropolitan', 'municipal']	['pity', 'unfortunate', 'mercy', 'shame']
1700	If a clock had legs, time would run out.				run	homographic	['expire', 'deplete', 'finish', 'end']	['sprint', 'dash', 'jog', 'gallop']
