id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt	retrieval_affordances_json	retrieval_affordance_count
1111	He auditioned for a part as a trumpet player but he blew it.				blew	homographic	['brass', 'wind', 'breath', 'sound', 'instrument', 'airflow']	['fail', 'blunder', 'mistake', 'ruin', 'lose', 'error']	soufflé	"['cuivre', 'vent', 'souffle', 'son', 'instrument', ""flux d'air""]"	['échouer', 'gaffe', 'erreur', 'ruine', 'perdre', 'faute']				"[{""left"":""erreur"",""right"":""horreur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8447,""french_naturalness"":0.54,""semantic_surprise"":0.6446,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.6979},""export_lane"":""close_B_to_other""},{""left"":""gags"",""right"":""gaffe"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8073,""french_naturalness"":0.42,""semantic_surprise"":0.664,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6304},""export_lane"":""detached_A2_B01_DETACHED""}]"	2
1112	He avoided funerals because he was not a mourning person.				mourning	homophonic	['grief', 'sorrow', 'funeral', 'bereavement', 'loss', 'black']	['dawn', 'sunrise', 'early', 'daybreak', 'breakfast', 'am']	deuil	['chagrin', 'tristesse', 'funérailles', 'perte', 'affliction', 'noir']	['matin', 'aube', 'aurore', 'matinal', 'petit-déjeuner', 'matinée']				"[{""left"":""couard"",""right"":""noir"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8272,""french_naturalness"":0.42,""semantic_surprise"":0.675,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.439,""overall_score"":0.6429},""export_lane"":""detached_B2_A01_DETACHED""},{""left"":""perde"",""right"":""perte"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8139,""french_naturalness"":0.42,""semantic_surprise"":0.6677,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6329},""export_lane"":""detached_B2_A01_DETACHED""}]"	2
1113	He became a sky diver out of the blue.				out of the blue	homographic	['sudden', 'unexpected', 'surprising', 'unanticipated', 'abrupt', 'spontaneous']	['sky', 'atmosphere', 'azure', 'firmament', 'altitude', 'heavens']	à l'improviste	['soudain', 'inattendu', 'surprenant', 'imprévu', 'brusque', 'spontané']	['ciel', 'atmosphère', 'azur', 'firmament', 'altitude', 'cieux']				"[{""left"":""souvins"",""right"":""soudain"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8176,""french_naturalness"":0.42,""semantic_surprise"":0.6697,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6343},""export_lane"":""detached_B2_A01_DETACHED""}]"	1
1114	He became an astronaut and had a blast.				blast	homographic	['explosion', 'rocket', 'combustion', 'propulsion', 'detonation', 'ignition']	['fun', 'enjoyment', 'party', 'pleasure', 'excitement', 'entertainment']	éclat	['explosion', 'fusée', 'combustion', 'propulsion', 'détonation', 'allumage']	['plaisir', 'amusement', 'fête', 'joie', 'excitation', 'divertissement']				[]	0
1115	He bent over to pick up a sieve and strained himself.				strained	homographic	['sieve', 'filter', 'drain', 'mesh', 'liquid', 'separate']	['muscle', 'injury', 'tension', 'effort', 'stress', 'pain']	tendu	['passoire', 'filtre', 'drainer', 'filet', 'liquide', 'séparer']	['muscle', 'blessure', 'tension', 'effort', 'stress', 'douleur']				"[{""left"":""douleur"",""right"":""douteur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":5,""scores"":{""phonetic_match"":0.8421,""french_naturalness"":0.54,""semantic_surprise"":0.6432,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.697},""export_lane"":""close_B_to_other""},{""left"":""douleur"",""right"":""douceur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":7,""scores"":{""phonetic_match"":0.8165,""french_naturalness"":0.54,""semantic_surprise"":0.6291,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6794},""export_lane"":""close_B_to_other""}]"	2
1116	He bought a donkey because he thought he might get a kick out of it.				get a kick out of	homographic	['enjoyment', 'pleasure', 'thrill', 'amusement', 'excitement']	['strike', 'hoof', 'blow', 'recoil', 'impact', 'jolt']	prendre son pied	['plaisir', 'joie', 'frisson', 'amusement', 'excitation']	['coup', 'sabot', 'choc', 'recul', 'impact', 'secousse']				[]	0
1117	He bought a plate with four corners so he could have a square meal.				square	homographic	['geometry', 'corners', 'polygon', 'quadrilateral', 'equal', 'straight']	['substantial', 'nourishing', 'balanced', 'filling', 'hearty', 'complete']	carré	['géométrie', 'angles', 'polygone', 'quadrilatère', 'égal', 'droit']	['substantiel', 'nourrissant', 'équilibré', 'rassasiant', 'copieux', 'complet']				[]	0
1118	He bought a rope factory to tie into his empire.				tie	homographic	['knot', 'rope', 'bind', 'fasten', 'tether', 'cord']	['connect', 'link', 'merge', 'unite', 'integrate', 'join']	lien	['noeud', 'corde', 'lier', 'attacher', 'entrave', 'cordon']	['connecter', 'relier', 'fusionner', 'unir', 'intégrer', 'joindre']				[]	0
1119	He bought lots of pens before starting his new job. He wanted to make his mark.				mark	homographic	['ink', 'stroke', 'signature', 'notation', 'script', 'stain']	['impact', 'reputation', 'legacy', 'impression', 'achievement', 'influence']	marque	['encre', 'trait', 'signature', 'notation', 'ecriture', 'tache']	['impact', 'reputation', 'heritage', 'impression', 'reussite', 'influence']				[]	0
1120	He brought salt and pepper to the box office because he wanted a season ticket.				season	homographic	['spice', 'flavor', 'condiment', 'salt', 'savory', 'preserve']	['time', 'duration', 'annual', 'recurring', 'schedule', 'series']	saison	['épicer', 'saveur', 'condiment', 'sel', 'savoureux', 'conserver']	['temps', 'durée', 'annuel', 'récurrent', 'calendrier', 'série']				"[{""left"":""saveur"",""right"":""sauveur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":5,""scores"":{""phonetic_match"":0.8513,""french_naturalness"":0.54,""semantic_surprise"":0.6482,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.7004},""export_lane"":""close_A_to_other""},{""left"":""saveur"",""right"":""paveur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":6,""scores"":{""phonetic_match"":0.8186,""french_naturalness"":0.54,""semantic_surprise"":0.6302,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6802},""export_lane"":""close_A_to_other""},{""left"":""édouard"",""right"":""échoir"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8377,""french_naturalness"":0.42,""semantic_surprise"":0.7168,""semantic_domain_similarity"":0.6543,""pun_pivot_usability"":0.439,""overall_score"":0.6188},""export_lane"":""detached_B2_A01_DETACHED""}]"	3
1121	He chopped up his political opponent with axioms.				axioms	homophonic	['premise', 'postulate', 'theorem', 'logic', 'truth', 'statement']	['axes', 'blades', 'hatchets', 'tools', 'cleavers', 'steel']	axiomes	['prémisse', 'postulat', 'théorème', 'logique', 'vérité', 'énoncé']	['haches', 'lames', 'hachettes', 'outils', 'couperets', 'acier']				[]	0
1122	He collects mouthwash bottles, and they're all in mint condition.				mint	homographic	['peppermint', 'menthol', 'flavor', 'herb', 'scent', 'leaf']	['pristine', 'perfect', 'unblemished', 'collector', 'new', 'untouched']	menthe	['poivrée', 'menthol', 'arôme', 'herbe', 'parfum', 'feuille']	['impeccable', 'parfait', 'intact', 'collection', 'neuf', 'vierge']				"[{""left"":""ergs"",""right"":""herbe"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8063,""french_naturalness"":0.42,""semantic_surprise"":0.6635,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.63},""export_lane"":""detached_B2_A01_DETACHED""}]"	1
1123	He could never go bowling when his mind was in the gutter.				gutter	homographic	['bowling', 'lane', 'channel', 'strike', 'ball', 'pinned']	['immoral', 'vulgar', 'dirty', 'mind', 'sordid', 'indecent']	caniveau	['bowling', 'piste', 'gouttière', 'strike', 'boule', 'quille']	['immoral', 'vulgaire', 'sale', 'esprit', 'sordide', 'indécent']				[]	0
1124	He couldn't decide whether to accept a job in mattress sales so he decided to sleep on it.				sleep on it	homographic	['rest', 'slumber', 'nap', 'dream', 'pillow', 'mattress']	['consider', 'ponder', 'deliberate', 'delay', 'decide', 'contemplate']	la nuit porte conseil	['repos', 'sommeil', 'sieste', 'rêve', 'oreiller', 'matelas']	['considérer', 'méditer', 'délibérer', 'attendre', 'décider', 'contempler']				[]	0
1125	He couldn't sell his pirate ship because it was unassailable.				unassailable	homophonic	['invincible', 'fortified', 'secure', 'stronghold', 'impregnable']	['unsellable', 'vessel', 'merchant', 'inventory', 'sailboat', 'transaction']	invendable	['invincible', 'fortifié', 'sûr', 'forteresse', 'imprenable']	['invendable', 'vaisseau', 'marchand', 'inventaire', 'voilier', 'transaction']				[]	0
1126	He crashed through several windows, but felt no pane.				pane	homophonic	['glass', 'sheet', 'window', 'glazing', 'transparent', 'frame']	['pain', 'hurt', 'ache', 'suffering', 'agony', 'soreness']	vitre	['verre', 'feuille', 'fenêtre', 'vitrage', 'transparent', 'cadre']	['douleur', 'mal', 'souffrance', 'agonie', 'courbature', 'plaie']				"[{""left"":""verre"",""right"":""vert"",""relation"":""same_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.86,""semantic_surprise"":0.73,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.94,""overall_score"":0.9106},""export_lane"":""close_A_to_other""},{""left"":""verre"",""right"":""vers"",""relation"":""same_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.86,""semantic_surprise"":0.73,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.907,""overall_score"":0.902},""export_lane"":""close_A_to_other""},{""left"":""vitrage"",""right"":""virage"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":7,""scores"":{""phonetic_match"":0.8107,""french_naturalness"":0.54,""semantic_surprise"":0.6259,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6773},""export_lane"":""close_A_to_other""},{""left"":""douleur"",""right"":""douteur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":5,""scores"":{""phonetic_match"":0.8421,""french_naturalness"":0.54,""semantic_surprise"":0.6432,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.697},""export_lane"":""close_B_to_other""},{""left"":""douleur"",""right"":""douceur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":6,""scores"":{""phonetic_match"":0.8165,""french_naturalness"":0.54,""semantic_surprise"":0.6291,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6794},""export_lane"":""close_B_to_other""}]"	5
1127	He didn't want to volunteer for the rodeo but he got roped into it.				roped	homographic	['lasso', 'cowboy', 'cattle', 'lariat', 'tether', 'capture']	['coerced', 'persuaded', 'tricked', 'obligated', 'enlisted', 'convinced']	encordé	['lasso', 'cow-boy', 'bétail', 'larienne', 'attache', 'capture']	['coincé', 'persuadé', 'dupé', 'obligé', 'enrôlé', 'convaincu']				[]	0
1128	He died leaving 100 clocks. His son is winding up the estate.				winding up	homographic	['liquidating', 'finalizing', 'closing', 'settling', 'terminating', 'distributing']	['cranking', 'tightening', 'coiling', 'mechanical', 'spring', 'turning']	remontage	['liquidation', 'finalisation', 'clôture', 'règlement', 'résiliation', 'distribution']	['manivelle', 'serrage', 'bobinage', 'mécanique', 'ressort', 'rotation']				"[{""left"":""moteur"",""right"":""monteur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.85,""french_naturalness"":0.54,""semantic_surprise"":0.7163,""semantic_domain_similarity"":0.6875,""pun_pivot_usability"":0.57,""overall_score"":0.6811},""export_lane"":""close_B_to_other""},{""left"":""moteur"",""right"":""metteur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8398,""french_naturalness"":0.54,""semantic_surprise"":0.7106,""semantic_domain_similarity"":0.6875,""pun_pivot_usability"":0.57,""overall_score"":0.6772},""export_lane"":""close_B_to_other""}]"	2
1129	He dined with her at the local beanery and was immediately inflatuated.				inflatuated	homophonic	['infatuated', 'love', 'crush', 'admiration', 'attraction', 'passion']	['flatulence', 'gas', 'bloated', 'digestion', 'beans', 'stomach']	infatula-flatulance	['entiché', 'amour', 'béguin', 'admiration', 'attraction', 'passion']	['flatulence', 'gaz', 'ballonné', 'digestion', 'fèves', 'estomac']				[]	0
1130	He doesn't talk much does he? He's just a little horse.				horse	homophonic	['animal', 'equine', 'stallion', 'pony', 'stable', 'mammal']	['hoarse', 'raspy', 'croaky', 'voice', 'throat', 'whisper']	cheval	['animal', 'équidé', 'étalon', 'poney', 'écurie', 'mammifère']	['enroué', 'rauque', 'éraillé', 'voix', 'gorge', 'murmure']				"[{""left"":""crack"",""right"":""craque"",""relation"":""same_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.42,""semantic_surprise"":0.8211,""semantic_domain_similarity"":0.586,""pun_pivot_usability"":0.5,""overall_score"":0.692},""export_lane"":""detached_A2_B01_DETACHED""},{""left"":""krach"",""right"":""craque"",""relation"":""same_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.42,""semantic_surprise"":0.8211,""semantic_domain_similarity"":0.586,""pun_pivot_usability"":0.5,""overall_score"":0.692},""export_lane"":""detached_A2_B01_DETACHED""}]"	2
1131	He drank so much at 16 years old that they called him a juvenile deliquid.				deliquid	homophonic	['delinquent', 'minor', 'offender', 'criminal', 'youthful', 'rebellious']	['liquid', 'alcohol', 'drink', 'beverage', 'fluid', 'consumption']	déliquide	['délinquant', 'mineur', 'contrevenant', 'criminel', 'juvénile', 'rebelle']	['liquide', 'alcool', 'boisson', 'breuvage', 'fluide', 'consommation']				[]	0
1132	He drove his car until the day of wreckoning.				wreckoning	homophonic	['judgment', 'calculation', 'settlement', 'account', 'final', 'doom']	['collision', 'crash', 'damage', 'vehicle', 'automobile', 'demolition']	naufrageage	['jugement', 'calcul', 'règlement', 'compte', 'final', 'jugement dernier']	['collision', 'accident', 'dégât', 'véhicule', 'automobile', 'démolition']				"[{""left"":""compte"",""right"":""conte"",""relation"":""same_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.9,""semantic_surprise"":0.73,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.936,""overall_score"":0.9168},""export_lane"":""close_A_to_other""},{""left"":""compte"",""right"":""comte"",""relation"":""same_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.88,""semantic_surprise"":0.73,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.927,""overall_score"":0.9108},""export_lane"":""close_A_to_other""}]"	2
1133	He folded and straightened the money because he wanted a tidy sum.				tidy	homographic	['neat', 'orderly', 'clean', 'folded', 'straightened', 'organized']	['large', 'substantial', 'considerable', 'wealth', 'amount', 'significant']	rangé	['propre', 'ordonné', 'netset', 'plié', 'redressé', 'organisé']	['grand', 'substantiel', 'considérable', 'richesse', 'quantité', 'significatif']				[]	0
1134	He gave her a fork for Christmas because there is no tine like the present.				tine	homophonic	['prong', 'fork', 'metal', 'utensil', 'sharp', 'point']	['time', 'clock', 'duration', 'moment', 'current', 'instant']	temps	['dent', 'fourche', 'métal', 'ustensile', 'pointu', 'pointe']	['temps', 'horloge', 'durée', 'moment', 'courant', 'instant']				"[{""left"":""au point"",""right"":""au loin"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8366,""french_naturalness"":0.55,""semantic_surprise"":0.6974,""semantic_domain_similarity"":0.7395,""pun_pivot_usability"":0.58,""overall_score"":0.6835},""export_lane"":""close_A_to_other""}]"	1
1135	He gave up playing chess, and went on to a checkered career.				checkered	homographic	['board', 'squares', 'pattern', 'grid', 'player', 'strategy']	['varied', 'unstable', 'unpredictable', 'fluctuating', 'inconsistent', 'turbulent']	mouvementé	['plateau', 'carreaux', 'motif', 'grille', 'joueur', 'stratégie']	['varié', 'instable', 'imprévisible', 'fluctuant', 'inconstant', 'turbulent']				[]	0
1136	He got a job in a factory making needles, but soon got stuck.				stuck	homographic	['trapped', 'stalled', 'immobile', 'hindered', 'halted']	['pierced', 'pricked', 'poked', 'stabbed', 'punctured', 'sharp']	coincé	['piégé', 'bloqué', 'immobile', 'entravé', 'arrêté']	['percé', 'piqué', 'poignardé', 'transpercé', 'ponctionné', 'tranchant']				"[{""left"":""blocage"",""right"":""bocage"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8197,""french_naturalness"":0.54,""semantic_surprise"":0.6832,""semantic_domain_similarity"":0.7619,""pun_pivot_usability"":0.54,""overall_score"":0.6663},""export_lane"":""close_A_to_other""}]"	1
1137	He got fired at the coffee shop for coming to work in a T-shirt.				fired	homographic	['dismissed', 'unemployed', 'terminated', 'layoff']	['roasted', 'heated', 'brewed', 'charred', 'burned']	licencié	['renvoyé', 'chômeur', 'congédié', 'licenciement']	['rôti', 'chauffé', 'infusé', 'carbonisé', 'brûlé']				[]	0
1138	He got measles in jail when he broke out one night.				broke out	homographic	['escape', 'prison', 'flee', 'secure', 'inmate', 'freedom']	['rash', 'skin', 'infection', 'erupt', 'medical', 'symptom']	évasion	"[""s'échapper"", 'prison', 'fuir', 'sécurisé', 'détenu', 'liberté']"	['éruption', 'peau', 'infection', 'irruption', 'médical', 'symptôme']				"[{""left"":""sécurisé"",""right"":""sécurité"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.9072,""french_naturalness"":0.54,""semantic_surprise"":0.6789,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.504,""overall_score"":0.7045},""export_lane"":""close_A_to_other""}]"	1
1139	He had a difficult time bouncing back from his bungee cord accident.				bouncing	homographic	['recovery', 'resilience', 'healing', 'rehabilitation', 'strength', 'improvement']	['rebound', 'elasticity', 'spring', 'recoil', 'oscillation', 'kinetic']	rebondissant	['rétablissement', 'résilience', 'guérison', 'réadaptation', 'force', 'amélioration']	['rebond', 'élasticité', 'ressort', 'recul', 'oscillation', 'cinétique']				[]	0
1140	He had a prePASTerous history.				prePASTerous	homophonic	['absurd', 'ridiculous', 'foolish', 'bizarre', 'irrational', 'ludicrous']	['history', 'former', 'yesterday', 'ancient', 'previous', 'era']	pasSÉgrenue	['absurde', 'ridicule', 'insensé', 'bizarre', 'irrationnel', 'risible']	['histoire', 'ancien', 'hier', 'antique', 'précédent', 'époque']				[]	0
