id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt	retrieval_affordances_json	retrieval_affordance_count	candidate_json	candidate_count	generation_error	generator_version
37	"""Eating uranium makes me feel funny,"" he said radiantly."				radiantly	homographic	['glowing', 'beaming', 'joyous', 'bright', 'happy', 'luminous']	['radioactive', 'uranium', 'emission', 'isotope', 'fission', 'energy']	radieusement	['rayonnant', 'étincelant', 'joyeux', 'brillant', 'heureux', 'lumineux']	['radioactif', 'uranium', 'émission', 'isotope', 'fission', 'énergie']				"[{""left"":""friand"",""right"":""brillant"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8049,""french_naturalness"":0.42,""semantic_surprise"":0.6627,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6295},""export_lane"":""detached_B2_A01_DETACHED""}]"	1	"[{""french"":""« Manger de l'uranium me donne de l'énergie », dit-il, tout rayonnant."",""pun_trigger"":""rayonnant"",""mechanism"":""polysemy"",""strategy"":""mechanism_preserving"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""« Ce laboratoire atomique me met le moral au beau fixe », dit-il d'un sourire radieux."",""pun_trigger"":""radieux"",""mechanism"":""polysemy"",""strategy"":""mechanism_preserving"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""Depuis qu'il a avalé de la poudre d'uranium par accident, on peut dire que c'est devenu un vrai illuminé."",""pun_trigger"":""illuminé"",""mechanism"":""polysemy"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""medium"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""En pénétrant dans la chambre du réacteur, il ressentit le grand fission."",""pun_trigger"":""fission"",""mechanism"":""paronymy"",""strategy"":""free_native_french"",""used_affordance_ids"":[],""semantic_relation"":""loose_theme"",""risk"":""high"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""Ce feuilleté farci au polonium est délicieux : un friand particulièrement brillant !"",""pun_trigger"":""friand"",""mechanism"":""near_homophone"",""strategy"":""retrieval_loose"",""used_affordance_ids"":[1],""semantic_relation"":""free"",""risk"":""high"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""Le directeur de notre centrale nucléaire est un homme toujours en mouvement, il est très réactif."",""pun_trigger"":""réactif"",""mechanism"":""polysemy"",""strategy"":""free_native_french"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""« C'est mon isotope préféré », confia-t-il, irradiant de bonheur."",""pun_trigger"":""irradiant"",""mechanism"":""polysemy"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""Depuis qu'il a été muté dans la mine d'uranium, ses amis trouvent qu'il a une mine éclatante !"",""pun_trigger"":""mine"",""mechanism"":""polysemy"",""strategy"":""idiom_or_expression"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""L'ingénieur a laissé fondre l'uranium... Ça lui a vraiment fait chaud au cœur !"",""pun_trigger"":""cœur"",""mechanism"":""idiom"",""strategy"":""free_native_french"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""medium"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""Il écoute toujours des musiques en direct dans son laboratoire d'uranium pour se sentir radio-actif."",""pun_trigger"":""radio-actif"",""mechanism"":""polysemy"",""strategy"":""free_native_french"",""used_affordance_ids"":[],""semantic_relation"":""free"",""risk"":""medium"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""Le pauvre isotope de l'uranium déprimait car il traversait une très mauvaise période."",""pun_trigger"":""période"",""mechanism"":""polysemy"",""strategy"":""free_native_french"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""high"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""« Cette énergie atomique, vraiment pour nous, Claire, c'est magique ! » s'écria-t-il emballé."",""pun_trigger"":""nous, Claire"",""mechanism"":""homophone"",""strategy"":""free_native_french"",""used_affordance_ids"":[],""semantic_relation"":""free"",""risk"":""high"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""}]"	12		v15
38	"""Europe needs more self-restraint,"" he said continently."				continently	homographic	['temperate', 'moderate', 'restraint', 'chaste', 'virtuous', 'controlled']	['geography', 'landmass', 'territory', 'political', 'borders', 'nations']	continûment	['tempérant', 'modéré', 'retenue', 'chaste', 'vertueux', 'contrôlé']	['géographie', 'continent', 'territoire', 'politique', 'frontières', 'nations']				"[{""left"":""revenu"",""right"":""retenue"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8108,""french_naturalness"":0.42,""semantic_surprise"":0.6659,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6317},""export_lane"":""detached_B2_A01_DETACHED""},{""left"":""vêtue"",""right"":""vertu"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8043,""french_naturalness"":0.42,""semantic_surprise"":0.6972,""semantic_domain_similarity"":0.6599,""pun_pivot_usability"":0.42,""overall_score"":0.6015},""export_lane"":""detached_B2_A01_DETACHED""}]"	2	"[{""french"":""L'Europe n'a aucun problème urinaire, c'est le vieux continent après tout."",""pun_trigger"":""continent"",""mechanism"":""polysemy"",""strategy"":""mechanism_preserving"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""Avec la montée des eaux, la géographie a du mal à rester continente."",""pun_trigger"":""continente"",""mechanism"":""polysemy"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""L'État a un drôle de paradoxe : il s'acharne sur notre revenu mais manque toujours de retenue."",""pun_trigger"":""revenu / retenue"",""mechanism"":""near_homophone"",""strategy"":""free_native_french"",""used_affordance_ids"":[1],""semantic_relation"":""loose_theme"",""risk"":""medium"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""Cette allégorie féminine de l'Europe est très légère en vertu, mais au moins chaudement vêtue."",""pun_trigger"":""vertu / vêtue"",""mechanism"":""near_homophone"",""strategy"":""free_native_french"",""used_affordance_ids"":[2],""semantic_relation"":""loose_theme"",""risk"":""medium"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""\""Il faut plus de modération !\"", s'exclama l'Europe en instaurant la retenue à la source."",""pun_trigger"":""retenue"",""mechanism"":""idiom"",""strategy"":""idiom_or_expression"",""used_affordance_ids"":[1],""semantic_relation"":""loose_theme"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""La Pangée a fini par se disloquer : elle souffrait d’une grave fuite des continents."",""pun_trigger"":""fuite des continents"",""mechanism"":""idiom"",""strategy"":""free_native_french"",""used_affordance_ids"":[],""semantic_relation"":""free"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""}]"	6		v15
39	"""For what we are about to receive, may the Lord make us truly thankful,"" he said gracefully."				gracefully	homographic	['poise', 'elegance', 'fluidity', 'refined', 'movement']	['prayer', 'blessing', 'gratitude', 'mealtime', 'benediction']	gracieusement	['aisance', 'élégance', 'fluidité', 'raffiné', 'mouvement']	['prière', 'bénédiction', 'gratitude', 'repas', 'action de grâces']				[]	0	"[{""french"":""Avant le repas, le prêtre a offert sa prière gracieusement. Une vraie bénédiction pour le portefeuille."",""pun_trigger"":""gracieusement"",""mechanism"":""polysemy"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""Soupçonné d'avoir picoré dans le plat, le curé commença le bénédicité. Il était temps qu'il se mette à table."",""pun_trigger"":""se mette à table"",""mechanism"":""idiom"",""strategy"":""idiom_or_expression"",""used_affordance_ids"":[],""semantic_relation"":""loose_theme"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""Afin d'honorer ce véritable festin étoilé, l'évêque est venu lui-même célébrer les mets."",""pun_trigger"":""mets"",""mechanism"":""other"",""strategy"":""free_native_french"",""used_affordance_ids"":[],""semantic_relation"":""free"",""risk"":""medium"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""}]"	3		v15
40	"""Has my magazine arrived?"" he asked periodically."				periodically	homographic	['regularly', 'repeatedly', 'frequently', 'intervals', 'recurring']	['journal', 'publication', 'magazine', 'issue', 'serial', 'glossy']	périodiquement	['régulièrement', 'répétitivement', 'fréquemment', 'intervalles', 'récurrent']	['journal', 'publication', 'magazine', 'numéro', 'périodique', 'revue']				"[{""left"":""revenu"",""right"":""revue"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8155,""french_naturalness"":0.42,""semantic_surprise"":0.6685,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6335},""export_lane"":""detached_A2_B01_DETACHED""}]"	1	"[{""french"":""« Mon magazine est-il arrivé ? » demanda-t-il périodiquement."",""pun_trigger"":""périodiquement"",""mechanism"":""polysemy"",""strategy"":""mechanism_preserving"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""« Ma banquière lit une publication financière, elle espère que sa revue se transformera en revenu. »"",""pun_trigger"":""revue / revenu"",""mechanism"":""paronymy"",""strategy"":""retrieval_direct"",""used_affordance_ids"":[1],""semantic_relation"":""free"",""risk"":""medium"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""}]"	2		v15
41	"""Have you seen my collection of ancient Chinese artifacts?"" he asked charmingly."				charmingly	homophonic	['attractive', 'charismatic', 'polite', 'graceful', 'suave', 'captivating']	['ming', 'dynasty', 'porcelain', 'vessel', 'antique', 'ceramic']	charmant	['attrayant', 'charismatique', 'poli', 'gracieux', 'suave', 'captivant']	['ming', 'dynastie', 'porcelaine', 'vase', 'antique', 'céramique']				"[{""left"":""scout"",""right"":""soute"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8509,""french_naturalness"":0.42,""semantic_surprise"":0.7287,""semantic_domain_similarity"":0.6331,""pun_pivot_usability"":0.45,""overall_score"":0.6253},""export_lane"":""detached_B2_A01_DETACHED""}]"	1	"[{""french"":""Quand j'ai acheté mon horloge antique chinoise au bon moment, j'ai eu un excellent tai-Ming !"",""pun_trigger"":""tai-Ming"",""mechanism"":""near_homophone"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""loose_theme"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""Mon antiquité chinoise est tombée dans le marais... Maintenant, c'est de la vase Ming."",""pun_trigger"":""vase"",""mechanism"":""homograph"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""Ce blindé de l'armée impériale chinoise est magnifique... Un véritable char-Ming !"",""pun_trigger"":""char-Ming"",""mechanism"":""paronymy"",""strategy"":""mechanism_preserving"",""used_affordance_ids"":[],""semantic_relation"":""loose_theme"",""risk"":""medium"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""J'ai vu un expert payer un million pour un pot antique chinois brisé, le type est complètement fêlé."",""pun_trigger"":""fêlé"",""mechanism"":""polysemy"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""Je passe tous mes week-ends à chercher des antiquités asiatiques au marché aux puces : bref, je Chine."",""pun_trigger"":""Chine"",""mechanism"":""polysemy"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""En laissant échapper le précieux vase antique chinois de ses mains, elle a prouvé qu'elle était une vraie gourde."",""pun_trigger"":""gourde"",""mechanism"":""polysemy"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""Le"",""pun_trigger"":"""",""mechanism"":""other"",""strategy"":""free_native_french"",""used_affordance_ids"":[],""semantic_relation"":""free"",""risk"":""medium"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""}]"	7		v15
42	"""How do you start a model-T Ford without a battery?"" he asked crankily."				crankily	homographic	['irritable', 'grumpy', 'testy', 'annoyed', 'moody', 'cross']	['crank', 'ignition', 'lever', 'manual', 'rotation', 'engine']	maussadement	['irritable', 'grincheux', 'colérique', 'agacé', 'humeur', 'maussade']	['manivelle', 'allumage', 'levier', 'manuel', 'rotation', 'moteur']				"[{""left"":""moteur"",""right"":""monteur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.85,""french_naturalness"":0.54,""semantic_surprise"":0.6475,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.7},""export_lane"":""close_B_to_other""},{""left"":""moteur"",""right"":""metteur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8398,""french_naturalness"":0.54,""semantic_surprise"":0.6419,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.6961},""export_lane"":""close_B_to_other""}]"	2	[]	0	Expected JSON object in model response, got NoneType. Raw preview: null	v15
43	"""How long will I have to wait for a table?"" he asked without reservation."				reservation	homographic	['booking', 'table', 'restaurant', 'appointment', 'hostess', 'waitlist']	['hesitation', 'doubt', 'skepticism', 'reluctance', 'caution', 'uncertainty']	réservation	['réservation', 'table', 'restaurant', 'rendez-vous', 'hôtesse', 'attente']	['hésitation', 'doute', 'scepticisme', 'réticence', 'prudence', 'incertitude']				"[{""left"":""reviens"",""right"":""retient"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8253,""french_naturalness"":0.42,""semantic_surprise"":0.6897,""semantic_domain_similarity"":0.7464,""pun_pivot_usability"":0.45,""overall_score"":0.6225},""export_lane"":""detached_A2_B01_DETACHED""}]"	1	"[{""french"":""Voulant sa table immédiatement, le client s'exprima sans la moindre réserve, ce qui agaça le sommelier."",""pun_trigger"":""réserve"",""mechanism"":""polysemy"",""strategy"":""mechanism_preserving"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""Au restaurant, le général n'avait pas besoin de réservation : il a directement commencé à commander."",""pun_trigger"":""commander"",""mechanism"":""polysemy"",""strategy"":""free_native_french"",""used_affordance_ids"":[],""semantic_relation"":""loose_theme"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""Le courtier en bourse exigea d'entrer sans attendre : il déteste avoir du mal à se placer."",""pun_trigger"":""se placer"",""mechanism"":""polysemy"",""strategy"":""free_native_french"",""used_affordance_ids"":[],""semantic_relation"":""loose_theme"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""Le politicien exigeait une table tout de suite, bien décidé à imposer son nouveau régime."",""pun_trigger"":""régime"",""mechanism"":""polysemy"",""strategy"":""free_native_french"",""used_affordance_ids"":[],""semantic_relation"":""loose_theme"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""Refusé sans réservation"",""pun_trigger"":"""",""mechanism"":""other"",""strategy"":""free_native_french"",""used_affordance_ids"":[],""semantic_relation"":""free"",""risk"":""medium"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""}]"	5		v15
44	"""I bought myself fifty hamburgers and I've only ten left,"" he said with fortitude."				fortitude	homophonic	['courage', 'bravery', 'endurance', 'resilience', 'strength', 'character']	['forty', 'chewed', 'masticated', 'eaten', 'consumed', 'number']	force	['courage', 'bravoure', 'endurance', 'résilience', 'puissance', 'caractère']	['quarante', 'mâché', 'mastiqué', 'mangé', 'consommé', 'nombre']				"[{""left"":""courage"",""right"":""courtage"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8188,""french_naturalness"":0.54,""semantic_surprise"":0.6303,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6803},""export_lane"":""close_A_to_other""},{""left"":""courage"",""right"":""coulage"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8182,""french_naturalness"":0.54,""semantic_surprise"":0.63,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6801},""export_lane"":""close_A_to_other""}]"	2	"[{""french"":""« J'avais 120 hamburgers, il m'en reste 20 », dit-il en avalant calmement ses cent froids."",""pun_trigger"":""cent froids / sang-froid"",""mechanism"":""homophone"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""loose_theme"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""Acheter cinquante hamburgers en bourse sur le marché de la viande exige beaucoup de courtage."",""pun_trigger"":""courtage / courage"",""mechanism"":""paronymy"",""strategy"":""mechanism_preserving"",""used_affordance_ids"":[],""semantic_relation"":""free"",""risk"":""medium"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""}]"	2		v15
45	"""I can eat one hundred and forty-four,"" he boasted grossly."				grossly	homographic	['excessive', 'disgusting', 'vulgar', 'crude', 'unpleasant']	['dozen', 'quantity', 'twelve', 'score', 'amount', 'sum']	grossièrement	['excessif', 'dégoûtant', 'vulgaire', 'cru', 'désagréable']	['douzaine', 'quantité', 'douze', 'score', 'montant', 'somme']				[]	0	[]	0	Expected JSON object in model response, got NoneType. Raw preview: null	v15
46	"""I can see through the window,"" he said stiltedly."				stiltedly	homographic	['wooden', 'unnatural', 'formal', 'stiff', 'rigid', 'awkward']	['height', 'poles', 'stilts', 'elevated', 'props', 'tall']	guindé	['empesé', 'artificiel', 'formel', 'rigide', 'strict', 'gauche']	['hauteur', 'échasses', 'poteaux', 'élevé', 'supports', 'grand']				"[{""left"":""totaux"",""right"":""poteaux"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.8097,""french_naturalness"":0.42,""semantic_surprise"":0.6653,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6313},""export_lane"":""detached_A2_B01_DETACHED""},{""left"":""toto"",""right"":""poteaux"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8097,""french_naturalness"":0.42,""semantic_surprise"":0.6653,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6313},""export_lane"":""detached_A2_B01_DETACHED""},{""left"":""édouard"",""right"":""échoir"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8377,""french_naturalness"":0.42,""semantic_surprise"":0.7188,""semantic_domain_similarity"":0.6452,""pun_pivot_usability"":0.439,""overall_score"":0.6182},""export_lane"":""detached_A2_B01_DETACHED""}]"	3	"[{""french"":""\""Je vois très bien par-dessus le mur\"", dit-il d'un air hautain."",""pun_trigger"":""hautain"",""mechanism"":""polysemy"",""strategy"":""mechanism_preserving"",""used_affordance_ids"":[],""semantic_relation"":""loose_theme"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""\""Je vais très souvent à la pêche\"", dit-il perché sur ses échasses."",""pun_trigger"":""échasses"",""mechanism"":""near_homophone"",""strategy"":""free_native_french"",""used_affordance_ids"":[],""semantic_relation"":""free"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""\""J'habite au dernier étage du gratte-ciel\"", répondit-il d'un ton bien élevé."",""pun_trigger"":""élevé"",""mechanism"":""polysemy"",""strategy"":""semantic_compensation"",""used_affordance_ids"":[],""semantic_relation"":""free"",""risk"":""medium"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""}]"	3		v15
47	"""I can take photographs if I want to!"" he snapped."				snapped	homographic	['camera', 'shutter', 'f-stop', 'lens', 'aperture', 'exposure']	['shout', 'bark', 'retort', 'anger', 'irritation', 'exclaim']	claqué	['appareil photo', 'obturateur', 'diaphragme', 'objectif', 'ouverture', 'exposition']	"['crier', 'aboyer', 'répliquer', 'colère', 'irritation', ""s'exclamer""]"				[]	0	"[{""french"":""\""Je prendrai des photos si j'en ai envie !\"" lança le photographe en guise de mise au point."",""pun_trigger"":""mise au point"",""mechanism"":""polysemy"",""strategy"":""free_native_french"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""\""Tu comptes me prendre en photo sans ma permission ?\"" – \""Négatif !\"" répondit-il sèchement."",""pun_trigger"":""Négatif"",""mechanism"":""polysemy"",""strategy"":""free_native_french"",""used_affordance_ids"":[],""semantic_relation"":""same_field"",""risk"":""low"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""},{""french"":""\""Pourquoi te mets-tu dans une telle colère en plein shooting ?\"" – \""La ferme, laisse-moi le temps de développer !\"""",""pun_trigger"":"""",""mechanism"":""other"",""strategy"":""free_native_french"",""used_affordance_ids"":[],""semantic_relation"":""free"",""risk"":""medium"",""generator_model"":""gemini_pro"",""generator_model_id"":""google/gemini-3.1-pro-preview"",""generator_version"":""v15""}]"	3		v15
