id_en	shuffled_candidates_json
30	"[{""id"":65838,""pun"":""« L'ascenseur est en panne », soupira-t-il en fixant le sommet de l'escalier, « rien que d'y penser, je suis déjà remonté ! »"",""run"":""gemini_pro_single""}]"
31	"[{""id"":12375,""pun"":""« Quelle étoile brillante ! » dit-il très sérieusement."",""run"":""gemini_pro_single""}]"
32	"[{""id"":85457,""pun"":""« Félicitations, tu as fini tes études », dit-il diplômatiquement."",""run"":""gemini_pro_single""}]"
33	"[{""id"":70817,""pun"":""« Consultez un courtier en bourse », répétait-il ; c'était son conseil capital."",""run"":""gemini_pro_single""}]"
34	"[{""id"":58914,""pun"":""« Veuillez cosigner ici », indiquait la première ligne de l'examen de trigonométrie."",""run"":""gemini_pro_single""}]"
35	"[{""id"":71980,""pun"":""« N'ajoute pas trop d'eau », dit-il avec beaucoup de concentration."",""run"":""gemini_pro_single""}]"
36	"[{""id"":34790,""pun"":""« Tu ne vois pas quel est mon prénom ? » demanda-t-elle clairement."",""run"":""gemini_pro_single""}]"
37	"[{""id"":35414,""pun"":""\""Manger de l'uranium me donne bonne mine\"", dit-il, tout rayonnant."",""run"":""gemini_pro_single""}]"
38	"[{""id"":72706,""pun"":""L'Europe a de plus en plus de mal à se retenir, un comble pour un continent !"",""run"":""gemini_pro_single""}]"
39	"[{""id"":42241,""pun"":""« Pour ce que nous allons recevoir, rendons grâce », dit-il gracieusement."",""run"":""gemini_pro_single""}]"
40	"[{""id"":90813,""pun"":""« Mon magazine est-il arrivé ? » demandait-il périodiquement."",""run"":""gemini_pro_single""}]"
41	"[{""id"":78169,""pun"":""« As-tu vu ma collection de vases chinois ? » demanda-t-il d'un air char-Ming."",""run"":""gemini_pro_single""}]"
42	"[{""id"":39366,""pun"":""« Comment lance-t-on cette Ford T sans batterie ? » demanda-t-il en démarrant au quart de tour."",""run"":""gemini_pro_single""}]"
43	"[{""id"":14611,""pun"":""« Je veux une table ! » exigea-t-il avec aplomb, n'ayant absolument rien de réservé."",""run"":""gemini_pro_single""}]"
44	"[{""id"":12734,""pun"":""« J'avais cent vingt arbres et il ne m'en reste que vingt », dit-il sans ciller."",""run"":""gemini_pro_single""}]"
45	"[{""id"":28974,""pun"":""« Je pourrais en engloutir cent », se vanta-t-il sans faim."",""run"":""gemini_pro_single""}]"
46	"[{""id"":55990,""pun"":""« Je peux voir à travers la lucarne », dit-il d'une voix haut perchée."",""run"":""gemini_pro_single""}]"
47	"[{""id"":66262,""pun"":""« Je prendrai des photos si je veux ! » le recadra-t-il sèchement."",""run"":""gemini_pro_single""}]"
48	"[{""id"":78075,""pun"":""« Je coupe des arbres pour gagner ma vie », dit-il d'un air abattu."",""run"":""gemini_pro_single""}]"
49	"[{""id"":10223,""pun"":""« Je félicite l'entreprise qui fabrique le Macintosh », dit-il en Apple-audissant."",""run"":""gemini_pro_single""}]"
50	"[{""id"":20210,""pun"":""« Il y avait très exactement 527 986 abeilles dans cet essaim ! », nous a-t-il recompté."",""run"":""gemini_pro_single""}]"
51	"[{""id"":68011,""pun"":""« Je n'ai rien épié du tout ! » a-t-il pépié."",""run"":""gemini_pro_single""}]"
52	"[{""id"":28239,""pun"":""« La machine à voyager dans le temps que tu m'as offerte est vraiment un magnifique présent ! »"",""run"":""gemini_pro_single""}]"
53	"[{""id"":17023,""pun"":""« Je lis du Voltaire », avoua-t-il candidement."",""run"":""gemini_pro_single""}]"
54	"[{""id"":22167,""pun"":""« Ce devoir mérite un vingt sur vingt », nota le professeur."",""run"":""gemini_pro_single""}]"
55	"[{""id"":39232,""pun"":""« Je dois réparer la voiture », dit-il mécaniquement."",""run"":""gemini_pro_single""}]"
56	"[{""id"":18227,""pun"":""« Il faut raviver ces braises », a-t-il soufflé."",""run"":""gemini_pro_single""}]"
57	[]
58	[]
59	"[{""id"":53340,""pun"":""« J'adore l'art moderne », dit-il d'un air abstrait."",""run"":""gemini_pro_single""}]"
60	"[{""id"":70129,""pun"":""« Je préfère aligner mes textes à gauche », déclara-t-il sans justification."",""run"":""gemini_pro_single""}]"
61	"[{""id"":33269,""pun"":""Pour protéger sa boîte de réception, le chevalier a revêtu une cotte de mails."",""run"":""gemini_pro_single""}]"
62	"[{""id"":25229,""pun"":""« Je préfère la truite au saumon », dit-il sur un thon péremptoire."",""run"":""gemini_pro_single""}]"
63	"[{""id"":58592,""pun"":""« J'abandonne la défense de ce client », déclara l'avocat sans appel."",""run"":""gemini_pro_single""}]"
64	"[{""id"":34060,""pun"":""« J'ai avalé un éclat de cette vitre », gémit-il d'une voix brisée."",""run"":""gemini_pro_single""}]"
65	"[{""id"":42509,""pun"":""« J'enseigne à l'université », professa-t-il."",""run"":""gemini_pro_single""}]"
66	"[{""id"":30623,""pun"":""« Je crois que je me suis cassé la jambe », dit-il, mais son histoire ne tenait pas debout."",""run"":""gemini_pro_single""}]"
67	"[{""id"":63953,""pun"":""« Je t'avais interdit de monter ce cheval ! », lui rappela-t-il, très à cheval sur le règlement."",""run"":""gemini_pro_single""}]"
68	"[{""id"":68968,""pun"":""« J'ai vaincu l'Everest », déclara Edmund, hilare."",""run"":""gemini_pro_single""}]"
69	"[{""id"":69689,""pun"":""« Si seulement je pouvais me rappeler le nom de ce jeu de cartes », soupira-t-il whistement."",""run"":""gemini_pro_single""}]"
70	"[{""id"":48037,""pun"":""« Je ne finirai pas cinquième », dit-il en se mettant en quatre."",""run"":""gemini_pro_single""}]"
71	"[{""id"":63253,""pun"":""« Je ne vous dirai rien sur mes glandes salivaires », glissa-t-il en toute sécrétion."",""run"":""gemini_pro_single""}]"
72	"[{""id"":91097,""pun"":""« Je fais brûler de l'encens », dit-il, tout fumasse."",""run"":""gemini_pro_single""}]"
73	"[{""id"":98717,""pun"":""« Je n'arrive plus à m'accrocher à cette paroi », lâcha-t-il."",""run"":""gemini_pro_single""}]"
74	"[{""id"":52716,""pun"":""« Je ne suis qu'un soldat », avoua-t-il tout simplement."",""run"":""gemini_pro_single""}]"
75	"[{""id"":97167,""pun"":""« Je vais te passer ces menottes », dit-il avec un rire de fou à lier."",""run"":""gemini_pro_single""}]"
76	"[{""id"":79139,""pun"":""« Mon nom figure tout à la fin de l'ouvrage », précisa-t-il en levant l'index."",""run"":""gemini_pro_single""}]"
77	"[{""id"":64493,""pun"":""« Je travaille à la boucherie », dit-il d'un ton tranchant."",""run"":""gemini_pro_single""}]"
78	"[{""id"":58401,""pun"":""Dans la salle d'attente du médecin, mieux vaut être patient."",""run"":""gemini_pro_single""}]"
79	"[{""id"":29197,""pun"":""« J'ai un rendez-vous urgent », dit-il en plein Russe."",""run"":""gemini_pro_single""}]"
80	"[{""id"":64270,""pun"":""« Je révise les concertos brandebourgeois », dit-il pour préparer son Bach."",""run"":""gemini_pro_single""}]"
81	"[{""id"":70304,""pun"":""Astucieux, le vieil acteur sait toujours s'appuyer sur ses Cannes pour avancer."",""run"":""gemini_pro_single""}]"
82	"[{""id"":57445,""pun"":""« J'ai encore pris du poids », soupira-t-il lourdement."",""run"":""gemini_pro_single""}]"
83	"[{""id"":14714,""pun"":""« J'ai rejoint la marine », dit-il, attiré par l'éphémère."",""run"":""gemini_pro_single""}]"
84	"[{""id"":18052,""pun"":""\""J'ai bien expédié la lettre,\"" répondit-il avec adresse."",""run"":""gemini_pro_single""}]"
85	"[{""id"":96739,""pun"":""« Je me suis enfoncé une épingle dans le nez », dit-il d'une voix perçante."",""run"":""gemini_pro_single""}]"
86	"[{""id"":80189,""pun"":""« Si je lâche le plafond, il va s'effondrer », a-t-il soutenu."",""run"":""gemini_pro_single""}]"
87	"[{""id"":90363,""pun"":""Il gère l'intensité de son réseau électrique en bon ampère de famille."",""run"":""gemini_pro_single""}]"
88	"[{""id"":62785,""pun"":""Le développeur n'a défini que des paramètres formels, visiblement à court d'arguments."",""run"":""gemini_pro_single""}]"
89	"[{""id"":90837,""pun"":""« Ce n'est que de la feuille d'or », dit-il en plein métal culpa."",""run"":""gemini_pro_single""}]"
90	"[{""id"":71226,""pun"":""« C'est mon magnétisme personnel », dit-il avec un regard aimant."",""run"":""gemini_pro_single""}]"
91	"[{""id"":43982,""pun"":""« C'est le quotient de deux entiers », expliqua-t-il rationnellement."",""run"":""gemini_pro_single""}]"
92	"[{""id"":78122,""pun"":""« Passons nos vacances dans le Sud », proposa-t-il à midi."",""run"":""gemini_pro_single""}]"
93	"[{""id"":37910,""pun"":""« Mon crayon est émoussé », dit-il en faisant grise mine."",""run"":""gemini_pro_single""}]"
94	"[{""id"":13557,""pun"":""\""Je peux enfin peindre\"", dit-il sans s'emmêler les pinceaux."",""run"":""gemini_pro_single""}]"
95	"[{""id"":56186,""pun"":""« Il était une fois une belle princesse », commença-t-il d'un air défait."",""run"":""gemini_pro_single""}]"
96	"[{""id"":43458,""pun"":""« C'est fort possible ! » s'écria-t-il de toutes ses forces."",""run"":""gemini_pro_single""}]"
97	"[{""id"":97757,""pun"":""« Imaginons-nous à l'époque d'avant les chemins de fer », m'a-t-il aiguillé."",""run"":""gemini_pro_single""}]"
98	[]
99	"[{""id"":14269,""pun"":""« La porte est entrouverte », déclara-t-il ouvertement."",""run"":""gemini_pro_single""}]"
100	"[{""id"":42249,""pun"":""\""Il n'y a plus de ketchup !\"" s'écria-t-il en en faisant toute une sauce."",""run"":""gemini_pro_single""}]"
