id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
en_116	The astronomer made a claim about a well-known star, but it wasn't sirius.	sirius	homophonic	serious	sirius	homophonic	['Sirius', 'Dog Star', 'Alpha Canis Majoris', 'brightest star']	['serious', 'grave', 'solemn', 'earnest', 'sincere']	sirius	['Sirius', 'Étoile du Chien', 'Alpha Canis Majoris', 'étoile la plus brillante']	['sérieux', 'grave', 'solennel', 'sincère', 'sincère']	sirius	['Sirius', 'Dog Star', 'Alpha Canis Majoris', 'brightest star']	['serious', 'grave', 'solemn', 'sincere', 'sincere']
en_1160	Pink satin was perfect for her gown, yet the debutante appeared even more charming with beaux on either side.	beaux	homophonic	bow	beaux	homophonic	['bows', 'ribbons', 'knots', 'decorations']	['suitors', 'admirers', 'boyfriends', 'beaux']	beaux	['arcs', 'rubans', 'nœuds', 'décorations']	['prétendants', 'admirateurs', 'petits amis', 'beaux']	bows	['arcs', 'ribbons', 'knots', 'decorations']	['suitors', 'admirers', 'boyfriends', 'beaus']
en_1169	Old professors never die, they just lose their class.	class	homographic	class	class	homographic	['students', 'course', 'lecture', 'pupils']	['style', 'elegance', 'sophistication', 'dignity']	classe	['élèves', 'cours', 'conférence', 'apprenants']	['style', 'élégance', 'sophistication', 'dignité']	class	['students', 'course', 'lecture', 'learners']	['style', 'elegance', 'sophistication', 'dignity']
en_1171	Pasteur was boiling about not being invited.	boiling	homographic	boiling	boiling	homographic	['angry', 'furious', 'seething', 'enraged']	['heating', 'simmering', 'pasturizing', 'sterilizing']	bouillonnant	['en colère', 'furieux', 'fulminant', 'enragé']	['chauffant', 'mijotant', 'pasteurisant', 'stérilisant']	boiling	['angry', 'furious', 'fuming', 'enraged']	['heating', 'simmering', 'pasteurizing', 'sterilizing']
en_1176	Sometimes a pencil sharpener is needed in order to make a good point.	point	homographic	point	point	homographic	['tip', 'sharp end', 'nib', 'tapered end']	['argument', 'idea', 'thesis', 'valid observation']	point	['pointe', 'bout pointu', 'plume', 'extrémité effilée']	['argument', 'idée', 'thèse', 'observation pertinente']	point	['tip', 'pointed end', 'nib', 'tapered extremity']	['argument', 'idea', 'thesis', 'relevant observation']
en_1178	Cooks have a lot of spice in their lives.	spice	homographic	spice	spice	homographic	['seasoning', 'condiment', 'herb', 'flavoring']	['excitement', 'variety', 'zest', 'interest']	épice	['assaisonnement', 'condiment', 'herbe', 'arôme']	['excitation', 'variété', 'piquant', 'intérêt']	spice	['seasoning', 'condiment', 'herb', 'aroma']	['excitement', 'variety', 'spiciness', 'interest']
en_1181	Old tree surgeons never die, they are just uprooted.	uprooted	homographic	uprooted	uprooted	homographic	['displaced', 'relocated', 'removed from a settled state']	['pulled out by the roots', 'grubbed', 'extracted from the soil']	déraciné	['déplacé', 'relocalisé', "retiré d'un état stable"]	['arraché par les racines', 'extirpé', 'extrait du sol']	uprooted	['displaced', 'relocated', 'removed from a stable state']	['pulled up by the roots', 'extirpated', 'extracted from the ground']
en_1184	The trucker explained that he was early because he had had no breaks.	breaks	homophonic	brakes	breaks	homophonic	['rest', 'pauses', 'intermissions', 'intervals']	['brakes', 'stoppers', 'slowing devices', 'deceleration system']	pauses	['repos', 'pauses', 'intermissions', 'intervalles']	['freins', 'bloqueurs', 'dispositifs de ralentissement', 'système de décélération']	pauses	['rest', 'pauses', 'intermissions', 'intervals']	['brakes', 'blockers', 'slowing devices', 'deceleration system']
en_1195	Old plumbers never die, they just pipe down.	pipe	homographic	pipe	pipe down	homographic	['become quiet', 'shush', 'silence oneself', 'stop talking']	['installing piping', 'plumbing work', 'laying conduits', 'lowering a pipe']	pipe down	['se taire', 'chut', 'faire silence', 'arrêter de parler']	['installer des tuyaux', 'travaux de plomberie', 'poser des conduits', 'descendre un tuyau']	pipe down	['to be quiet', 'shush', 'to be silent', 'to stop talking']	['to install pipes', 'plumbing work', 'to lay conduits', 'to lower a pipe']
en_1204	The cat in northern Scandinavia always had a lapp to sit on.	lapp	homophonic	lap	lapp	homophonic	['lap', 'thighs', 'knees']	['Lapp', 'Sami', 'Laplander', 'Scandinavian']	lapp	['giron', 'cuisses', 'genoux']	['Lapon', 'Sami', 'Lapon', 'Scandinave']	lapp	['lap', 'thighs', 'knees']	['Lapp', 'Sami', 'Laplander', 'Scandinavian']
en_1210	The groundskeeper at a large cemetery was important because he had 5000 people under him.	under	homographic	under	under	homographic	['subordinate', 'below in rank', 'managed by', 'reporting to']	['buried', 'beneath the surface', 'underground', 'interred']	sous	['subordonné', 'inférieur en rang', 'géré par', 'sous la responsabilité de']	['enterré', 'sous la surface', 'sous terre', 'inhumé']	under	['subordinate', 'inferior in rank', 'managed by', 'under the responsibility of']	['buried', 'below the surface', 'underground', 'interred']
en_1211	A little boy called his father who made balloons 'pop'.	pop	homographic	pop	pop	homographic	['father', 'dad', 'papa', 'pa']	['burst', 'explode', 'puncture', 'rupture']	pop	['père', 'papa', 'papa', 'pa']	['éclater', 'exploser', 'crever', 'rupture']	pop	['father', 'dad', 'daddy', 'pa']	['burst', 'explode', 'pop', 'rupture']
en_1223	Neuter your dog-an ounce of prevention is better than a pound of curs.	curs	homophonic	cures	curs	homophonic	['cure', 'remedy', 'solution', 'cures']	['dogs', 'mongrels', 'mutt', 'hounds']	remèdes	['remède', 'guérison', 'solution', 'remèdes']	['chiens', 'bâtards', 'cabot', 'chiens de chasse']	remedies	['remedy', 'cure', 'solution', 'remedies']	['dogs', 'bastards', 'mutt', 'hounds']
en_1227	He recommended the restaurant to me, and said he had no reservations.	reservations	homographic	reservations	reservations	homographic	['doubts', 'misgivings', 'hesitations', 'qualms']	['bookings', 'arrangements', 'appointments', 'pre-booked tables']	réservations	['doutes', 'appréhensions', 'hésitations', 'scrupules']	['réservations', 'arrangements', 'rendez-vous', "tables réservées à l'avance"]	reservations	['doubts', 'apprehensions', 'hesitations', 'scruples']	['reservations', 'arrangements', 'appointments', 'tables booked in advance']
en_1231	The mortician was late for dinner because he was buried in his work.	buried	homographic	buried	buried	homographic	['busy', 'overwhelmed', 'engrossed', 'swamped']	['interred', 'entombed', 'laid to rest', 'placed underground']	enterré	['occupé', 'submergé', 'absorbé', 'débordé']	['inhumé', 'mis en tombeau', 'mis en terre', 'placé sous terre']	buried	['busy', 'overwhelmed', 'absorbed', 'swamped']	['interred', 'placed in a tomb', 'laid to rest', 'placed underground']
en_1232	Old enumerators never die, they just lose their census	census	homophonic	senses	census	homophonic	['census', 'population count', 'official survey', 'demographic tally']	['senses', 'faculties', 'reason', 'awareness', 'sanity']	recensement	['recensement', 'comptage de la population', 'enquête officielle', 'décompte démographique']	['sens', 'facultés', 'raison', 'conscience', 'santé mentale']	census	['census', 'population count', 'official survey', 'demographic count']	['sense', 'faculties', 'reason', 'consciousness', 'mental health']
en_1233	The class took a field trip to a meat processing plant, but what they saw was just offal.	offal	homophonic	awful	offal	homophonic	['carrion', 'organ meats', 'entrails', 'waste parts', 'refuse']	['awful', 'terrible', 'horrific', 'bad', 'dreadful']	abats	['charogne', "viandes d'organes", 'entrailles', 'parties de déchets', 'rebuts']	['affreux', 'terrible', 'horrifique', 'mauvais', 'épouvantable']	offal	['carrion', 'organ meats', 'entrails', 'waste parts', 'scraps']	['awful', 'terrible', 'horrific', 'bad', 'dreadful']
en_1248	Old pilots never die, they just get more turbulent.	turbulent	homographic	turbulent	turbulent	homographic	['unstable', 'bumpy', 'atmospheric disturbance', 'rough air']	['unruly', 'rowdy', 'agitated', 'quarrelsome', 'tempestuous']	turbulent	['instable', 'cahoteux', 'perturbation atmosphérique', 'air agité']	['indiscipliné', 'chahuteur', 'agité', 'querelleur', 'fougueux']	turbulent	['unstable', 'bumpy', 'atmospheric disturbance', 'rough air']	['undisciplined', 'rowdy', 'restless', 'quarrelsome', 'boisterous']
en_1249	Use your own toothbrush! he bristled.	bristled	homographic	bristled	bristled	homographic	['became stiff', 'prickled', 'stood up', 'spiky']	['fumed', 'became indignant', 'showed anger', 'took offense']	hérissé	['devenu rigide', 'piqué', 'dressé', 'épineux']	['fulminé', 'indigné', 'montré de la colère', 'offensé']	bristled	['became rigid', 'spiked', 'raised', 'spiny']	['fumed', 'indignant', 'showed anger', 'offended']
en_1252	My wife really likes to make pottery, but to me it's just kiln time.	kiln	homophonic	killing	kiln	homophonic	['furnace', 'oven', 'kiln', 'ceramic heater']	['killing', 'slaying', 'murdering', 'wasting']	four	['fourneau', 'four', 'four à céramique', 'chauffage céramique']	['meurtre', 'tuerie', 'assassinat', 'gaspillage']	oven	['stove', 'oven', 'ceramic kiln', 'ceramic heater']	['murder', 'killing', 'assassination', 'waste']
en_1254	I won't tell you anything about my salivary glands, he said secretively.	secretively	homophonic	secrete	secretively	homographic	['covertly', 'stealthily', 'privately', 'clandestinely']	['secreting', 'discharging', 'releasing fluid', 'excreting']	secrètement	['discrètement', 'furtivement', 'en privé', 'clandestinement']	['sécrétant', 'évacuant', 'libérant du liquide', 'excrétant']	secretly	['discreetly', 'furtively', 'in private', 'clandestinely']	['secreting', 'evacuating', 'releasing liquid', 'excreting']
en_1256	I might study something at a university that someone once told me about-there is a degree of ambiguity there.	degree	homographic	degree	degree	homographic	['academic qualification', 'diploma', 'certification', 'baccalaureate']	['extent', 'amount', 'measure', 'level']	diplôme	['qualification académique', 'diplôme', 'certification', 'baccalauréat']	['étendue', 'quantité', 'mesure', 'niveau']	diploma	['academic qualification', 'diploma', 'certification', "bachelor's degree"]	['extent', 'quantity', 'measure', 'level']
en_1262	People have a happy time vacationing in Ireland because they are walking on Eire.	eire	homophonic	air	Eire	homophonic	['Ireland', 'Republic of Ireland', 'the Emerald Isle']	['air', 'atmosphere', 'sky', 'breeze']	Eire	['Irlande', "République d'Irlande", "l'île d'Émeraude"]	['air', 'atmosphère', 'ciel', 'brise']	Eire	['Ireland', 'Republic of Ireland', 'the Emerald Isle']	['air', 'atmosphere', 'sky', 'breeze']
en_1269	Who's your favorite operatic tenor? he asked placidly.	placidly	homophonic	placido	placidly	homophonic	['calmly', 'peacefully', 'serenely', 'quietly']	['Placido Domingo', 'Domingo-like', 'operatically']	placidement	['calmement', 'paisiblement', 'sereinement', 'tranquillement']	['Placido Domingo', 'à la Domingo', 'de manière opératique']	placidly	['calmly', 'peacefully', 'serenely', 'quietly']	['Placido Domingo', 'in the Domingo style', 'in an operatic manner']
en_1270	The salt said 'hi' to the pepper. It was seasonings greetings.	seasonings	homophonic	seasons	seasonings	homophonic	['spices', 'condiments', 'flavorings', 'herbs']	["season's", 'seasonal', 'holiday', 'festive']	assaisonnements	['épices', 'condiments', 'arômes', 'herbes']	['de saison', 'saisonnier', 'des fêtes', 'festif']	seasonings	['spices', 'condiments', 'flavors', 'herbs']	['in season', 'seasonal', 'holiday', 'festive']
en_1271	The book about Teflon contained no frictional characters.	frictional	homophonic	fictional	frictional	homophonic	['frictional', 'abrasive', 'rubbing', 'resistant']	['fictional', 'imaginary', 'invented', 'made-up']	frictionnel	['frictionnel', 'abrasif', 'frottant', 'résistant']	['fictif', 'imaginaire', 'inventé', 'fabriqué']	frictional	['frictional', 'abrasive', 'rubbing', 'resistant']	['fictitious', 'imaginary', 'invented', 'fabricated']
en_1273	Three fingers were willing to cooperate but the thumb and forefinger were opposed.	opposed	homographic	opposed	opposed	homographic	['against', 'conflicting', 'disagreeing', 'hostile']	['opposable', 'facing', 'placed opposite', 'counterposed']	opposé	['contre', 'en conflit', 'en désaccord', 'hostile']	['opposable', 'en face', 'placé en face', 'contreposé']	opposite	['against', 'in conflict', 'in disagreement', 'hostile']	['opposable', 'facing', 'placed opposite', 'counterposed']
en_1279	If you spend too much time in the coffee shop you'll be latte for work.	latte	homophonic	late	latte	homophonic	['espresso', 'caffe latte', 'coffee', 'steamed milk drink']	['late', 'tardy', 'delayed', 'behind schedule', 'overdue']	latte	['espresso', 'café latte', 'café', 'boisson au lait chaud']	['en retard', 'tardif', 'retardé', 'en retard sur le planning', 'en souffrance']	latte	['espresso', 'café latte', 'coffee', 'hot milk drink']	['late', 'tardy', 'delayed', 'behind schedule', 'overdue']
en_1282	In ancient times, seagoing vessels were much more fuel efficient. They got thousands of miles to the galleon.	galleon	homophonic	gallon	galleon	homophonic	['sailing ship', 'vessel', 'man-of-war', 'galleon']	['gallon', 'unit of volume', 'four quarts', 'fuel measurement']	galion	['navire à voiles', 'vaisseau', 'navire de guerre', 'galion']	['gallon', 'unité de volume', 'quatre quarts', 'mesure de carburant']	galleon	['sailing ship', 'vessel', 'warship', 'galleon']	['gallon', 'unit of volume', 'four quarts', 'fuel measure']
en_1283	Some resist having the'flu jab but it's quite innocuous.	innocuous	homophonic	inoculate	innocuous	homophonic	['harmless', 'safe', 'non-toxic', 'benign', 'innocuous']	['in a queue', 'waiting in line', 'queued up', 'succession', 'waiting']	inoffensif	['inoffensif', 'sûr', 'non toxique', 'bénin', 'sans danger']	["dans une file d'attente", 'en attente dans la file', "mis en file d'attente", 'succession', 'en attente']	harmless	['harmless', 'safe', 'non-toxic', 'benign', 'without danger']	['in a queue', 'waiting in line', 'queued up', 'succession', 'on hold']
en_1294	Pretend we were in the days before railways, he coached.	coached	homophonic	coach	coached	homographic	['instructed', 'trained', 'tutored', 'guided']	['traveled by horse-drawn carriage', 'drove a stagecoach', 'transported via coach']	coaché	['instruit', 'entraîné', 'tutoré', 'guidé']	['voyagé en calèche', 'conduit une diligence', 'transporté en voiture à cheval']	coached	['instructed', 'trained', 'tutored', 'guided']	['traveled by coach', 'driven a stagecoach', 'transported by horse-drawn carriage']
en_1303	Old principals never die they just lose their faculties.	faculties	homographic	faculties	faculties	homographic	['teachers', 'professors', 'staff', 'educators', 'academic departments']	['mental powers', 'senses', 'capabilities', 'reasoning', 'wits']	facultés	['enseignants', 'professeurs', 'personnel', 'éducateurs', 'départements académiques']	['pouvoirs mentaux', 'sens', 'capacités', 'raisonnement', 'esprit']	faculties	['teachers', 'professors', 'staff', 'educators', 'academic departments']	['mental powers', 'senses', 'abilities', 'reasoning', 'mind']
en_1305	Old railroaders never die, they just derail.	derail	homographic	derail	derail	homographic	['run off the tracks', 'crash', 'capsize', 'devolved']	['fail', 'deteriorate', 'go awry', "lose one's way"]	dérailler	['sortir des rails', "s'écraser", 'chavirer', 'dégénéré']	['échouer', 'se détériorer', 'mal tourner', 'perdre son chemin']	to derail	['to come off the rails', 'to crash', 'to capsize', 'derailed']	['to fail', 'to deteriorate', 'to go wrong', "to lose one's way"]
en_1310	He bought a plate with four corners so he could have a square meal.	square	homographic	square	square	homographic	['quadrilateral', 'four-sided', 'rectangular', 'right-angled']	['substantial', 'satisfying', 'balanced', 'nourishing', 'hearty']	carré	['quadrilatère', 'à quatre côtés', 'rectangulaire', 'à angle droit']	['substantiel', 'satisfaisant', 'équilibré', 'nourrissant', 'copieux']	square	['quadrilateral', 'four-sided', 'rectangular', 'right-angled']	['substantial', 'satisfying', 'balanced', 'nourishing', 'hearty']
en_1330	Because they moved into an apartment, they didn't need to cut the grass any mow.	mow	homophonic	more	mow	homophonic	['more', 'further', 'additional', 'longer']	['mow', 'cut', 'trim', 'scythe']	faucher	['plus', 'davantage', 'supplémentaire', 'plus longtemps']	['faucher', 'couper', 'tailler', 'faucarder']	mow	['more', 'more', 'additional', 'longer']	['mow', 'cut', 'trim', 'scythe']
en_1335	Gravity, it's always putting everyone down.	putting	homographic	putting	putting down	homographic	['pulling', 'dropping', 'lowering', 'exerting force', 'attracting downward']	['insulting', 'belittling', 'disparaging', 'criticizing', 'demeaning']	mettre en bas	['tirer', 'laisser tomber', 'abaisser', 'exercer une force', 'attirer vers le bas']	['insulter', 'rabaisser', 'dénigrer', 'critiquer', 'dévaloriser']	put down	['pull', 'drop', 'lower', 'exert a force', 'attract downward']	['insult', 'belittle', 'disparage', 'criticize', 'devalue']
en_1345	The scorpion said to the desert, 'You know, our conversations are always so dry.'	dry	homographic	dry	dry	homographic	['arid', 'parched', 'waterless', 'dehydrated']	['humorless', 'dull', 'boring', 'uninteresting']	sec	['aride', 'desséché', 'sans eau', 'déshydraté']	['sans humour', 'terne', 'ennuyeux', 'inintéressant']	dry	['arid', 'desiccated', 'waterless', 'dehydrated']	['humorless', 'dull', 'boring', 'uninteresting']
en_1347	A busy barber is quite harried.	harried	homophonic	hairy	harried	homophonic	['stressed', 'harassed', 'strained', 'agitated']	['hairied', 'hairy', 'hirsute', 'shaggy']	harried	['stressé', 'harcelé', 'tendu', 'agité']	['poilu', 'chevelu', 'hirsute', 'ébouriffé']	harried	['stressed', 'harassed', 'tense', 'agitated']	['hairy', 'long-haired', 'hirsute', 'disheveled']
en_1349	The gunman took a shot at new opportunities.	shot	homographic	shot	shot	homographic	['discharge of a firearm', 'gunfire', 'bullet', 'blast']	['attempt', 'try', 'chance', 'endeavor', 'effort']	coup	["décharge d'une arme à feu", 'tir', 'balle', 'détonation']	['tentative', 'essai', 'chance', 'entreprise', 'effort']	shot	['discharge of a firearm', 'shot', 'bullet', 'detonation']	['attempt', 'try', 'chance', 'endeavor', 'effort']
en_135	The cobbler was asked how many shoes he had soled by a well	soled	homophonic	sold	soled	homophonic	['soled', 'repaired', 'resoled', 'mended']	['sold', 'traded', 'exchanged', 'vended']	ressemeler	['ressemeler', 'réparé', 'ressemeler à neuf', 'raccommodé']	['vendu', 'échangé', 'troqué', 'cédé']	resole	['resole', 'repaired', 'resoled', 'mended']	['sold', 'exchanged', 'traded', 'transferred']
