id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning
en_1252	My wife really likes to make pottery, but to me it's just kiln time.	kiln	homophonic	killing	kiln	homophonic	['oven', 'furnace', 'oven for firing ceramics']	['killing time', 'wasting time', 'idling']
en_1254	I won't tell you anything about my salivary glands, he said secretively.	secretively	homophonic	secrete	secretively	homophonic	['in a secret manner', 'covertly', 'stealthily', 'furtively']	['secre-tively', 'related to secretion', 'pertaining to secreting (as in glands secreting saliva)']
en_1256	I might study something at a university that someone once told me about-there is a degree of ambiguity there.	degree	homographic	degree	degree	homographic	['academic qualification', 'certification', 'diploma', 'credential']	['extent', 'level', 'amount', 'scale', 'measure']
en_1262	People have a happy time vacationing in Ireland because they are walking on Eire.	eire	homophonic	air	Eire	homophonic	['Ireland', 'Emerald Isle', 'country']	['air', 'atmosphere', 'breeze']
en_1269	Who's your favorite operatic tenor? he asked placidly.	placidly	homophonic	placido	placidly	homophonic	['calmly', 'serenely', 'peacefully', 'quietly']	['Placido', 'Plácido Domingo', 'operatic tenor', 'famous opera singer']
en_1270	The salt said 'hi' to the pepper. It was seasonings greetings.	seasonings	homophonic	seasons	seasonings	homophonic	['spices', 'flavorings', 'herbs', 'condiments']	['greetings of the season', 'holiday greetings', "season's greetings", 'festive wishes']
en_1271	The book about Teflon contained no frictional characters.	frictional	homophonic	fictional	fictional	homophonic	['made-up', 'invented', 'imaginary', 'fabricated', 'fantasy']	['frictional', 'pertaining to friction', 'abrasive', 'resistant']
en_1273	Three fingers were willing to cooperate but the thumb and forefinger were opposed.	opposed	homographic	opposed	opposed	homographic	['disagreed', 'resisted', 'objected', 'contradicted', 'refused']	['positioned opposite', 'facing each other', 'set across from', 'on the other side', 'set against']
en_1279	If you spend too much time in the coffee shop you'll be latte for work.	latte	homophonic	late	latte	homophonic	['latte', 'coffee drink', 'espresso with milk']	['late', 'tardy', 'delayed']
en_1282	In ancient times, seagoing vessels were much more fuel efficient. They got thousands of miles to the galleon.	galleon	homophonic	gallon	galleon	homophonic	['sailing ship', 'vessel', 'boat', 'ship']	['gallon', 'liter', 'quart', 'container']
en_1283	Some resist having the'flu jab but it's quite innocuous.	innocuous	homophonic	inoculate	jab	homographic	['injection', 'shot', 'vaccination']	['poke', 'thrust', 'stab', 'hit']
en_1294	Pretend we were in the days before railways, he coached.	coached	homophonic	coach	coached	homographic	['taught', 'instructed', 'trained', 'guided']	['traveled by coach', 'rode in a carriage', 'took a stagecoach']
en_1303	Old principals never die they just lose their faculties.	faculties	homographic	faculties	faculties	homographic	['mental abilities', 'powers of reasoning', 'cognitive capacity', 'senses', 'awareness']	['teaching staff', 'professors', 'academic staff', 'instructors', 'educators']
en_1305	Old railroaders never die, they just derail.	derail	homographic	derail	derail	homographic	['go off the tracks', 'leave the rails', 'run off the rails']	['lose direction', 'fail', 'break down', 'cease to function', 'die']
en_1310	He bought a plate with four corners so he could have a square meal.	square	homographic	square	square	homographic	['geometric shape', 'rectangle with four equal sides', 'quadrilateral']	['adequate', 'proper', 'decent', 'wholesome', 'substantial']
en_1330	Because they moved into an apartment, they didn't need to cut the grass any mow.	mow	homophonic	more	mow	homophonic	['cut', 'trim', 'shear', 'clip']	['anymore', 'no longer', 'not any longer']
en_1335	Gravity, it's always putting everyone down.	putting	homographic	putting	down	homographic	['depress', 'sadden', 'discourage']	['toward the ground', 'descend', 'lower']
en_1345	The scorpion said to the desert, 'You know, our conversations are always so dry.'	dry	homographic	dry	dry	homographic	['arid', 'parched', 'desiccated', 'barren']	['uninteresting', 'dull', 'boring', 'tedious']
en_1347	A busy barber is quite harried.	harried	homophonic	hairy	harried	homophonic	['overworked', 'stressed', 'anxious', 'bothered']	['hairy', 'hirsute', 'furry', 'shaggy']
en_1349	The gunman took a shot at new opportunities.	shot	homographic	shot	shot	homographic	['fired', 'discharged', 'launched', 'blasted']	['attempt', 'try', 'effort', 'chance']
en_135	The cobbler was asked how many shoes he had soled by a well	soled	homophonic	sold	soled	homophonic	['repaired', 'fixed', 'resoled']	['sold', 'vended', 'traded']
en_1350	Legends tell us that a weakness of the carnivorous vampire is a steak.	steak	homophonic	stake	steak	homophonic	['meat', 'beef', 'cutlet', 'filet']	['stake', 'pole', 'rod', 'post']
en_1354	To become a pilot requires a good altitude.	altitude	homophonic	attitude	altitude	homophonic	['height', 'elevation', 'distance above sea level']	['attitude', 'mindset', 'disposition', 'outlook']
en_1355	I teach at a university, he professed.	professed	homophonic	professor	professed	homographic	['claimed', 'stated', 'asserted', 'declared', 'maintained']	['taught', 'lectured', 'instructed', 'was a professor', 'educated']
en_136	When there's a sale on tennis balls it's first come first serve.	serve	homographic	serve	serve	homographic	['wait on', 'provide service', 'assist customers']	['hit', 'deliver (in tennis)', 'start play']
en_1360	A book called 'Current Trends in Wiring your House' turned out to be a shocking failure.	shocking	homographic	shocking	shocking	homographic	['surprising', 'unexpected', 'astonishing', 'startling']	['electrical', 'charged', 'energizing', 'electrifying']
en_1364	From the middle of the Pacific, the shipwrecked survivor found his way to the California coast purely by occident.	occident	homophonic	accident	occident	homophonic	['west', 'western world', 'western hemisphere', 'Europe and the Americas']	['accident', 'chance', 'coincidence', 'mishap', 'incident']
en_1368	When making butter there is little margarine for error.	margarine	homophonic	margin	margarine	homophonic	['margarine', 'spread', 'oleo', 'butter substitute']	['margin', 'allowance', 'leeway', 'room', 'space']
en_1370	Old chemists never die, they just stop reacting.	reacting	homographic	reacting	reacting	homographic	['participating in a chemical reaction', 'undergoing a chemical change']	['responding', 'showing a response', 'answering', 'acting in response']
en_1373	The model who joined the air force was a bombshell.	bombshell	homographic	bombshell	bombshell	homographic	['beauty', 'stunner', 'goddess', 'knockout', 'looker']	['explosive', 'missile', 'bomb', 'grenade', 'shell']
en_1376	Abstinence makes the heart grow fonder	abstinence	homophonic	absence 	Abstinence	homophonic	['self-restraint', 'forbearance', 'self-denial', 'moderation', 'sobriety']	['absence', 'nonappearance', 'lack', 'nonexistence', 'homophone: absence']
en_1378	It's not that the man did not know how to juggle, he just didn't have the balls to do it.	balls	homographic	balls	balls	homographic	['courage', 'guts', 'nerve', 'bravery', 'audacity']	['spherical objects', 'juggling props', 'round items', 'orbs']
en_1382	Two coin collectors got together for old dimes sake.	dimes	homophonic	times	dimes	homophonic	['dimes', 'coins', 'currency', 'money']	['times', 'occasions', 'moments', 'instances']
en_1383	It's an actual parameter, not a formal parameter, was his argument.	argument	homographic	argument	argument	homographic	['disagreement', 'debate', 'discussion']	['function call', 'parameter list', 'input to a function']
en_1386	3.14159265, he said piously.	piously	homophonic	pi	piously	homophonic	['devoutly', 'religiously', 'faithfully']	['pi', 'pi-ly', 'π-ly', '3.14159265']
en_1388	An astronomy column in the newspaper would have a lot of space devoted to it.	space	homographic	space	space	homographic	['universe', 'cosmos', 'outer space', 'galaxy', 'astronomy']	['room', 'area', 'capacity', 'extent', 'expanse']
en_1399	Old shoemakers never die, they are just given the boot.	boot	homographic	boot	boot	homographic	['fired', 'dismissed', 'let go', 'terminated', 'laid off']	['footwear', 'shoe', 'galosh', 'wellington', 'bootie']
en_14	One of these new shoes isn't right.	right	homographic	right	right	homographic	['correct', 'proper', 'appropriate', 'suitable']	['right-side', 'right foot', 'not left']
en_140	The postmen get together for mail bonding.	mail	homophonic	male	mail	homophonic	['letters', 'packages', 'postal delivery', 'correspondence']	['male', 'men', 'guys', 'fellows']
en_1400	Let's take a vacation in the south of France, he said nicely.	nicely	homophonic	Nice	nicely	homophonic	['politely', 'kindly', 'pleasantly']	['Nice-ly', 'in a manner relating to Nice (the city)', 'in the way of people from Nice']
en_1404	A farmer wanting to kill a chicken for dinner has to move faster than a speeding pullet.	pullet	homophonic	bullet	pullet	homophonic	['young hen', 'chicken', 'young female chicken']	['bullet', 'projectile', 'shot']
en_1415	Even though Catholics in space are weightless, do they have mass?	mass	homographic	mass	mass	homographic	['church service', 'religious service', 'Catholic worship', 'liturgy']	['matter', 'substance', 'bulk', 'weight', 'physical quantity']
en_1418	Old telephone operators never die, they just become disconnected.	disconnected	homographic	disconnected	disconnected	homographic	['no longer in service', 'no longer physically connected', 'unplugged', 'cut off']	['socially detached', 'isolated', 'out of touch', 'emotionally removed']
en_1419	A guy became so good with a chainsaw that he was promoted to branch manager.	branch	homographic	branch	branch	homographic	['limb', 'bough', 'offshoot', 'arm']	['section', 'division', 'department', 'unit']
en_1421	An optometrist told his patient: 'It appears your vision is improving!' 'Really? 'replied the patient.' Must be the luck of the iris.'	iris	homophonic	irish	iris	homophonic	['part of the eye', 'ocular membrane', 'colored part of the eye', 'eye muscle']	['Irish', 'person from Ireland', 'relating to Ireland']
en_1427	Old math profs never die. They just use strange expressions.	expressions	homographic	expressions	expressions	homographic	['phrases', 'statements', 'words']	['mathematical formulas', 'equations', 'algebraic expressions']
en_143	Q: River Ravi flows in which state? A: Liquid.	state	homographic	state	state	homographic	['province', 'region', 'territory', 'area', 'division']	['condition', 'form', 'phase', 'mode', 'status']
en_1432	I'll never forget that rainstorm near Los Angeles and how the rain came down in Torrance.	torrance	homophonic	torrents	Torrance	homophonic	['Torrance (city in California)']	['torrent (downpour, deluge, flood, rainstorm, outpouring)']
en_1436	Wow, thanks for the tea. I'm glad I got to Chai it.	Chai	homophonic	try	Chai	homophonic	['Chai (a type of tea)', 'spiced tea', 'masala chai']	['try', 'attempt', 'test', 'give it a go']
en_1440	After he invented the light bulb, people saw Edison in a new light.	light	homographic	light	light	homographic	['illumination', 'brightness', 'radiance', 'glow']	['perspective', 'viewpoint', 'regard', 'way of seeing']
en_1446	A bee keeper will sell you honey with swarm wishes.	swarm	homophonic	warm	swarm	homophonic	['group of bees', 'cluster', 'hive']	['warm', 'friendly', 'cordial']
en_1448	An architect knows how to make a long storey short.	storey	homophonic	story	storey	homophonic	['floor', 'level', 'story (British spelling)']	['tale', 'narrative', 'anecdote', 'story (American spelling)']
en_1449	Old electricians never die, they just can't make connections	connections	homographic	connections	connections	homographic	['electrical joints', 'circuits', 'links', 'joins', 'contacts']	['relationships', 'associations', 'networking', 'acquaintances', 'social ties']
en_1464	Boy, that's a bright star, he said seriously.	seriously	homophonic	sirius	star	homographic	['celestial body', 'astronomical object', 'luminary', 'sun']	['celebrity', 'famous person', 'superstar', 'icon']
en_1467	When asked to picture the perfect modern defensive weapon the Claymore springs to mine.	mine	homophonic	mind	mine	homophonic	['mind', 'brain', 'imagination', 'thoughts']	['explosive', 'landmine', 'weapon', 'ordnance']
en_1468	Freud could barely repress his excitement.	repress	homophonic	suppress	repress	homographic	['suppress', 'restrain', 'hold back', 'control', 'inhibit']	['push out of awareness', 'block (in a psychological sense)', 'subconsciously prevent', 'subdue (emotions/memories)', 'bottle up']
en_1475	Old miners never die, they just lose their veins.	veins	homophonic	vains	veins	homophonic	['lodes', 'seams', 'deposits', 'streaks']	['blood vessels', 'arteries', 'capillaries']
en_1485	If you think that mutt made strange sounds as a pup, you should hear him grown.	grown	homophonic	groan	grown	homophonic	['matured', 'developed', 'aged', 'become adult']	['groan', 'moan', 'complain', 'whine']
