id_en	shuffled_candidates_json
18	"[{""id"":64882,""pun"":""À dix-sept ans, je suis ado-les-cent : un ado qui sait déjà compter jusqu’à cent."",""run"":""gpt_single""}]"
19	"[{""id"":15089,""pun"":""Un arbre qui parle, ce n’est pas un dialogue : c’est de la langue de bois."",""run"":""gpt_single""}]"
20	"[{""id"":44159,""pun"":""Aujourd’hui, j’achète des lunettes avec un pote ; après, on verra."",""run"":""gpt_single""}]"
21	"[{""id"":66533,""pun"":""Le prof a posé une colle sur la colle : forcément, toute la classe est restée coincée."",""run"":""gpt_single""}]"
22	"[{""id"":79012,""pun"":""Tu me réclames tes mille marks, mais je n’ai que tes marques sur le crâne — et si je te les rends, tu risques de mal encaisser."",""run"":""gpt_single""}]"
23	"[{""id"":54243,""pun"":""Oui : en me voyant, elle a pris la fuite à tire-d’aile — pour une voleuse, elle sait vraiment voler."",""run"":""gpt_single""}]"
24	"[{""id"":25656,""pun"":""« », dit-il d’une voix blanche."",""run"":""gpt_single""}]"
25	"[{""id"":38686,""pun"":""« 3,14159265 », récita le matheux, très pi-eusement."",""run"":""gpt_single""}]"
26	"[{""id"":37428,""pun"":""« Un chien m’a mordu », dit-il rageusement."",""run"":""gpt_single""}]"
27	"[{""id"":20686,""pun"":""« De la poussière d’ange, moi ? Jamais je n’y touche », a-t-il reniflé."",""run"":""gpt_single""}]"
28	"[{""id"":57944,""pun"":""« Tu es gay ? » demanda-t-il gaiement."",""run"":""gpt_single""}]"
29	"[{""id"":48947,""pun"":""Devant ses bois majestueux, elle murmura : « C’est un coup de cœur… de cerf. »"",""run"":""gpt_single""}]"
30	"[{""id"":24482,""pun"":""Ascenseur en panne, il a pris les escaliers… du regard."",""run"":""gpt_single""}]"
31	"[{""id"":14609,""pun"":""« Quelle étoile éclatante ! » dit-il, Sirius comme un pape."",""run"":""gpt_single""}]"
32	"[{""id"":18029,""pun"":""« Félicitations, vous avez votre diplôme », déclara l’ambassadeur diplômatiquement."",""run"":""gpt_single""}]"
33	"[{""id"":52323,""pun"":""« Consulte un courtier », répondait-il toujours : chez lui, c’était une valeur sûre."",""run"":""gpt_single""}]"
34	"[{""id"":52629,""pun"":""Première consigne du partiel de trigo : « Co-signez-nous ça. »"",""run"":""gpt_single""}]"
35	"[{""id"":62912,""pun"":""« Pas trop d’eau, on va perdre en concentration », dit le chimiste sans perdre la sienne."",""run"":""gpt_single""}]"
36	"[{""id"":57986,""pun"":""« Tu ne connais pas mon nom ? » demanda Tom Swiftement."",""run"":""gpt_single""}]"
37	"[{""id"":55965,""pun"":""« Manger de l’uranium, ça me fait rayonner de bonheur », dit-il, radieux."",""run"":""gpt_single""}]"
38	"[{""id"":55819,""pun"":""L’Europe doit apprendre la retenue : un continent devrait savoir être continent."",""run"":""gpt_single""}]"
39	"[{""id"":16355,""pun"":""« Pour ce repas que nous allons recevoir, rendons grâce », dit-il gracieusement."",""run"":""gpt_single""}]"
40	"[{""id"":41108,""pun"":""« Il est arrivé, mon périodique ? » demandait-il périodiquement."",""run"":""gpt_single""}]"
41	"[{""id"":47211,""pun"":""Tu as vu ma collection de porcelaines chinoises anciennes : elle est vraiment char-Ming."",""run"":""gpt_single""}]"
42	"[{""id"":97846,""pun"":""« Comment on démarre une Ford T sans batterie ? » demanda-t-il, déjà bien remonté."",""run"":""gpt_single""}]"
43	"[{""id"":60850,""pun"":""Sans réserve, il demanda combien il fallait patienter pour une table sans réservation."",""run"":""gpt_single""}]"
44	"[{""id"":64340,""pun"":""J’ai acheté cinquante hamburgers, il ne m’en reste que dix : en avaler quarante, ça demande une sacrée force d’ham."",""run"":""gpt_single""}]"
45	"[{""id"":11138,""pun"":""« J’en avale cent quarante-quatre : une grosse », se vanta-t-il grossièrement."",""run"":""gpt_single""}]"
46	"[{""id"":89183,""pun"":""« Je vois par la fenêtre », dit-il d’un ton guindé, du haut de ses échasses."",""run"":""gpt_single""}]"
47	"[{""id"":13564,""pun"":""« Je prends des clichés si je veux ! » a-t-il claqué."",""run"":""gpt_single""}]"
48	"[{""id"":73936,""pun"":""« J’abats des arbres le jour et l’ambiance le soir », confie le bûcheron."",""run"":""gpt_single""}]"
49	"[{""id"":91991,""pun"":""Je complimente Apple : c’est ma petite accla-Mac-tion."",""run"":""gpt_single""}]"
50	"[{""id"":10600,""pun"":""« Je n’en revenais pas : 527 986 abeilles dans l’essaim ! » a-t-il raconté… enfin, recompté."",""run"":""gpt_single""}]"
51	"[{""id"":36334,""pun"":""« J’ai rien épié ! » pépia le piaf."",""run"":""gpt_single""}]"
52	"[{""id"":30484,""pun"":""J’ai un présent pour toi… et je te l’offre au présent, pas au futur."",""run"":""gpt_single""}]"
53	"[{""id"":90415,""pun"":""« Je lis Voltaire », avoua-t-il candidement : avec Candide, même quand on ment, ça sonne sincère."",""run"":""gpt_single""}]"
54	"[{""id"":30026,""pun"":""Je dois recompter mes points à l’examen : avec une entaille pareille, il m’en faut peut-être de suture."",""run"":""gpt_single""}]"
55	"[{""id"":28328,""pun"":""« Faut que je répare la voiture », a-t-il dit mécaniquement."",""run"":""gpt_single""}]"
56	"[{""id"":97803,""pun"":""« Il faut que je ranime ce feu », souffla-t-il."",""run"":""gpt_single""}]"
57	"[{""id"":28700,""pun"":""Je n’ai toujours pas fait développer ma pellicule, râla-t-il, très négatif."",""run"":""gpt_single""}]"
58	"[{""id"":66884,""pun"":""« Avec ce plat, la sauge serait un choix très sage », conseilla-t-il sagement."",""run"":""gpt_single""}]"
59	"[{""id"":33145,""pun"":""Il se disait fan d’art abstrait avec un air tout aussi abstrait."",""run"":""gpt_single""}]"
60	"[{""id"":40991,""pun"":""« J’adore les textes en drapeau », dit-il sans la moindre justification."",""run"":""gpt_single""}]"
61	"[{""id"":74987,""pun"":""Pour ta cotte de mailles, je t’envoie le devis en pièces jointes."",""run"":""gpt_single""}]"
62	"[{""id"":20590,""pun"":""« Je préfère la truite au saumon », confia-t-il eau-ficieusement."",""run"":""gpt_single""}]"
63	"[{""id"":92449,""pun"":""J’ai présenté mon dossier au juge : il m’a demandé d’être bref, alors j’ai fait un brief."",""run"":""gpt_single""}]"
64	"[{""id"":71910,""pun"":""« J’ai avalé un morceau de vitre », gémit-il, à verre et à cri."",""run"":""gpt_single""}]"
65	"[{""id"":14097,""pun"":""« J’enseigne à l’université », a-t-il professé."",""run"":""gpt_single""}]"
66	"[{""id"":58668,""pun"":""« Je crois que je me suis cassé la jambe », déclara-t-il boiteusement."",""run"":""gpt_single""}]"
67	"[{""id"":29382,""pun"":""« Je t’avais dit de ne pas monter ce cheval ! » m’a-t-il haras-sellé."",""run"":""gpt_single""}]"
68	"[{""id"":12703,""pun"":""« Premier sur l’Everest », se vantait-il : un humour très Hillaryant."",""run"":""gpt_single""}]"
69	"[{""id"":62529,""pun"":""« J’ai oublié le nom de ce jeu de cartes », soupira-t-il tristement… ou plutôt whistement."",""run"":""gpt_single""}]"
70	"[{""id"":28512,""pun"":""Je ne finirai pas cinquième : je passe la quatrième, en avant toute !"",""run"":""gpt_single""}]"
71	"[{""id"":21900,""pun"":""« Je ne dirai rien sur mes glandes salivaires », a-t-il murmuré sécrètement."",""run"":""gpt_single""}]"
72	"[{""id"":29203,""pun"":""« Je fais brûler de l’encens », dit le moine, encensé par la critique."",""run"":""gpt_single""}]"
73	"[{""id"":99486,""pun"":""À mi-pente, l’alpiniste a sorti une saillie."",""run"":""gpt_single""}]"
74	"[{""id"":30320,""pun"":""« Je ne suis qu’un soldat privé de grade », confia-t-il en privé."",""run"":""gpt_single""}]"
75	"[{""id"":27814,""pun"":""« Je vais juste te passer les menottes », dit-il d’un ton moins maniaque que menottiaque."",""run"":""gpt_single""}]"
76	"[{""id"":30837,""pun"":""« Je suis dans ce livre », dit-il, content du contenu."",""run"":""gpt_single""}]"
77	"[{""id"":16916,""pun"":""« Je suis l’aide-boucher », dit-il d’un ton tranchant."",""run"":""gpt_single""}]"
78	"[{""id"":25953,""pun"":""En salle d’attente, je reste patient : c’est écrit sur ma fiche."",""run"":""gpt_single""}]"
79	"[{""id"":62504,""pun"":""Un Russe pressé ne court pas : il se rue."",""run"":""gpt_single""}]"
80	"[{""id"":32527,""pun"":""« Bach, dans les Brandebourgeois, a vraiment du chien », a-t-il aboyé."",""run"":""gpt_single""}]"
81	"[{""id"":75131,""pun"":""Au Festival de Cannes, je ne suis pas touriste : je suis cannoisseur."",""run"":""gpt_single""}]"
82	"[{""id"":58062,""pun"":""« J’ai pris quinze kilos, et ça me pèse », soupira-t-il lourdement."",""run"":""gpt_single""}]"
83	"[{""id"":81917,""pun"":""« J’ai rejoint la Marine », dit-il avant de prendre le large."",""run"":""gpt_single""}]"
84	"[{""id"":33531,""pun"":""« J’ai posté la lettre », a-t-il assenti — normal, il avait vraiment senti le timbre passer."",""run"":""gpt_single""}]"
85	"[{""id"":17826,""pun"":""« Je me suis planté une épingle dans le nez », dit-il à point nommé."",""run"":""gpt_single""}]"
86	"[{""id"":39406,""pun"":""« Si je lâche le plafond, il s’effondre », a-t-il maintenu."",""run"":""gpt_single""}]"
87	"[{""id"":36802,""pun"":""« L’ampère, c’est l’unité du courant », répondit-il ampèrement."",""run"":""gpt_single""}]"
88	"[{""id"":27723,""pun"":""« C’est un paramètre effectif, pas formel », a-t-il tranché — et sur ce point, il était formel."",""run"":""gpt_single""}]"
89	"[{""id"":48322,""pun"":""« Ce n’est qu’une feuille d’or », jura le doreur ; coupablement, le coupable ment."",""run"":""gpt_single""}]"
90	"[{""id"":34844,""pun"":""« C’est mon magnétisme personnel », dit-il fer-oniquement."",""run"":""gpt_single""}]"
91	"[{""id"":24170,""pun"":""« C’est le quotient de deux entiers », expliqua-t-il très rationnellement."",""run"":""gpt_single""}]"
92	"[{""id"":12042,""pun"":""« Et si on prenait des vacances à Nice ? » proposa-t-il très niçoisement."",""run"":""gpt_single""}]"
93	"[{""id"":12445,""pun"":""« Mon crayon est émoussé », dit-il sans pointe."",""run"":""gpt_single""}]"
94	"[{""id"":47369,""pun"":""« Maintenant, je peux faire ça en deux coups de pinceau », dit le peintre."",""run"":""gpt_single""}]"
95	"[{""id"":36448,""pun"":""« Il était une fois une belle princesse… », commença-t-il Grimmement."",""run"":""gpt_single""}]"
96	"[{""id"":46342,""pun"":""« C’est fort possible », dit-il de toutes ses forces."",""run"":""gpt_single""}]"
97	"[{""id"":66056,""pun"":""Avant le rail, le seul coach qu’on prenait, c’était le coche."",""run"":""gpt_single""}]"
98	"[{""id"":58543,""pun"":""« Elle pilote même son Learjet », dit-il, l’air de la lorgner."",""run"":""gpt_single""}]"
99	"[{""id"":11497,""pun"":""« La porte est entrouverte », dit-il ouvertement."",""run"":""gpt_single""}]"
100	"[{""id"":82578,""pun"":""« Le tape-cul est à l’envers », lança-t-il d’un ton osé… ou plutôt saucé."",""run"":""gpt_single""}]"
