id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
2319	Old horse stables do die but they can always be barn again				barn	homophonic	['stable', 'outhouse', 'shed', 'livestock building']	['born', 'reincarnated', 'birthed', 'brought into existence']	né	"['grange', 'étable', 'hangar', ""bâtiment d'élevage""]"	['né', 'réincarné', 'mis au monde', 'mis au jour']	born	['barn', 'stable', 'shed', 'livestock building']	['born', 'reincarnated', 'brought into the world', 'brought to light']
2320	Old housewives never die, they just wash away.				wash	homographic	['clean', 'scrub', 'launder', 'rinse']	['fade', 'erode', 'wither', 'pass away']	laver	['nettoyer', 'frotter', 'blanchir', 'rincer']	['décolorer', 'éroder', 'se faner', 'disparaître']	wash	['clean', 'scrub', 'whiten', 'rinse']	['faded', 'erode', 'wither', 'disappear']
2321	Old hypochondriacs never die they just lose their grippe.				grippe	homophonic	['grasp', 'hold', 'clutch', 'grip']	['influenza', 'flu', 'fever', 'grippe']	grippe	['saisir', 'tenir', 'agripper', 'prise']	['influenza', 'grippe', 'fièvre', 'état grippal']	flu	['seize', 'hold', 'grab', 'grip']	['influenza', 'flu', 'fever', 'flu-like state']
2322	Old interpreters (for the deaf) never die, they just sign off.				sign off	homographic	['conclude', 'finish', 'end a broadcast', 'stop working']	['use sign language', 'gesticulate', 'manual communication', 'hand signals']	signer	['conclure', 'terminer', 'mettre fin à une émission', 'arrêter de travailler']	['utiliser la langue des signes', 'gesticuler', 'communication manuelle', 'signaux manuels']	sign	['conclude', 'finish', 'end a broadcast', 'stop working']	['use sign language', 'gesticulate', 'manual communication', 'hand signals']
2323	Old investors never die they just roll over.				roll over	homographic	['die', 'expire', 'become inactive', 'turn over in a grave']	['reinvest', 'transfer funds', 'extend a loan', 'defer taxes']	renouveler	['mourir', 'expirer', 'devenir inactif', 'se retourner dans sa tombe']	['réinvestir', 'transférer des fonds', 'prolonger un prêt', 'reporter des impôts']	renew	"['die', 'expire', 'become inactive', ""turn over in one's grave""]"	['reinvest', 'transfer funds', 'extend a loan', 'defer taxes']
2324	Old janitors never die they just get swept up.				swept	homographic	['cleaned', 'brushed', 'broomed', 'tidied']	['carried away', 'removed', 'cleared away', 'disposed of']	balayé	['nettoyé', 'brossé', 'passé le balai', 'rangé']	['emporté', 'enlevé', 'débarrassé', 'éliminé']	swept	['cleaned', 'brushed', 'swept with a broom', 'tidied up']	['carried away', 'removed', 'cleared away', 'eliminated']
2325	Old judges never die, they just cease to try				try	homographic	['preside over a trial', 'adjudicate', 'judge']	['attempt', 'strive', 'make an effort']	juger	['présider un procès', 'statuer', 'juger']	"['tenter', ""s'efforcer"", 'faire un effort']"	judge	['preside over a trial', 'rule', 'judge']	['try', 'strive', 'make an effort']
2326	Old judges never die, they just slur their sentences				sentences	homographic	['judgments', 'verdicts', 'rulings', 'decrees']	['utterances', 'phrases', 'statements', 'strings of words']	phrases	['jugements', 'verdicts', 'décisions', 'décrets']	['énoncés', 'phrases', 'déclarations', 'suites de mots']	sentences	['judgments', 'verdicts', 'decisions', 'decrees']	['statements', 'sentences', 'declarations', 'strings of words']
2327	Old kentucky fried chicken franchisers never die, they just chicken out.				chicken	homographic	['poultry', 'fowl', 'fried chicken', 'meat']	['withdraw', 'be cowardly', 'back out', 'lose nerve']	poulet	['volaille', 'oiseau de basse-cour', 'poulet frit', 'viande']	['se dégonfler', 'être lâche', 'faire marche arrière', 'perdre son sang-froid']	chicken	['poultry', 'farmyard bird', 'fried chicken', 'meat']	"['to chicken out', 'to be cowardly', 'to back down', ""to lose one's nerve""]"
2328	Old key punch operators never die they just punch out.				punch out	homographic	['stamp', 'perforate', 'cut holes']	['clock out', 'finish work', 'leave']	poinçonner	['timbrer', 'perforer', 'percer des trous']	['pointer', 'finir le travail', 'partir']	punch	['stamp', 'perforate', 'drill holes']	['clock in', 'finish work', 'leave']
2329	Old kings never die they just get throne away				throne	homophonic	['throne', 'royal seat', 'sovereignty']	['thrown', 'tossed', 'discarded', 'cast']	trône	['trône', 'siège royal', 'souveraineté']	['jeté', 'lancé', 'mis au rebut', 'projeté']	throne	['throne', 'royal seat', 'sovereignty']	['thrown', 'launched', 'discarded', 'projected']
2330	Old landscapers never die, they just get weeded out.				weeded	homographic	['culled', 'removed', 'eliminated', 'filtered']	['uprooted', 'gardened', 'cleared of weeds', 'tilled']	désherbé	['trié', 'supprimé', 'éliminé', 'filtré']	['déraciné', 'jardiné', 'nettoyé des mauvaises herbes', 'labouré']	weeded	['sorted', 'deleted', 'eliminated', 'filtered']	['uprooted', 'gardened', 'cleaned of weeds', 'plowed']
2331	Old laundry workers never die, they just are decreased.				decreased	homophonic	['deceased', 'dead', 'lifeless', 'departed']	['shrunken', 'unwrinkled', 'flattened', 'ironed', 'reduced']	décrue	['décédé', 'mort', 'sans vie', 'disparu']	['rétréci', 'défroissé', 'aplati', 'repassé', 'réduit']	subsidence	['deceased', 'dead', 'lifeless', 'passed away']	['shrunk', 'un-creased', 'flattened', 'ironed', 'reduced']
2332	Old lawn care workers never die, they just recede.				recede	homophonic	['withdraw', 'retreat', 'ebb', 'move back', 'subside']	['reseed', 'plant again', 'sow again', 'replant']	reculer	['se retirer', 'battre en retraite', 'reflux', 'reculer', 'diminuer']	['ressemer', 'replanter', 'semer à nouveau', 'replanter']	recoil	['to withdraw', 'to retreat', 'ebb', 'to move back', 'to decrease']	['to resow', 'to replant', 'to sow again', 'to replant']
2333	Old lawyers never die they just lose their judgment.				judgment	homographic	['discernment', 'wisdom', 'common sense', 'acuity']	['legal ruling', 'verdict', 'judicial decision', 'decree']	jugement	['discernement', 'sagesse', 'bon sens', 'acuité']	['sentence', 'verdict', 'décision judiciaire', 'décret']	judgment	['discernment', 'wisdom', 'common sense', 'acuity']	['sentence', 'verdict', 'judicial decision', 'decree']
2334	Old librarians never die, they just check out.				check out	homographic	['borrow a book', 'register a loan', 'scan items']	['die', 'pass away', 'depart', 'exit']	passer	['emprunter un livre', 'enregistrer un prêt', 'scanner des articles']	"['mourir', ""s'éteindre"", 'partir', 'trépasser']"	pass	['borrow a book', 'record a loan', 'scan items']	['die', 'pass away', 'leave', 'pass on']
2335	Old librarians never die, they just lose their circulation.				circulation	homographic	['blood flow', 'clotting', 'physiological movement']	['book borrowing', 'distribution', 'lending status', 'library usage']	circulation	['flux sanguin', 'coagulation', 'mouvement physiologique']	['emprunt de livres', 'distribution', 'statut de prêt', 'utilisation de la bibliothèque']	circulation	['blood flow', 'coagulation', 'physiological movement']	['book borrowing', 'distribution', 'loan status', 'library usage']
2336	Old locomotive engineers, never die, they just get derailed				derailed	homographic	['crashed', 'off-track', 'capsized']	['deceased', 'finished', 'fallen']	déraillé	['accidenté', 'hors-piste', 'chaviré']	['décédé', 'fini', 'tombé']	derailed	['damaged', 'off-track', 'capsized']	['deceased', 'finished', 'fallen']
2337	Old logicians never die, they just vacate the premises.				premises	homographic	['propositions', 'assumptions', 'theses', 'postulates', 'logical bases']	['buildings', 'property', 'grounds', 'facilities', 'real estate']	prémisses	['propositions', 'hypothèses', 'thèses', 'postulats', 'bases logiques']	['bâtiments', 'propriété', 'terrains', 'installations', 'immobilier']	premises	['propositions', 'hypotheses', 'theses', 'postulates', 'logical bases']	['buildings', 'property', 'grounds', 'facilities', 'real estate']
2338	Old lumberjacks never die, they just split.				split	homographic	['leave', 'depart', 'exit', 'vacate']	['cleave', 'divide', 'separate', 'chop']	fendre	"['partir', ""s'en aller"", 'sortir', 'quitter']"	['fendre', 'diviser', 'séparer', 'trancher']	split	['leave', 'go away', 'exit', 'quit']	['split', 'divide', 'separate', 'slice']
2339	Old magicians never die they just disappear.				disappear	homographic	['vanish', 'dematerialize', 'evanesce']	['pass away', 'cease to exist', 'perish']	disparaitre	"[""s'évanouir"", 'se dématérialiser', ""s'évaporer""]"	"[""s'éteindre"", ""cesser d'exister"", 'périr']"	disappear	['faint', 'dematerialize', 'evaporate']	['go out', 'cease to exist', 'perish']
2340	Old math professors never die, they just use strange expressions.				expressions	homographic	['phrases', 'utterances', 'idioms', 'verbalizations']	['mathematical formulas', 'equations', 'notations', 'functions']	expressions	['phrases', 'locutions', 'idiotismes', 'verbalisations']	['formules mathématiques', 'équations', 'notations', 'fonctions']	expressions	['phrases', 'locutions', 'idioms', 'verbalizations']	['mathematical formulas', 'equations', 'notations', 'functions']
2341	Old mathematicians never die, they just go off on a tangent				tangent	homographic	['trigonometric function', 'ratio', 'geometry', 'math concept']	['digression', 'deviation', 'side issue', 'wandering off topic']	tangente	['fonction trigonométrique', 'rapport', 'géométrie', 'concept mathématique']	"['digression', 'déviation', 'question annexe', ""s'écarter du sujet""]"	tangent	['trigonometric function', 'ratio', 'geometry', 'mathematical concept']	['digression', 'deviation', 'annex question', 'straying from the subject']
2342	Old mathematicians never die, they just lose some functions.				functions	homographic	['mathematical relations', 'operations', 'variables', 'equations']	['bodily capabilities', 'faculties', 'physiological processes', 'physical abilities']	fonctions	['relations mathématiques', 'opérations', 'variables', 'équations']	['capacités corporelles', 'facultés', 'processus physiologiques', 'aptitudes physiques']	functions	['mathematical relations', 'operations', 'variables', 'equations']	['bodily capacities', 'faculties', 'physiological processes', 'physical aptitudes']
2343	Old mechanics never die they just retire				retire	homographic	['cease to work', 'stop working', 'withdraw', 'pension off']	['replace tires', 'fit new wheels', 'put on new rubber', 're-tire']	retraite	['cesser de travailler', 'arrêter de travailler', 'se retirer', 'mettre à la retraite']	['remplacer les pneus', 'installer de nouvelles roues', 'mettre du caoutchouc neuf', 're-pneuter']	retirement	['stop working', 'retire from work', 'withdraw', 'put into retirement']	['replace the tires', 'install new wheels', 'put on new rubber', 're-tire']
2344	Old mediums never die, they just lose their spirits.				spirits	homographic	['ghosts', 'apparitions', 'phantoms', 'specters']	['enthusiasm', 'vitality', 'energy', 'willpower']	esprits	['fantômes', 'apparitions', 'phantômes', 'spectres']	['enthousiasme', 'vitalité', 'énergie', 'volonté']	spirits	['ghosts', 'apparitions', 'phantoms', 'specters']	['enthusiasm', 'vitality', 'energy', 'will']
2345	Old meteorologists never die, they just get under the weather.				weather	homographic	['climate', 'meteorological conditions', 'atmospheric state']	['ill', 'sick', 'ailing', 'unwell', 'buried']	le temps	"['le climat', 'les conditions météorologiques', ""l'état de l'atmosphère""]"	['malade', 'souffrant', 'indisposé', 'pas dans son assiette', 'enterré']	time/weather	['the climate', 'the weather conditions', 'the state of the atmosphere']	['sick', 'suffering', 'unwell', 'under the weather', 'buried']
2346	Old miners never die, they just lose their veins.				veins	homophonic	['mineral deposits', 'lodes', 'seams', 'ore channels']	['blood vessels', 'vanes', 'vain', 'arteries']	veines	['gisements minéraux', 'filons', 'couches', 'veines de minerai']	['vaisseaux sanguins', 'vannes', 'vain', 'artères']	veins	['mineral deposits', 'lodes', 'seams', 'ore veins']	['blood vessels', 'valves', 'vain', 'arteries']
2347	Old moonshiners never die, they just keep still.				still	homographic	['motionless', 'stationary', 'unmoving', 'quiet', 'silent']	['distillery', 'apparatus', 'moonshine-maker', 'alembic']	alambic	['immobile', 'stationnaire', 'fixe', 'calme', 'silencieux']	"['distillerie', 'appareil', ""producteur d'alcool de contrebande"", 'alambic']"	still	['motionless', 'stationary', 'fixed', 'calm', 'silent']	['distillery', 'apparatus', 'bootlegger', 'alambic']
2348	Old mufflers never die they just get exhausted.				exhausted	homographic	['tired', 'fatigued', 'worn out', 'drained']	['expelled gases', 'released fumes', 'vented']	épuisé	['fatigué', 'éreinté', 'exténué', 'vidé']	['gaz d’échappement expulsés', 'fumées rejetées', 'évacué']	exhausted	['tired', 'worn out', 'extenuated', 'drained']	['exhaust gases expelled', 'emitted fumes', 'evacuated']
2349	Old musicians never die they just get played out.				played out	homographic	['exhausted', 'worn out', 'tired', 'obsolete', 'overused']	['performed', 'rendered musically', 'strummed', 'bowed']	épuisé	['épuisé', 'usé', 'fatigué', 'obsolète', 'surutilisé']	['interprété', 'joué musicalement', 'gratté', 'joué avec un archet']	exhausted	['exhausted', 'worn out', 'tired', 'obsolete', 'overused']	['performed', 'played musically', 'strummed', 'played with a bow']
2350	Old nitpickers never die, they just feel lousy.				lousy	homographic	['unpleasant', 'awful', 'bad', 'miserable', 'terrible']	['lice-infested', 'pediculous', 'crawling with lice']	minable	['désagréable', 'affreux', 'mauvais', 'misérable', 'terrible']	['infesté de poux', 'pédiculé', 'grouillant de poux']	pathetic	['unpleasant', 'awful', 'bad', 'miserable', 'terrible']	['infested with lice', 'pediculated', 'crawling with lice']
2351	Old number theorists never die, they just get past their prime.				prime	homographic	['peak', 'best years', 'height', 'zenith']	['prime number', 'indivisible', 'numerical value', 'integer']	prime	['apogée', 'meilleures années', 'sommet', 'zénith']	['nombre premier', 'indivisible', 'valeur numérique', 'entier']	prime	['heyday', 'best years', 'summit', 'zenith']	['prime number', 'indivisible', 'numerical value', 'integer']
2352	Old organists never die, they just come to a stop.				stop	homographic	['cease', 'halt', 'end', 'finish', 'terminate']	['organ knob', 'register', 'rank of pipes', 'pull', 'tab']	arrêt	['cesser', 'halte', 'fin', 'terminer', 'interrompre']	"[""jeu d'orgue"", 'registre', 'rang de tuyaux', 'tirant', 'bouton']"	stop	['cease', 'halt', 'end', 'finish', 'interrupt']	['organ stop', 'register', 'rank of pipes', 'stop knob', 'button']
2353	Old pacifists never die they just go to peaces.				peaces	homophonic	['tranquility', 'serenity', 'harmony', 'peace']	['fragments', 'shards', 'bits', 'pieces']	paix	['tranquillité', 'sérénité', 'harmonie', 'paix']	['fragments', 'éclats', 'morceaux', 'pièces']	peace	['tranquility', 'serenity', 'harmony', 'peace']	['fragments', 'shards', 'chunks', 'pieces']
2354	Old painters never die they just get plastered.				plastered	homographic	['covered with plaster', 'coated', 'rendered']	['drunk', 'intoxicated', 'inebriated']	plâtré	['recouvert de plâtre', 'enduit', 'crépi']	['ivre', 'saoul', 'enivré']	plastered	['covered in plaster', 'coated', 'rendered']	['drunk', 'inebriated', 'intoxicated']
2355	Old philosophers never die, they just retire to their own premises.				premises	homographic	['assumptions', 'propositions', 'theses', 'logical bases', 'postulates']	['property', 'grounds', 'buildings', 'land', 'estate']	prémisses	['hypothèses', 'propositions', 'thèses', 'bases logiques', 'postulats']	['propriété', 'lieux', 'bâtiments', 'terrain', 'domaine']	premises	['hypotheses', 'propositions', 'theses', 'logical bases', 'postulates']	['property', 'locations', 'buildings', 'grounds', 'domain']
2356	Old photographers never die they just stop developing.				developing	homographic	['maturing', 'growing', 'evolving']	['processing film', 'printing photos', 'chemical treatment']	développement	['mûrir', 'grandir', 'évoluer']	['développement de pellicule', 'tirage de photos', 'traitement chimique']	development	['maturing', 'growing', 'evolving']	['film processing', 'photo printing', 'chemical treatment']
2357	Old photographers never die, they just lose their focus.				focus	homographic	['clarity', 'sharpness', 'focal point']	['concentration', 'attention', 'mental priority']	focus	['clarté', 'netteté', 'point focal']	['concentration', 'attention', 'priorité mentale']	focus	['clarity', 'sharpness', 'focal point']	['concentration', 'attention', 'mental priority']
2358	Old pickpockets never die, they just steal away.				steal	homophonic	['thieve', 'pilfer', 'rob', 'purloin']	['steel', 'sneak', 'slip', 'creep', 'tiptoe']	voler	['dérober', 'chaparder', 'voler', 'piller']	['acier', 'se glisser', 'se faufiler', 'ramper', 'marcher sur la pointe des pieds']	steal	['rob', 'filch', 'steal', 'plunder']	['steel', 'to slip', 'to sneak', 'to crawl', 'to walk on tiptoe']
2359	Old pilots never die they just go to a higher plane.				plane	homographic	['aircraft', 'airplane', 'jet', 'aeroplane']	['level', 'dimension', 'plateau', 'realm']	avion	['aéronef', 'avion', 'jet', 'aéroplane']	['niveau', 'dimension', 'plateau', 'domaine']	plane	['aircraft', 'plane', 'jet', 'aeroplane']	['level', 'dimension', 'plateau', 'domain']
2360	Old pilots never die they just take off.				take off	homographic	['depart', 'become airborne', 'lift off', 'soar']	['pass away', 'expire', 'be removed', 'leave this life']	décoller	"['partir', ""s'envoler"", 'quitter le sol', 'monter en flèche']"	"[""passer l'arme à gauche"", 'expirer', 'être retiré', 'quitter cette vie']"	take off	['leave', 'fly off', 'leave the ground', 'soar']	['kick the bucket', 'expire', 'be removed', 'leave this life']
2361	Old pilots never die, they just buzz off.				buzz off	homographic	['leave', 'depart', 'go away']	['fly a plane low', 'engine noise', 'drone']	déguerpir	"['partir', ""s'en aller"", ""s'en aller""]"	['voler à basse altitude', 'bruit de moteur', 'bourdonner']	scram	['leave', 'go away', 'depart']	['fly at low altitude', 'engine noise', 'buzz']
2362	Old pilots never die, they just get more turbulent.				turbulent	homographic	['unstable', 'unsteady', 'bumpy', 'jarring', 'choppy']	['unruly', 'disorderly', 'rambunctious', 'agitated', 'rowdy']	turbulent	['instable', 'vacillant', 'mouvementé', 'saccadé', 'agité']	['indiscipliné', 'désordonné', 'turbulent', 'agité', 'chahuteur']	turbulent	['unstable', 'unsteady', 'eventful', 'jerky', 'restless']	['unruly', 'disorderly', 'turbulent', 'agitated', 'rowdy']
2363	Old pineapple growers never die, they just get on the dole.				dole	homographic	['unemployment benefits', 'welfare', 'government assistance', 'the subsist']	['brand of pineapple', 'fruit company', 'canned fruit', 'plantation owner of Dole Food Company']	dole	['allocations chômage', 'aide sociale', 'assistance gouvernementale', 'le minimum vital']	"[""marque d'ananas"", 'entreprise fruitière', 'fruits en conserve', 'propriétaire de la plantation Dole Food Company']"	dole	['unemployment benefits', 'social welfare', 'government assistance', 'the living wage']	['pineapple brand', 'fruit company', 'canned fruit', 'owner of the Dole Food Company plantation']
2364	Old plagiarists never die, they just steal away.				steal	homophonic	['plagiarize', 'copy', 'theft', 'appropriate', 'pirate', 'steal']	['depart', 'leave', 'sneak', 'slip', 'steel', 'withdraw']	voler	"['plagier', 'copier', 'vol', ""s'approprier"", 'pirater', 'dérober']"	['partir', 'quitter', 'se faufiler', 'glisser', 'acier', 'se retirer']	steal/fly	['plagiarize', 'copy', 'theft', 'appropriate', 'pirate', 'steal']	['leave', 'quit', 'sneak', 'glide', 'steel', 'withdraw']
2365	Old planets never die, they just lose their attraction.				attraction	homographic	['gravitational pull', 'magnetism', 'gravity']	['appeal', 'allure', 'charm', 'fascination']	attraction	['force gravitationnelle', 'magnétisme', 'gravité']	['attrait', 'allure', 'charme', 'fascination']	attraction	['gravitational force', 'magnetism', 'gravity']	['appeal', 'allure', 'charm', 'fascination']
2366	Old plumbers never die, they just pipe down.				pipe down	homographic	['become quiet', 'shush', 'stop talking', 'silence']	['plumbing work', 'installing conduits', 'laying pipes', 'drainage maintenance']	la fermer	['se taire', 'chut', 'arrêter de parler', 'silence']	['travaux de plomberie', 'installation de conduits', 'pose de canalisations', 'entretien du drainage']	shut it / pipe down	['be quiet', 'hush', 'stop talking', 'silence']	['plumbing work', 'conduit installation', 'laying pipes', 'drainage maintenance']
2367	Old poker players never die, they are just discarded.				discarded	homographic	['rejected', 'abandoned', 'thrown away', 'cast aside']	['removed a card from a hand', 'played a card of a non-trump suit', 'put in the muck']	écarté	['rejeté', 'abandonné', 'jeté', 'mis de côté']	"[""retiré une carte d'une main"", ""joué une carte d'une couleur qui n'est pas de l'atout"", 'mis au talon']"	discarded	['rejected', 'abandoned', 'thrown away', 'set aside']	['removed a card from a hand', 'played a card of a non-trump suit', 'put in the discard pile']
2368	Old politicians never die, they just harangue in there.				harangue	homophonic	['hang', 'linger', 'persist', 'remain']	['harangue', 'rant', 'lecture', 'pontificate', 'declaim']	harangue	['pendre', 'traîner', 'persister', 'rester']	['harangue', 'discours', 'sermonner', 'pontifier', 'déclamer']	harangue	['hang', 'drag', 'persist', 'stay']	['harangue', 'speech', 'lecture', 'pontificate', 'declaim']
2369	Old presidents never die, they just go through their cabinets				cabinets	homographic	['advisors', 'ministers', 'councils', 'executive bodies']	['cupboards', 'closets', 'storage units', 'furniture']	cabinets	['conseillers', 'ministres', 'conseils', 'organes exécutifs']	['placards', 'armoires', 'meubles de rangement', 'meubles']	cabinets	['advisors', 'ministers', 'councils', 'executive bodies']	['cupboards', 'wardrobes', 'storage units', 'furniture']
2370	Old principals never die they just lose their faculties.				faculties	homographic	['mental powers', 'capabilities', 'intellect', 'senses']	['staff', 'teachers', 'educators', 'academic departments']	facultés	['pouvoirs mentaux', 'capacités', 'intellect', 'sens']	['personnel enseignant', 'professeurs', 'éducateurs', 'départements académiques']	faculties	['mental powers', 'capacities', 'intellect', 'senses']	['teaching staff', 'professors', 'educators', 'academic departments']
