id_en	text_fr	id	location
en_116	["L'astronaute a affirmé avoir découvert une nouvelle étoile, mais personne ne l'a pris au Sirius.", 'Quelle est la boisson énergisante préférée des extraterrestres ? Alpha Centaurine', "L'astronaute a fait une déclaration sur une étoile bien connue, et ce n'était pas un mentar.", 'En découvrant cette nouvelle étoile, la Russie fit Dombay la chemise.', "L'astronaute a fait une déclaration sur une étoile bien connue, mais ça n'a pas perse."]	['fr_16831', 'fr_14879', 'fr_4211']	['Sirius', 'mentar', 'Dombay']
en_1160	["La robe en satin était parfaite. Les deux nœud-nœuds de chaque côté de la mariée n'ont fait que l'embellir."]	['fr_13917']	['nœud-nœuds']
en_1169	['Les vieux PROFESSEURS ne meurent jamais, ils perdent juste leur classe.', 'Les vieux profs ne meurent jamais, ils perdent juste leur classe.', 'LES VIEUX PROFESSEURS ne meurent jamais, ils perdent juste leur classe.']	[]	[]
en_1171	['Pasteur était en train de bouillir à propos de ne pas être invité.', 'Pasteur bouillait de ne pas avoir été invité.', "Le cur de Pasteur s'est bouilli à la suite de son refus d'être invité."]	[]	[]
en_1176	['Parfois, un taille-crayon est nécessaire pour faire un bon point.', 'Il y a des moments où un outil de pointage est nécessaire pour faire une bonne pointe.']	['fr_12123']	['faire une bonne pointe']
en_1178	['Les cuisiniers ont beaucoup de piment dans leur vie.']	[]	[]
en_1181	["Les vieux élagueurs ne meurent pas, ils s'enracinent.", 'Les vieux chirurgiens spécialistes des arbres ne meurent pas, mais ils perdent leurs racines.', 'Les garde forestiers ne meurent jamais, ils sont juste déracinés.', 'Un arboriculteur ne meurt pas, il est déraciné.', 'Les vieux élagueurs ne meurent jamais, ils changent de pays et sont déracinés.', 'Les médecins des arbres ne meurent jamais, ils sont juste déracinés.', 'Un élagueur ne meurt jamais, seulement, on le débranche.']	['fr_7651', 'fr_949', 'fr_15437']	['déraciné', 'déracinés', 'débranche']
en_1184	["Le mannequin a avoué que son travail du jour devait sûrement être bâclé, il n'avait fait aucune pose"]	[]	[]
en_1195	["Un plombier, ça ne meurt pas, ça évacue, c'est tout.", 'Un vieux plombier ne meurt jamais, seulement, ils devient un peu bouché.', "Les vieux plombiers ne meurent jamais, c'est juste qu'ils ne sont plus bien tuyautés.", 'Les vieux plombiers ne meurent jamais mais ils ont souvent des ennuis de tuyauterie.', 'Les vieux plombiers ne meurent jamais, ils deviennent juste siphonnés.', 'Les plombiers ne meurent pas, seulement, ils peuvent avoir des fuites.']	['fr_14309']	['tuyauté']
en_1204	['Les chats, en en Afrique du Sud, ont toujours trouvé un gnou pour s’asseoir.', "En Iran, ils n'aiment pas les chiens ; là-bas, c'est le Shah qui est roi."]	[]	[]
en_1210	["Le gardien d'un grand cimetière était important parce qu'il avait 5000 personnes sous lui.", "Le jardinier d'un grand cimetière était important parce qu'il comptait 5 000 personnes sous lui.", "Le gardien de terrain d'un grand cimetière était important parce qu'il avait 5000 personnes sous lui."]	['fr_11183', 'fr_16639']	['ne se donnait pas les moyens', 'sous']
en_1211	['Un petit garçon appelait son père qui faisait des ballons "pop".']	['fr_9670']	['pop']
en_1223	['Castre ton chien, mieux vaut prévenir que courir après des chiots.', 'Fais châtrer ton chien, mieux vaut prévenir que maudire.', "Stérilisez vos toutous : un chien vaut mieux que deux tu l'auras", "Faites stériliser votre animal : un chien vaut mieux que cinq tu n'auras.", "Stérilisez vos animaux de compagnie: un peu de prévoyance vaut mieux qu'une portée de responsabilités.", "J'aurais dû te prévenir plus tôt de castrer ton chien, mais mieux vaut bâtard que jamais."]	['fr_5004', 'fr_9211']	['mieux vaut prévenir que maudire', 'bâtard']
en_1227	["Il m'a recommandé le restaurant et il m'a dit qu'il n'avait pas de réservation."]	[]	[]
en_1231	["Le mortician tardait à dîner parce qu'il était enterré dans son travail."]	['fr_7311']	['enterré']
en_1232	['Les vieux recenseurs ne meurent jamais, mais ils ne ressentent plus rien.']	[]	[]
en_1233	['La classe a visité un abattoir, ils sont revenus abattus.']	['fr_13161']	['abattus']
en_1248	["Non le pilote n'est pas devenu fou, il traverse simplement une période de turbulences.", 'Les vieux pilotes ne meurent jamais, ils gagnent juste en turbulence', 'Un pilote ne meurt jamais, seulement, il traverse des zone trous de mémoire.', 'Un pilote ne meurt pas, il devient turbulent.', 'Un vieux pilote ne meurt pas, il devient turbulent.', 'Les vieux pilotes ne meurent jamais, ils deviennent plus turbulents.', 'Les pilotes ne meurent pas, seulement, ils deviennent turbulents.', 'Les vieux pilotes ne meurent jamais, ils ont seulement du mal à garder les pieds sur terre.', 'Les vieux pilotes ne meurent pas, ils traversent juste quelques turbulences.', 'Les vieux pilotes ne meurent jamais, ils deviennent juste plus turbulents.', "Les pilotes vieillissant ont l'air un peu perturbés.", 'Les vieux pilotes ne meurent jamais, ils deviennent simplement plus turbulents.', 'Les vieux pilotes, au lieu de mourir, deviennent de plus en plus turbulents.', "Les vieux pilotes ne meurent jamais, ils s'envolent juste vers de nouveaux horizons.", 'Les anciens pilotes ne meurent pas, ils deviennent plus turbulents.', 'Les vieux pilotes ne meurent pas, il perdent juste la houle.', 'Les vieux pilotes ne meurent jamais, ils finissent tous dans une boîte noire.', 'Une pilote ne meurt jamais, seulement, elle a la tête dans les nuages.', 'Les anciens pilotes ne meurent pas ils deviennent juste plus turbulents.']	['fr_2234', 'fr_15847', 'fr_13042']	['air', 'turbulents', 'turbulents']
en_1249	['"Ca me hérisse les poils quand tu utilises ma brosse à dent !" s\\'écria Tom.', '"Utilise ta propre brosse à dents !", dit Tom, un poil hérissé.', '"Utilise ta propre brosse à dents", hurla Tom les poils hérissés.', '"Utilise ta propre brosse à dent !" se hérissa Tom.', '"Tu as intérêt à utiliser ta propre à dents !". La menace fit dresser les poils de Toto.', '"C’est ma brosse à dent !" Dit Tom d’un ton acariâtre.', 'Utilise ta propre brosse à dents !, dit Tom, un poil hérissé.']	['fr_5986', 'fr_14281']	['brosse à dent | hérissés', 'hérissé']
en_1252	["Ma femme a envie d'exposer de la céramique raku mais elle a peur de faire un four.", "Ma femme s'est mise à la poterie. Les chamotes sont cuites.", "Après être tombée chez le potier, ma femme à dû rembourser les dégâts. J'imagine qu'elle ne fait que payer les pots cassés.", "Ma femme m'a emmenée à un cours de potterie ce matin, mais j'étais vaseuse"]	['fr_13194']	['four']
en_1254	['"Je ne vous dirai pas quoi que ce soit sur mes glandes salivaires", dit Tom de manière secrète.', '"Je ne vous dirai rien à propos de mes glandes salivaires", dit Toto secrètement.', '"Je ne vous dirai rien de mes glandes salivaires," a dit Tom secrètement.', 'Quel est le comble pour les glandes salivaires ? De ne pas savoir garder un secret.']	['fr_14769']	['secrètement']
en_1256	["Je pense que je vais retourner à la fac, quelqu'un m'a parlé dun cours que j'ai envie de suivre. Ce n'est pas du second degré."]	[]	[]
en_1262	["Les jeunes mariés adorent passer leur lune de miel en Irelande parce qu'il y a de l'amour dans l'Eire", "L'Irlande n'a l'Eire de rien mais il n'y a patriquement que des beaux paysages !", "Les vacances en Irlande c'est ce qu'il y a de mieux pour se mettre au vert."]	['fr_14284', 'fr_10229']	["l'amour dans l'Eire", 'Eire | patriquement']
en_1269	["Qui est votre ténor opératique préféré ?''Tom a demandé plaicidement.", "Qui est votre ténor d'opéra préféré ?' demanda Tom placidement."]	[]	[]
en_1270	["Le sel a dit bonjour au poivre, c'était des salutations assaisonnées."]	['fr_1079']	['assaisonnées']
en_1271	['Le livre sur le Teflon ne contenait pas de personnages frictionnels.', 'Le livre sur le Téflon ne contenait aucun personnage de friction.']	[]	[]
en_1273	["Trois doigts étaient prêts à coopérer, mais le pouce et l'index étaient opposés.", "Trois doigts étaient d'accord de coopérer, mais le pouce et l'auriculaire s'y opposaient.", "Trois doigts sont prêts à coopérer mais le pouce et l'index s'y opposent."]	['fr_12862']	['opposaient']
en_1279	['Si vous passez trop de temps dans le café, vous serez latte pour le travail.']	['fr_9054']	['latte']
en_1282	['Dans les temps anciens, les navires de mer étaient beaucoup plus économes en carburant. Ils pouvaient parcourir des milliers de kilomètres au galion.']	[]	[]
en_1283	["Certains ont peur des vaccins, mais je sais qu'ils sont immunoffensifs", 'Certains se piquent de ne pas se faire vacciner', "Certaines personnes refusent de se faire vacciner contre la grippe, c'est atypique."]	['fr_13647']	['se piquent']
en_1294	['"Faisons comme si on était avant qu\\'il n\\'existe des trains", fit Tom avec diligence.', '"Imagine que nous sommes au temps des voitures à cheval", dit Toto avec diligence.', '"Faisons comme si nous vivions avant l\\'invention du rail", dit Tom d\\'un ton diligent.', "Faites comme si on était avant l'invention du chemin de fer, dit Tom avec entrain.", '“Faites comme si nous étions à l\\'époque précédant les chemins de fer" railla-t-il.', '"Fait comme si nous étions à l\\'époque où les trains à vapeur n\\'existaient pas", siffla Tom.', '"Fait comme si nous étions à l\\'époque d\\'avant le chemin de fer", railla Tom.', '"\\xa0imaginez que nous sommes à l\\'époque où les chemins de fer n\\'existaient pas,\\xa0" a véhiculé Tom.', '"Faites semblant que tout ça se passe avant l\\'invention des chemins de fer" diligenta Tom.', '"Fais comme si on vivait à une époque où le chemin de fer n\\'existait pas encore", charria Tom.', '"Faisons comme si nous étions au temps des Romains", charria Tom.', '"Faisons comme si les trains n\\'avaient pas encore été inventés", dit Tom avec diligence.', 'Tom nous mit sur les rails en disant: "Imaginez que nous sommes avant l\\'époque des chemins de fer".', '"Faisons comme avant l\\'invention du train" proposa Tom avec diligence', "Faites comme si le chemin de fer n'existait pas encore, dit Tom avec entrain.", '" Fais comme s’il n’y avait aucune voie ferrée\\xa0" Tom entraîne-t-il.']	['fr_8136']	['siffla']
en_1303	['les vieux principales ne meurent jamais, ils perdent juste leurs facultés.', 'Les vieux principaux ne meurent pas, ils perdent seulement leurs facultés.', 'Les vieux proviseurs ne meurent pas mais ils perdent leurs facultés.', "Un doyen d'université ne meurt pas, il perd ses facultés.", 'Les anciens directeurs ne meurent pas, ils perdent leurs facultés.', 'Les doyens ne meurent jamais, ils perdent juste leurs facultés.']	['fr_7687', 'fr_14503']	['facultés', 'facultés']
en_1305	['Les vieux cheminots ne meurent jamais, ils déraillent.', 'Les vieux RAILROADERS ne meurent jamais, ils déraillent.', 'LES VIEUX RAILROADERS ne meurent jamais, ils déraillent simplement.', 'Les vieux employés des chemins de fer ne meurent jamais, ils déraillent.']	[]	[]
en_1310	['Il a acheté un petit marteau à viande pour pouvoir casser la croûte, du poulet au sel.', "Il avait acheté une assiette à quatre coins pour pouvoir manger entre quat'zœufs.", 'Il avait acheté une assiette à quatre coins. Maintenant, tout ce qu’il mangeait était carrément bon.']	['fr_6261']	['carrément']
en_1330	['Maintenant qu’ils étaient en appartement, ils n’avaient plus besoin de tondre la pelouse, sup-herbe !', 'Ils ont déménagé en appartement pour ne plus avoir à tondre le gazon. Maintenant, ça gaze pour eux !']	['fr_6652', 'fr_7783']	['sup-herbe', 'ça gaze pour eux']
en_1335	['La gravité à tendance à rabaisser les gens.']	[]	[]
en_1345	['Le scorpion dit au désert : "À chaque fois que l\\'on se parle tu me lances des piques"', 'Le scorpion dit au désert : « Tu sais, nos conversations sont toujours si sèches ».']	['fr_245']	['piques']
en_1347	['Le métier de barbier peut être barbant.', "Pour un coiffeur, être trop occupé, c'est barbant !", 'Un barbier occupé vit toujours sur le fil du rasoir.', "Il n'y a que les barbiers zélés qui n'ont pas de poil dans la main.", "Ce coiffeur est si débordé qu'il s'en arrache les cheveux.", "Un barbier occupé n'aime pas être pris à rebrousse-poil.", 'Un barbier qui a beaucoup de travail peut avoir l’âme en peigne.', 'Un barbier bien occupé a de quoi se faire des cheveux.', 'Un barbier comique est poilant', 'Un pêcheur actif est souvent débordé.', 'Un barbier très occupé est souvent de mauvais poil.', "C'est barbant mais le métier de coiffeur conduit souvent à se faire des cheveux.", 'Un coiffeur occupé sera toujours tressé.', "Il ne manque pas d'hair ce coiffeur.", 'Ce coiffeur taciturne est du genre rébarbatif.', 'Un coiffeur débordé a de quoi se faire des cheveux blancs', 'Un coiffeur affairé a un travail de taille.', 'Un coiffeur très occupé doit souvent se couper les cheveux en quatre.', "Un coiffeur très occupé en vient parfois à s'arracher les cheveux."]	['fr_1415', 'fr_1379', 'fr_1213', 'fr_8797', 'fr_14995', 'fr_15170', 'fr_9694', 'fr_5903']	['barbant', 'sur le fil du rasoir', "l'âme en peigne", 'tressé', "d'hair", 'de taille', 'se couper les cheveux en quatre', "s'arracher les cheveux"]
en_1349	['Le porte-flingue a-visa une nouvelle porte de sortie.', 'Le sniper vise haut dans la vie.', 'Un sniper qui veut changer de carrière a-t-il de nouvelles opportunités dans le viseur?', 'Le tireur a décidé de saisir la balle au bond.', 'Le tireur visait de nouveaux objectifs.', 'Le tireur a bien des choses dans le viseur.', 'Le tireur sait cibler les opportunités', 'Le tireur a de nouvelles opportunités dans le viseur.', "Le tireur profita d'une fenêtre de tir pour s'ouvrir à de nouvelles opportunités..", 'Le tireur visait une nouvelle carrière.', 'Le tireur fit feu de tout bois.', 'Le tireur avait de nouvelles opportunités dans le viseur.', 'Le tireur visait de nouvelles opportunités', "L'homme armé tira toute cette affaire au clair.", "Le tireur décida d'avoir de nouvelles visées.", 'L’huissier a saisi de nouvelles opportunités.', "L'homme de main n'avait pas perdu pied: il sut se relancer.", "L'homme armé tira parti des nouvelles possibilités qui s'offraient à lui", 'Ce bandit armé fait feu de tout bois.', 'Ce tireur d’élite est drôlement canon.']	['fr_11501', 'fr_2285', 'fr_3614', 'fr_13659', 'fr_8656']	['vise haut', 'cibler', 'visait', 'saisi', 'perdu pied']
en_135	['Le cordonnier aime sa viande tellement cuite qu’on dirait une semelle.', 'Quelqu’un a demandé au cordonnier s’il avait vendu beaucoup de chaussures. Mais de quoi il semelle ?!', 'On a demandé au cordonnier si ses chaussures se vendaient comme des petits patins.', 'Avant de se lancer dans la vente de puits, ils faut trouver un fonds de commerce', 'Le puit demanda au maçon comment il calculait les margelles de son activité avant de lui céder son fonds.', 'On demande souvent au cordonnier s’il s’est lacet de sa profession', 'On a demandé au cordonnier combien de chaussures il avait vendu car on savait qu’il était un vendeur hors paire.', "Ce client n'arrête pas de me questionner sur mes ventes, se dit le cordonnier. De quoi il semelle ?", 'On a demandé au cordonnier combien de chaussures il vendait par semelle.']	['fr_6068', 'fr_5317']	['fond', 'semelle']
en_1350	["La légende dit que les vampires carnivores ont un talon d'hachis : ils ne sont pas bons au pieu.", 'Pour piéger un vampire carnivore, il faut lui promettre un steak saignant à coeur et lui servir à pointe.', "D'après la légende, les vampires sont faibles au pieu.", "Les légendes nous disent qu'un homme pieux peut venir à bout d'un vampire.", "Qu'y a t-il de surprenant si pour les vampires l'aïe est douloureux?", "Selon la légende, les vampires n'excellent pas au pieu.", 'Les légendes nous disent que le point faible d’un vampire carnivore c’est la caïl.', "D'après la légende, le vampire narcoleptique avait une faiblesse : le pieu."]	['fr_2227', 'fr_11659']	['pieux', 'caïl']
en_1354	['Pour devenir pilote, il faut avoir une bonne altitude.', 'Pour devenir pilote, il faut une bonne altitude.']	[]	[]
en_1355	['"J\\'enseigne dans une université," Tom professe.', 'J\\'enseigne à l\\'université", professe Tom.']	[]	[]
en_136	["Quand il y a une vente de balles de tennis, c'est premier arrivé, premier servi.", "Quand il y a des soldes sur les balles de tennis c'est premier arrivé premier servi !", "Quand il y a une vente sur des balles de tennis, c'est le premier arrivé premier servi.", "Quand il y a une vente de balles de tennis, c'est le premier arrivé, premier servi."]	[]	[]
en_1360	['Un livre intitulé "Les tendances actuelles dans la câblage de votre maison" s\\'est révélé un échec choquant.']	[]	[]
en_1364	["Du milieu du Pacifique, le survivant naufragé a trouvé son chemin jusqu'à la côte californienne uniquement par Occident."]	['fr_2441']	['Occident']
