id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt	retrieval_affordances_json	retrieval_affordance_count
2611	Recent survey revealed 6 out of 7 dwarf's aren't happy.				Happy	homographic	['Disney', 'Snow', 'White', 'Seven', 'Dwarfs', 'Bashful']	['Joyful', 'Cheerful', 'Glad', 'Content', 'Satisfied', 'Jubilant']	Joyeux	['Disney', 'Neige', 'Blanche', 'Sept', 'Nains', 'Timide']	['Heureux', 'Gai', 'Content', 'Satisfait', 'Ravi', 'Jubilant']				"[{""left"":""cette"",""right"":""Sept"",""relation"":""same_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.42,""semantic_surprise"":0.77,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.5,""overall_score"":0.7242},""export_lane"":""detached_B2_A01_DETACHED""},{""left"":""yens"",""right"":""naine"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8083,""french_naturalness"":0.42,""semantic_surprise"":0.6882,""semantic_domain_similarity"":0.7107,""pun_pivot_usability"":0.42,""overall_score"":0.6061},""export_lane"":""detached_B2_A01_DETACHED""}]"	2
2612	Rejection is all about who you no.				no	homophonic	['negative', 'refusal', 'decline', 'veto', 'forbidden', 'dissent']	['know', 'recognition', 'familiarity', 'understanding', 'awareness', 'comprehension']	non	['négatif', 'refus', 'déclin', 'veto', 'interdiction', 'dissidence']	['savoir', 'reconnaissance', 'familiarité', 'compréhension', 'conscience', 'entendement']				"[{""left"":""repût"",""right"":""refus"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8165,""french_naturalness"":0.42,""semantic_surprise"":0.6691,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6338},""export_lane"":""detached_B2_A01_DETACHED""}]"	1
2613	Relationship driven.				driven	homographic	['motivated', 'ambitious', 'focused', 'determined', 'resolute', 'persistent']	['transported', 'steered', 'conducted', 'guided', 'vehicular', 'propelled']	conduit	['motivé', 'ambitieux', 'concentré', 'déterminé', 'résolu', 'persévérant']	['transporté', 'piloté', 'mené', 'guidé', 'véhiculaire', 'propulsé']				[]	0
2614	Remarks by critiques about Back are duly noted.				Back	homographic	['spine', 'vertebrae', 'anatomy', 'lumbar', 'dorsal', 'posterior']	['return', 'previous', 'reversal', 'rearward', 'hind', 'past']	Dos	['colonne', 'vertèbres', 'anatomie', 'lombaire', 'dorsal', 'postérieur']	['retour', 'précédent', 'inversion', 'arrière', 'postérieur', 'passé']				[]	0
2615	Remembering the Mongol leader's reputation for chicanery, Marco Polo approached the palace of the khan warily.				khan	homophonic	['emperor', 'ruler', 'mongol', 'monarch', 'sovereign', 'tribal']	['cautiously', 'suspiciously', 'skeptical', 'careful', 'guarded', 'distrustful']	khan	['empereur', 'dirigeant', 'mongol', 'monarque', 'souverain', 'tribal']	['prudemment', 'soupçonneusement', 'sceptique', 'attentif', 'méfiant', 'défiant']				"[{""left"":""empereur"",""right"":""encreur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.83,""french_naturalness"":0.54,""semantic_surprise"":0.6365,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.6924},""export_lane"":""close_A_to_other""},{""left"":""empereur"",""right"":""ampleur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":4,""scores"":{""phonetic_match"":0.8149,""french_naturalness"":0.54,""semantic_surprise"":0.6282,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6788},""export_lane"":""close_A_to_other""}]"	2
2616	Rental agents offer quarters for dollars.				quarters	homographic	['housing', 'lodging', 'apartment', 'residence', 'rooms', 'dwelling']	['coin', 'currency', 'change', 'nickel', 'dime', 'cent']	quartiers	['logement', 'hébergement', 'appartement', 'résidence', 'chambres', 'demeure']	['pièce', 'monnaie', 'change', 'nickel', 'dime', 'centime']				[]	0
2617	Reported sightings of the abominable snowman are yeti to be confirmed.				yeti	homophonic	['snow', 'cryptid', 'sasquatch', 'himalaya', 'creature', 'beast']	['still', 'pending', 'future', 'ongoing', 'status', 'duration']	pas encore	['neige', 'cryphtide', 'sasquatch', 'himalaya', 'créature', 'bête']	['toujours', 'attente', 'futur', 'cours', 'statut', 'durée']				[]	0
2618	Retired teachers are classless.				classless	homographic	['students', 'classroom', 'lessons', 'school', 'education', 'grading']	['uncouth', 'unrefined', 'rude', 'vulgar', 'tasteless', 'impolite']	inélégant	['étudiants', 'classe', 'leçons', 'école', 'éducation', 'notation']	['grossier', 'vulgaire', 'impoli', 'rustre', 'commun', 'incivile']				[]	0
2619	Reveal yourself.				reveal	homophonic	['disclose', 'unveil', 'show', 'expose', 'manifest', 'divulge']	['re-veal', 'calf', 'meat', 'butcher', 'culinary', 'flesh']	révéler	['divulguer', 'dévoiler', 'montrer', 'exposer', 'manifester', 'révéler']	['re-veau', 'veau', 'viande', 'boucher', 'culinaire', 'chair']				"[{""left"":""chère"",""right"":""chair"",""relation"":""same_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.44,""semantic_surprise"":0.77,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.36,""overall_score"":0.6914},""export_lane"":""detached_A2_B01_DETACHED""}]"	1
2620	Ride with the tribe!				tribe	homographic	['clan', 'kinship', 'community', 'ancestry', 'ethnic', 'lineage']	['motorcyclist', 'biker', 'club', 'gang', 'rider', 'harley', 'subculture']	tribu	['clan', 'parenté', 'communauté', 'ascendance', 'ethnique', 'lignage']	['motard', 'biker', 'club', 'gang', 'pilote', 'harley', 'sous-culture']				[]	0
2621	Roentgen was radiating.				radiating	homographic	['emitting', 'rays', 'waves', 'energy', 'glowing', 'physics']	['smiling', 'beaming', 'happy', 'joyful', 'cheerful', 'exulting']	rayonnant	['émetteur', 'rayons', 'ondes', 'énergie', 'lumineux', 'physique']	['souriant', 'radieux', 'heureux', 'joyeux', 'enjoué', 'exultant']				"[{""left"":""voler"",""right"":""envolée"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8146,""french_naturalness"":0.42,""semantic_surprise"":0.6974,""semantic_domain_similarity"":0.6848,""pun_pivot_usability"":0.343,""overall_score"":0.5869},""export_lane"":""detached_A2_B01_DETACHED""}]"	1
2622	Rolling personality.				Rolling	homographic	['rotation', 'motion', 'kinetic', 'physical', 'revolving', 'cycle']	['dynamic', 'jovial', 'easygoing', 'adaptable', 'smooth', 'relaxed']	Roulant	['rotation', 'mouvement', 'cinétique', 'physique', 'tournant', 'cycle']	['dynamique', 'jovial', 'accommodant', 'adaptable', 'fluide', 'décontracté']				[]	0
2623	Romance isn't a science-it's a heart.				heart	homographic	['organ', 'muscle', 'blood', 'anatomy', 'cardiac', 'chest']	['emotion', 'feeling', 'spirit', 'affection', 'soul', 'passion']	cœur	['organe', 'muscle', 'sang', 'anatomie', 'cardiaque', 'poitrine']	['émotion', 'sentiment', 'esprit', 'affection', 'âme', 'passion']				"[{""left"":""affection"",""right"":""flexion"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8263,""french_naturalness"":0.54,""semantic_surprise"":0.6345,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.504,""overall_score"":0.6738},""export_lane"":""close_B_to_other""}]"	1
2624	Roofers are straightforward. You can tell what they are rafter.				rafter	homophonic	['beam', 'timber', 'joist', 'roof', 'frame', 'support']	['pursuing', 'seeking', 'following', 'desiring', 'hunting', 'tracking']	cheuron	['poutre', 'bois', 'solive', 'toit', 'charpente', 'support']	['poursuivant', 'cherchant', 'suivant', 'desirant', 'chassant', 'traquant']				"[{""left"":""brodant"",""right"":""brochant"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8041,""french_naturalness"":0.42,""semantic_surprise"":0.6933,""semantic_domain_similarity"":0.6769,""pun_pivot_usability"":0.42,""overall_score"":0.6025},""export_lane"":""detached_A2_B01_DETACHED""}]"	1
2625	Royale. A Stronger Feeling of Softness.				Royale	homophonic	['tissue', 'paper', 'absorbent', 'bathroom', 'toilet', 'hygiene']	['royal', 'monarch', 'crown', 'regal', 'sovereign', 'luxury']	Royale	['mouchoir', 'papier', 'absorbant', 'salle de bain', 'toilettes', 'hygiène']	['royal', 'monarque', 'couronne', 'régalien', 'souverain', 'luxe']				[]	0
2626	Rozes. Expect the Unexpected and enjoy.				Rozes	homophonic	['flower', 'petal', 'thorny', 'fragrant', 'blossom', 'garden']	['surname', 'brand', 'identity', 'commercial', 'label', 'person']	Roses	['fleur', 'pétale', 'épineux', 'parfumé', 'floraison', 'jardin']	['nom', 'marque', 'identité', 'commercial', 'label', 'personne']				[]	0
2627	Running around your yard for thousands of miles would be quite a feet.				feet	homophonic	['achievement', 'stunt', 'accomplishment', 'exploit', 'victory', 'effort']	['toes', 'heels', 'limbs', 'steps', 'measurement', 'pedal']	pieds	['prouesse', 'exploit', 'réussite', 'accomplissement', 'victoire', 'effort']	['orteils', 'talons', 'membres', 'pas', 'mesure', 'pédale']				[]	0
2628	Russia was slow to recover after WW2 because it kept Stalin around.				Stalin	homophonic	['dictator', 'communist', 'leader', 'soviet', 'politician', 'bolshevik']	['delaying', 'stagnating', 'pausing', 'idling', 'halting', 'waiting']	Staline	['dictateur', 'communiste', 'dirigeant', 'soviétique', 'politicien', 'bolchevique']	['temporisation', 'stagnation', 'pause', 'ralentissement', 'arrêt', 'attente']				[]	0
2629	Ryder. Keeping things moving.				Ryder	homophonic	['transportation', 'logistics', 'trucking', 'delivery', 'shipping', 'fleet']	['rider', 'passenger', 'commuter', 'traveler', 'cyclist', 'occupant']	Ryder	['transport', 'logistique', 'camionnage', 'livraison', 'expédition', 'flotte']	['passager', 'voyageur', 'cycliste', 'occupant', 'cavalier', 'usager']				"[{""left"":""voyage"",""right"":""voilage"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8413,""french_naturalness"":0.54,""semantic_surprise"":0.6993,""semantic_domain_similarity"":0.7426,""pun_pivot_usability"":0.57,""overall_score"":0.6811},""export_lane"":""close_B_to_other""}]"	1
2630	So let's let bybones be bybones.				bybones	homophonic	['begones', 'past', 'forgive', 'history', 'forget', 'obsolete']	['skeletons', 'anatomy', 'remains', 'calcium', 'structure', 'fossils']	ossements	['révolu', 'passé', 'pardonner', 'histoire', 'oublier', 'obsolète']	['squelettes', 'anatomie', 'restes', 'calcium', 'structure', 'fossiles']				[]	0
2631	Safety goggles were invented by a peripheral visionary.				peripheral visionary	homographic	['eyesight', 'retina', 'goggles', 'sight', 'vision', 'blur']	['innovation', 'foresight', 'inventor', 'genius', 'perspective', 'leader']	visionnaire périphérique	['vue', 'rétine', 'lunettes', 'regard', 'vision', 'flou']	['innovation', 'clairvoyance', 'inventeur', 'génie', 'perspective', 'dirigeant']				"[{""left"":""vision"",""right"":""vison"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8444,""french_naturalness"":0.54,""semantic_surprise"":0.6444,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.504,""overall_score"":0.6807},""export_lane"":""close_A_to_other""}]"	1
2632	Sailing is like oil drilling because they're both crewed businesses.				crewed	homophonic	['sailors', 'vessel', 'staff', 'maritime', 'deckhands', 'manning']	['unrefined', 'petroleum', 'fossil', 'natural', 'drilling', 'raw']	cru	['marins', 'vaisseau', 'personnel', 'maritime', 'pontés', 'équipage']	['non-raffiné', 'pétrole', 'fossile', 'naturel', 'forage', 'brut']				"[{""left"":""formé"",""right"":""forger"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8061,""french_naturalness"":0.42,""semantic_surprise"":0.6917,""semantic_domain_similarity"":0.6893,""pun_pivot_usability"":0.343,""overall_score"":0.5839},""export_lane"":""detached_A2_B01_DETACHED""},{""left"":""forcé"",""right"":""forger"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8014,""french_naturalness"":0.42,""semantic_surprise"":0.6891,""semantic_domain_similarity"":0.6893,""pun_pivot_usability"":0.343,""overall_score"":0.5821},""export_lane"":""detached_A2_B01_DETACHED""}]"	2
2633	Sailors like to seas opportunities.				seas	homophonic	['ocean', 'waves', 'saltwater', 'marine', 'tides', 'maritime']	['capture', 'grab', 'clutch', 'attain', 'snatch', 'hold']	mers	['océan', 'vagues', 'saumure', 'marine', 'marées', 'maritime']	['saisir', 'capturer', 'empoigner', 'atteindre', 'arracher', 'tenir']				"[{""left"":""marré"",""right"":""marées"",""relation"":""same_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.42,""semantic_surprise"":0.77,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.423,""overall_score"":0.7042},""export_lane"":""detached_B2_A01_DETACHED""},{""left"":""scout"",""right"":""soute"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8509,""french_naturalness"":0.42,""semantic_surprise"":0.731,""semantic_domain_similarity"":0.6226,""pun_pivot_usability"":0.45,""overall_score"":0.6247},""export_lane"":""detached_B2_A01_DETACHED""}]"	2
2634	Salespeople selling security equipment like to see people get alarmed.				alarmed	homographic	['security', 'sensor', 'siren', 'detection', 'protection', 'device']	['fear', 'panic', 'fright', 'shock', 'anxiety', 'distress']	alarmé	['sécurité', 'capteur', 'sirène', 'détection', 'protection', 'dispositif']	['peur', 'panique', 'effroi', 'choc', 'anxiété', 'détresse']				"[{""left"":""sécurité"",""right"":""sécurisé"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.9072,""french_naturalness"":0.54,""semantic_surprise"":0.6789,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.504,""overall_score"":0.7045},""export_lane"":""close_A_to_other""},{""left"":""capteur"",""right"":""cafteur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":5,""scores"":{""phonetic_match"":0.8337,""french_naturalness"":0.54,""semantic_surprise"":0.6386,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.6938},""export_lane"":""close_A_to_other""}]"	2
2635	Santa goes down the chimney because it soots him.				soots	homophonic	['ash', 'carbon', 'smoke', 'grime', 'fireplace', 'residue']	['fits', 'matches', 'pleases', 'satisfies', 'appropriate', 'becomes']	suies	['cendre', 'carbone', 'fumée', 'crasse', 'cheminée', 'résidu']	['convient', 'correspond', 'plaît', 'satisfait', 'approprié', 'devient']				"[{""left"":""fumeuse"",""right"":""fugueuse"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.821,""french_naturalness"":0.54,""semantic_surprise"":0.6769,""semantic_domain_similarity"":0.7938,""pun_pivot_usability"":0.57,""overall_score"":0.6765},""export_lane"":""close_A_to_other""},{""left"":""fumeuse"",""right"":""furieuse"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":5,""scores"":{""phonetic_match"":0.8034,""french_naturalness"":0.54,""semantic_surprise"":0.6672,""semantic_domain_similarity"":0.7938,""pun_pivot_usability"":0.54,""overall_score"":0.662},""export_lane"":""close_A_to_other""}]"	2
2636	Satan can't bring you down any farther than your knees.				knees	homographic	['joint', 'patella', 'leg', 'anatomy', 'bone', 'cartilage']	['prayer', 'supplication', 'worship', 'penitence', 'humility', 'devotion']	genoux	['articulation', 'rotule', 'jambe', 'anatomie', 'os', 'cartilage']	['prière', 'supplication', 'adoration', 'pénitence', 'humilité', 'dévotion']				[]	0
2637	Save the whales, he spouted.				spouted	homographic	['shouted', 'exclaimed', 'yelled', 'uttered', 'voiced', 'proclaimed']	['water', 'spray', 'blowhole', 'ocean', 'cetacean', 'liquid']	jailli	['crié', 'exclamé', 'hurlé', 'prononcé', 'exprimé', 'proclamé']	['eau', 'jet', 'évent', 'océan', 'cétacé', 'liquide']				"[{""left"":""livide"",""right"":""liquide"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8043,""french_naturalness"":0.42,""semantic_surprise"":0.6624,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6292},""export_lane"":""detached_A2_B01_DETACHED""}]"	1
2638	Saw makers losing money have to make lots of cuts.				cuts	homographic	['sawing', 'incisions', 'serration', 'blade', 'timber', 'teeth']	['budget', 'reduction', 'layoffs', 'deficit', 'finance', 'savings']	coupes	['sciage', 'incisions', 'dentelure', 'lame', 'bois', 'dents']	['budget', 'réduction', 'licenciements', 'déficit', 'finance', 'économies']				[]	0
2639	Scarecrows are always garden their patch.				garden	homophonic	['guarding', 'protecting', 'watching', 'securing', 'defending', 'vigilant']	['soil', 'plants', 'vegetables', 'cultivation', 'plot', 'agriculture']	jardin	['gardant', 'protégeant', 'surveillant', 'sécurisant', 'défendant', 'vigilant']	['sol', 'plantes', 'légumes', 'culture', 'potager', 'agriculture']				"[{""left"":""totaux"",""right"":""poteau"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8097,""french_naturalness"":0.42,""semantic_surprise"":0.7118,""semantic_domain_similarity"":0.6071,""pun_pivot_usability"":0.42,""overall_score"":0.6003},""export_lane"":""detached_A2_B01_DETACHED""},{""left"":""toto"",""right"":""poteau"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8097,""french_naturalness"":0.42,""semantic_surprise"":0.7118,""semantic_domain_similarity"":0.6071,""pun_pivot_usability"":0.42,""overall_score"":0.6003},""export_lane"":""detached_A2_B01_DETACHED""}]"	2
2640	Scientists allow us to see the sun in a different light.				light	homographic	['radiation', 'photons', 'wavelength', 'brightness', 'vision', 'spectrum']	['perspective', 'viewpoint', 'angle', 'context', 'interpretation', 'understanding']	lumière	"['rayonnement', 'photons', ""longueur d'onde"", 'luminosité', 'vision', 'spectre']"	['perspective', 'point de vue', 'angle', 'contexte', 'interprétation', 'compréhension']				"[{""left"":""vision"",""right"":""vison"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8444,""french_naturalness"":0.54,""semantic_surprise"":0.6444,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.504,""overall_score"":0.6807},""export_lane"":""close_A_to_other""}]"	1
