id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
3111	The hospital lab is recruiting. They're looking for new blood.				blood	homographic	['plasma', 'hematologic fluid', 'biological sample']	['personnel', 'recruits', 'members', 'talent']	sang	['plasma', 'liquide hématologique', 'échantillon biologique']	['personnel', 'recrues', 'membres', 'talent']	blood	['plasma', 'hematological fluid', 'biological sample']	['personnel', 'recruits', 'members', 'talent']
3112	The hostage he said couldn't stay on the phone long because he was tied up at the moment.				tied up	homographic	['busy', 'occupied', 'unavailable', 'engaged']	['bound', 'restrained', 'shackled', 'knotted']	attaché	['occupé', 'indisponible', 'engagé', 'pris']	['lié', 'entravé', 'enchaîné', 'noué']	attached	['busy', 'unavailable', 'engaged', 'taken']	['tied', 'hindered', 'chained', 'knotted']
3113	The hot dog vendor answered, with a tone quite frank.				frank	homographic	['hot dog', 'frankfurter', 'sausage', 'wiener']	['honest', 'direct', 'candid', 'straightforward']	franc	['hot-dog', 'saucisse de Francfort', 'saucisse', 'merguez']	['honnête', 'direct', 'candide', 'sincère']	frank	['hot dog', 'frankfurter', 'sausage', 'merguez']	['honest', 'direct', 'candid', 'sincere']
3114	The hotel chef was noted for his tomfoolery and his capers.				capers	homographic	['antics', 'pranks', 'stunts', 'escapades']	['pickled flower buds', 'culinary garnishes', 'condiments']	capres	['cabrioles', 'escapades', 'pitreries', 'espiègleries']	['boutons de fleurs marinés', 'garnitures culinaires', 'condiments']	capers	['capers', 'escapades', 'antics', 'mischief']	['pickled flower buds', 'culinary garnishes', 'condiments']
3115	The hotel regrets that you do not find your rooms satisfactory; I will send up our sweet manager right away.				sweet	homophonic	['kind', 'pleasant', 'amiable', 'gentle']	['suite', 'connected rooms', 'apartment', 'living quarters']	suite	['gentil', 'plaisant', 'aimable', 'doux']	['suite hôtelière', 'chambres communicantes', 'appartement', 'logement']	suite	['kind', 'pleasant', 'amiable', 'sweet']	['hotel suite', 'connecting rooms', 'apartment', 'lodging']
3116	The humorist's favorite sandwich was smoked tongue on wry.				wry	homophonic	['rye', 'bread', 'grain']	['ironic', 'sarcastic', 'dry', 'droll']	désabusé	['seigle', 'pain', 'grain']	['ironique', 'sarcastique', 'sec', 'drôle']	disillusioned	['rye', 'bread', 'grain']	['ironic', 'sarcastic', 'dry', 'funny']
3117	The hypnotist went out of business because he ran out of suggestions.				suggestions	homographic	['hypnotic commands', 'psychological cues', 'instructions']	['ideas', 'proposals', 'recommendations']	suggestions	['commandes hypnotiques', 'indices psychologiques', 'instructions']	['idées', 'propositions', 'recommandations']	suggestions	['hypnotic commands', 'psychological cues', 'instructions']	['ideas', 'proposals', 'recommendations']
3118	The ice at the rink has many ruts. I think the maintenance crew is slipping up.				slipping	homographic	['skidding', 'sliding', 'stumbling', 'losing traction']	['failing', 'making mistakes', 'errring', 'neglecting duties']	glisser	"['déraper', 'coulisser', 'trébucher', ""perdre de l'adhérence""]"	['échouer', 'commettre des erreurs', 'errer', 'négliger ses devoirs']	slip	['skid', 'slide', 'trip', 'lose grip']	"['fail', 'make mistakes', 'err', ""neglect one's duties""]"
3119	The incontinent Scotsman had a wee accident.				wee	homographic	['small', 'little', 'tiny', 'slight']	['urine', 'urination', 'micturition', 'pee']	petit	['petit', 'menu', 'minuscule', 'léger']	"['urine', 'miction', ""action d'uriner"", 'pipi']"	small	['small', 'slender', 'minuscule', 'light']	['urine', 'urination', 'act of urinating', 'pee']
3120	The inept mathematician couldn't count on his friends.				count	homographic	['rely', 'depend', 'trust', 'lean']	['calculate', 'enumerate', 'tally', 'number']	compter	"['compter sur', 'dépendre de', 'faire confiance', ""s'appuyer""]"	['calculer', 'énumérer', 'recenser', 'nombrer']	count	['rely on', 'depend on', 'trust', 'lean on']	['calculate', 'enumerate', 'index', 'number']
3121	The intelligent entrepreneur's idea for designing catapults meant that his boss was completely thrown.				thrown	homographic	['confused', 'perplexed', 'disconcerted', 'startled', 'bewildered']	['launched', 'propelled', 'catapulted', 'hurled', 'cast']	jeté	['perplexe', 'dérouté', 'déconcerté', 'saisi', 'ahuri']	['lancé', 'propulsé', 'catapulté', 'projeté', 'envoyé']	thrown	['perplexed', 'confused', 'disconcerted', 'startled', 'bewildered']	['launched', 'propelled', 'catapulted', 'projected', 'sent']
3122	The international jewel thieves were hard to catch because they had a good ring leader.				ring	homographic	['jewelry', 'band', 'hoop', 'ornament']	['group', 'syndicate', 'gang', 'circle']	anneau	['bijou', 'alliance', 'cerceau', 'ornement']	['groupe', 'syndicat', 'gang', 'cercle']	ring	['jewelry', 'wedding ring', 'hoop', 'ornament']	['group', 'syndicate', 'gang', 'circle']
3123	The invention of a shirt fastener after the button was a snap.				snap	homographic	['press stud', 'fastener', 'clasp']	['easy task', 'breeze', 'cinch']	bouton-pression	['bouton-pression', 'attache', 'fermoir']	"[""jeu d'enfant"", 'facile', 'simple comme bonjour']"	snap button	['snap button', 'fastener', 'clasp']	"[""child's play"", 'easy', 'easy as pie']"
3124	The invention of the lock was the key to success.				key	homographic	['latch opener', 'unlocking device', 'metal instrument']	['crucial factor', 'solution', 'essential element']	Clé	['ouvre-loquet', 'dispositif de déverrouillage', 'instrument métallique']	['facteur crucial', 'solution', 'élément essentiel']	Key	['latch opener', 'unlocking device', 'metal instrument']	['crucial factor', 'solution', 'essential element']
3125	The inventor of a hay baling machine made a bundle.				bundle	homographic	['package', 'bale', 'truss', 'bindle']	['fortune', 'lot of money', 'wealth', 'riches']	faisceau	['paquet', 'balle', 'botte', 'baluchon']	"['fortune', ""beaucoup d'argent"", 'richesse', 'opulence']"	bundle	['pack', 'bale', 'bundle', 'bindle']	['fortune', 'a lot of money', 'wealth', 'opulence']
3126	The inventor of chewing gum soon bubbled his money.				bubbled	homographic	['blew bubbles', 'formed spherical air pockets']	['squandered', 'wasted', 'lost money through foolish speculation']	bullé	"['soufflé des bulles', ""formé des poches d'air sphériques""]"	"['gaspillé', 'claqué', ""perdu de l'argent par des spéculations insensées""]"	bubbled	['blew bubbles', 'formed spherical air pockets']	['wasted', 'squandered', 'lost money through foolish speculation']
3127	The inventor of glass decided to see it through.				see it through	homographic	['persevere', 'finish', 'complete', 'carry out', 'endure']	['look through', 'transparent', 'clear', 'pellucid', 'translucent']	aller jusqu'au bout	['persévérer', 'finir', 'terminer', 'mener à bien', 'endurer']	['voir à travers', 'transparent', 'clair', 'translucide', 'diaphane']	go through with it	['persevere', 'finish', 'complete', 'carry out', 'endure']	['see through', 'transparent', 'clear', 'translucent', 'diaphanous']
3128	The inventor of sandpaper had a rough time of it.				rough	homographic	['coarse', 'abrasive', 'gritty', 'textured']	['difficult', 'hard', 'unpleasant', 'challenging']	dur	['rugueux', 'abrasif', 'granuleux', 'texturé']	['difficile', 'pénible', 'désagréable', 'exigeant']	hard	['rough', 'abrasive', 'gritty', 'textured']	['difficult', 'painful', 'unpleasant', 'demanding']
3129	The inventor of shag carpet made a big pile.				pile	homographic	['nap', 'surface fibers', 'texture', 'shag']	['fortune', 'wealth', 'sum of money', 'stash']	pile	['poil', 'fibres de surface', 'texture', 'touffe']	"['fortune', 'richesse', ""somme d'argent"", 'magot']"	pile	['hair', 'surface fibers', 'texture', 'tuft']	['fortune', 'wealth', 'sum of money', 'hoard']
3130	The inventor of the fahrenheit scale solved the problem by degrees.				degrees	homographic	['increments', 'units of measurement', 'graduations']	['gradually', 'stages', 'steps']	degrés	['incréments', 'unités de mesure', 'graduations']	['graduellement', 'étapes', 'paliers']	degrees	['increments', 'units of measurement', 'graduations']	['gradually', 'steps', 'stages']
3131	The inventor of the stove top was in his element.				element	homographic	['natural habitat', 'comfort zone', 'sphere', 'domain']	['heating coil', 'component', 'burner', 'electric part']	élément	['habitat naturel', 'zone de confort', 'sphère', 'domaine']	['résistance chauffante', 'composant', 'brûleur', 'pièce électrique']	element	['natural habitat', 'comfort zone', 'sphere', 'domain']	['heating element', 'component', 'burner', 'electrical part']
3132	The invisible cows were herd but not seen.				herd	homophonic	['heard', 'listened', 'perceived', 'audible']	['herd', 'group', 'cattle', 'drove', 'conglomeration']	troupeau	['entendu', 'écouté', 'perçu', 'audible']	['troupeau', 'groupe', 'bétail', 'cheptel', 'conglomération']	herd	['heard', 'listened to', 'perceived', 'audible']	['herd', 'group', 'livestock', 'stock', 'conglomeration']
3133	The jam thief had his own jargon.				jargon	homophonic	['vocabulary', 'terminology', 'slang', 'argot']	['jar gone', 'missing container', 'stolen preserve', 'absent vessel']	jargon	['vocabulaire', 'terminologie', 'argot', 'lexique']	['bocal parti', 'récipient manquant', 'conserve volée', 'vaisseau absent']	jargon	['vocabulary', 'terminology', 'slang', 'lexicon']	['jar gone', 'missing container', 'stolen preserve', 'absent vessel']
3134	The janitor's union called for sweeping reforms.				sweeping	homographic	['comprehensive', 'wide-ranging', 'extensive', 'thorough']	['cleaning', 'brushing', 'dusting', 'using a broom']	balayage	['complet', 'vaste', 'étendu', 'approfondi']	"['nettoyage', 'brossage', 'époussetage', ""utilisation d'un balai""]"	sweeping	['complete', 'vast', 'extensive', 'thorough']	['cleaning', 'brushing', 'dusting', 'using a broom']
3135	The journalist went to Greece to see the ancient ruins and is now writing several columns about them.				columns	homographic	['pillars', 'posts', 'supports', 'uprights', 'architectural structures']	['articles', 'editorials', 'features', 'journalistic pieces', 'opinion pieces']	colonnes	['piliers', 'poteaux', 'supports', 'montants', 'structures architecturales']	['articles', 'éditoriaux', 'chroniques', 'pièces journalistiques', 'tribunes']	columns	['pillars', 'posts', 'supports', 'uprights', 'architectural structures']	['articles', 'editorials', 'columns', 'journalistic pieces', 'opinion pieces']
3136	"The key ""point"" of your testimony seems to be nothing other than... the point of the knife which you saw being stabbed into Detective Goodman!"				point	homographic	['essence', 'core', 'main idea', 'gist', 'crux']	['tip', 'sharp end', 'blade', 'apex', 'spike']	point	['essence', 'cœur', 'idée principale', 'essentiel', 'nœud']	['pointe', 'bout pointu', 'lame', 'apex', 'pointe acérée']	point	['essence', 'heart', 'main idea', 'essential', 'core']	['tip', 'sharp end', 'blade', 'apex', 'sharp point']
3137	The key to changing your performance ability is by tuning out criticism and staying musically octave.				octave	homophonic	['active', 'energetic', 'dynamic', 'engaged']	['octave', 'scale factor', 'musical interval', 'eighth']	octave	['active', 'énergique', 'dynamique', 'engagée']	"['octave', ""facteur d'échelle"", 'intervalle musical', 'huitième']"	octave	['active', 'energetic', 'dynamic', 'committed']	['octave', 'scale factor', 'musical interval', 'eighth']
3138	The killer followed the psychopath into the forest where he was surrounded by the copse.				copse	homophonic	['thicket', 'grove', 'clump of trees', 'undergrowth']	['corpses', 'dead bodies', 'carcasses', 'remains']	taillis	['bosquet', 'petit bois', 'fourré', 'sous-bois']	['cadavres', 'corps sans vie', 'carcasses', 'restes humains']	thicket	['grove', 'small wood', 'thicket', 'undergrowth']	['corpses', 'lifeless bodies', 'carcasses', 'human remains']
3139	The king never let any of his personal musicians go swimming immediately after eating for fear that they would get minstrel cramps.				minstrel	homophonic	['musician', 'bard', 'troubadour', 'performer']	['menstrual', 'period-related', 'monthly']	ménestrel	['musicien', 'barde', 'troubadour', 'interprète']	['menstruel', 'lié aux règles', 'mensuel']	minstrel	['musician', 'bard', 'troubadour', 'performer']	['menstrual', 'related to periods', 'monthly']
3140	"The knight stood on the shoulder of the road, looking at his disabled car. He shook his head and said, ""Chevrolet is dead."""				Chevrolet	homophonic	['Chevy', 'automobile brand', 'car manufacturer']	['chevalier', 'knight', 'cavalier', 'French soldier']	Chevrolet	['Chevy', 'marque automobile', 'constructeur automobile']	['chevalier', 'knight', 'cavalier', 'soldat français']	Chevrolet	['Chevy', 'car brand', 'car manufacturer']	['knight', 'knight', 'cavalier', 'French soldier']
3141	The lamb was cold because he lost his muttons.				muttons	homophonic	['sheep meat', 'flesh', 'mutton']	['buttons', 'fasteners', 'clothing closures']	moutons	['viande de mouton', 'chair', 'mouton']	['boutons', 'attaches', 'fermetures de vêtements']	sheep	['mutton', 'flesh', 'sheep']	['buttons', 'fasteners', 'clothing closures']
3142	The landscaper thought gardening magazines were fun to leaf through.				leaf	homographic	['turn pages', 'browse', 'flip', 'skim', 'peruse']	['foliage', 'plant part', 'frond', 'greenery', 'vegetation']	feuille	['feuilleter', 'parcourir', 'tourner les pages', 'survoler', 'consulter']	['feuillage', 'partie de plante', 'fronde', 'verdure', 'végétation']	leaf	['leaf through', 'browse', 'turn the pages', 'skim', 'consult']	['foliage', 'plant part', 'frond', 'greenery', 'vegetation']
3143	The lawyer asked a loaded question about guns.				loaded	homographic	['biased', 'prejudiced', 'suggestive', 'trick']	['charged', 'armed', 'filled', 'primed']	chargé	['biaisé', 'préjugé', 'suggestif', 'piégé']	['chargé', 'armé', 'rempli', 'amorcé']	loaded	['biased', 'prejudiced', 'suggestive', 'tricky']	['loaded', 'armed', 'filled', 'primed']
3144	The lawyer had trouble with the fine print on some documents, so his doctor suggested contract lenses.				contract	homographic	['legal agreement', 'binding document', 'treaty']	['shrink', 'tighten', 'narrow']	contrat	['accord juridique', 'document contraignant', 'traité']	['rétrécir', 'se crisper', 'contracter']	contract	['legal agreement', 'binding document', 'treaty']	['shrink', 'tighten', 'contract']
3145	"The librarian didn't know what to do with the book about Tesla's love of electricity, so he filed it under ""Current Affairs."""				Current	homographic	['contemporary', 'present-day', 'latest', 'topical']	['electrical', 'flow', 'stream', 'voltage']	Courant	['contemporain', 'actuel', 'récent', 'thématique']	['électrique', 'flux', 'flux tendu', 'tension']	Current	['contemporary', 'actual', 'recent', 'thematic']	['electric', 'flow', 'just-in-time', 'voltage']
3146	The little green men told me it was the Dog Star. I told them they can't be Sirius.				Sirius	homophonic	['serious', 'solemn', 'earnest', 'grave']	['Sirius', 'Alpha Canis Majoris', 'Dog Star', 'brightest star']	Sérieux	['sérieux', 'solennel', 'appliqué', 'grave']	"['Sirius', 'Alpha Canis Majoris', ""l'Étoile du Chien"", ""l'étoile la plus brillante""]"	Serious	['serious', 'solemn', 'diligent', 'grave']	['Sirius', 'Alpha Canis Majoris', 'the Dog Star', 'the brightest star']
3147	The local baker was paying his staff based on a flourly rate.				flourly	homophonic	['hourly', 'periodic', 'incremental', 'time-based']	['flour', 'powdered grain', 'baking ingredient', 'milled wheat']	farineusement	['horaire', 'périodique', 'incrémentiel', 'temporel']	['farine', 'grain en poudre', 'ingrédient de cuisson', 'blé moulu']	flour-wise	['hourly', 'periodic', 'incremental', 'temporal']	['flour', 'powdered grain', 'baking ingredient', 'ground wheat']
3148	"The loving husband always greeted his wife each day with a ""Hello Brew-TEA-Full!"""				Brew-TEA-Full	homophonic	['beautiful', 'attractive', 'pretty', 'lovely', 'gorgeous']	['brew', 'tea', 'beverage', 'steeped', 'infusion']	Beau-THÉ-ful	['beau', 'attrayant', 'joli', 'ravissant', 'magnifique']	['brasser', 'thé', 'boisson', 'infusé', 'infusion']	Beau-TEA-ful	['beautiful', 'attractive', 'pretty', 'lovely', 'magnificent']	['brew', 'tea', 'drink', 'steeped', 'infusion']
3149	The lumber company downsized. They got rid of the deadwood.				deadwood	homographic	['unproductive employees', 'useless people', 'redundant staff']	['decaying branches', 'rotten timber', 'fallen trees']	bois mort	['employés improductifs', 'personnes inutiles', 'personnel redondant']	['branches en décomposition', 'bois pourri', 'arbres tombés']	dead wood	['unproductive employees', 'useless people', 'redundant personnel']	['decaying branches', 'rotting wood', 'fallen trees']
3150	The mad scientist in the old castle had a strange secret-but he kept it under his bat.				bat	homographic	['hat', 'cap', 'headgear', 'stashed']	['nocturnal mammal', 'chiropteran', 'vampire bat', 'flying mammal']	chauve-souris	['chapeau', 'casquette', 'couvre-chef', 'planqué']	['mammifère nocturne', 'chiroptère', 'vampire', 'mammifère volant']	bat	['hat', 'cap', 'headgear', 'hidden']	['nocturnal mammal', 'chiropteran', 'vampire', 'flying mammal']
3151	The magician got so mad he pulled his hare out.				hare	homophonic	['hare', 'rabbit', 'lagomorph', 'bunny']	['hair', 'locks', 'tresses', 'follicles']	lièvre	['lièvre', 'lapin', 'lagomorphe', 'jeannot']	['cheveux', 'mèches', 'tresses', 'follicules']	hare	['hare', 'rabbit', 'lagomorph', 'bunny']	['hair', 'locks', 'braids', 'follicles']
3152	The maid always preferred a hot cup of tea in the morning before things started getting dust-TEA in the house.				dust-TEA	homophonic	['dusty', 'grimy', 'unclean', 'powdery']	['tea', 'beverage', 'brew', 'infusion']	thé-poussière	['poussiéreux', 'sale', 'malpropre', 'poudreux']	['thé', 'boisson', 'infusion', 'breuvage']	tea-dust	['dusty', 'dirty', 'unclean', 'powdery']	['tea', 'drink', 'infusion', 'beverage']
3153	The male pig puts everyone to sleep. You could say he's quite the boar.				boar	homophonic	['male pig', 'swine', 'hog', 'wild pig']	['bore', 'tiresome person', 'dullard', 'monotonous person']	verrat	['porc mâle', 'porcin', 'cochon', 'sanglier']	"['une personne ennuyeuse', 'rasoir', 'barbe', ""quelqu'un de monotone""]"	boar	['male pig', 'swine', 'hog', 'wild boar']	['a boring person', 'tedious', 'a drag', 'someone monotonous']
3154	The man addicted to brake fluid he said could stop any time.				stop	homographic	['halt', 'cease', 'quit', 'discontinue']	['brake', 'decelerate', 'come to a standstill', 'immobilize a vehicle']	arrêt	['halte', 'cesser', 'quitter', 'interrompre']	"['freiner', 'décélérer', ""s'immobiliser"", 'immobiliser un véhicule']"	stop	['halt', 'cease', 'quit', 'interrupt']	['brake', 'decelerate', 'come to a standstill', 'immobilize a vehicle']
3155	The man brought an umbrella with him into the ice cream store because he heard there was a chance of sprinkles.				sprinkles	homographic	['light rain', 'drizzle', 'mist', 'slight precipitation']	['jimmies', 'sugar strands', 'confectionery toppings', 'hundreds and thousands']	vermicelles	['pluie légère', 'bruine', 'brume', 'précipitations légères']	['petits sucres', 'pépites en sucre', 'décorations de confiserie', 'vermicelles en sucre']	sprinkles	['light rain', 'drizzle', 'mist', 'light precipitation']	['small sugars', 'sugar nibs', 'confectionery decorations', 'sugar sprinkles']
3156	The man leaned on the printer cartridge because he wanted to tone up his abs.				tone	homographic	['firm', 'strengthen', 'tighten', 'condition']	['toner', 'ink', 'color', 'pigment']	ton	['ferme', 'renforcer', 'raffermir', 'conditionner']	['toner', 'encre', 'couleur', 'pigment']	tone	['firm', 'strengthen', 'firm up', 'condition']	['toner', 'ink', 'color', 'pigment']
3157	The man loved a good play on words but his wife couldn't stand the punishment.				punishment	homographic	['disciplinary action', 'penalty', 'retribution', 'chastisement']	['pun-ish-ment', 'act of punning', 'wordplay usage', 'exposure to puns']	punition	['action disciplinaire', 'pénalité', 'châtiment', 'réprimande']	['jeu de mots', 'acte de calembour', 'usage de jeux de mots', 'exposition aux jeux de mots']	punishment	['disciplinary action', 'penalty', 'chastisement', 'reprimand']	['pun', 'act of punning', 'use of wordplay', 'exposure to puns']
3158	The man shed a tear as he saw his old storage space come down.				tear	homographic	['drop', 'droplet', 'bead', 'weeping']	['rip', 'pull down', 'demolish', 'shred', 'separate']	larme / déchirure	['goutte', 'gouttelette', 'perle', 'pleurs']	['déchirure', 'démolir', 'détruire', 'lambeau', 'séparer']	tear	['drop', 'droplet', 'bead', 'crying']	['tear', 'demolish', 'destroy', 'shred', 'separate']
3159	The man who fell into an upholstery machine is fully recovered.				recovered	homographic	['healed', 'convalesced', 'recuperated', 'better']	['reupholstered', 'refurnished', 'covered again']	recouvert	['guéri', 'rétabli', 'remis', 'mieux']	['retapissé', 'remeublé', 'couvert à nouveau']	recovered	['healed', 'recovered', 'restored', 'better']	['reupholstered', 'refurnished', 'covered again']
3160	The man who impulsively got a cat despite his allergies later realized that it was a rash decision.				rash	homographic	['impulsive', 'reckless', 'hasty', 'imprudent']	['hives', 'inflammation', 'skin eruption', 'dermatitis']	éruption	['impulsif', 'téméraire', 'hâtif', 'imprudent']	['urticaire', 'inflammation', 'éruption cutanée', 'dermatite']	rash	['impulsive', 'reckless', 'hasty', 'imprudent']	['hives', 'inflammation', 'skin eruption', 'dermatitis']
3161	The man who survived mustard gas and pepper spray is now a seasoned veteran.				seasoned	homographic	['experienced', 'veteran', 'practiced', 'hardened']	['flavored', 'spiced', 'salted', 'condiment-treated']	assaisonné	['expérimenté', 'vétéran', 'aguerri', 'chevronné']	['parfumé', 'épicé', 'salé', 'relevé']	seasoned	['experienced', 'veteran', 'hardened', 'seasoned']	['flavored', 'spiced', 'salted', 'seasoned']
3162	The man who worked at the watch factory was very funny. He stood about all day making faces.				faces	homographic	['dials', 'clocks', 'fronts', 'interfaces']	['expressions', 'grimaces', 'mugs', 'looks']	visages	['cadrans', 'horloges', 'façades', 'interfaces']	['expressions', 'grimaces', 'bouilles', 'looks']	faces	['dials', 'clocks', 'facades', 'interfaces']	['expressions', 'grimaces', 'faces', 'looks']
3163	The man who worked in the gum factory fell in a vat of bubblegum. His boss had to chew him out.				chew	homographic	['reprimand', 'scold', 'admonish', 'berate']	['masticate', 'gnaw', 'crunch', 'bite']	mâcher	['réprimander', 'gronder', 'admonester', 'réprouver']	['mastiquer', 'ronger', 'croquer', 'mordre']	chew	['reprimand', 'scold', 'admonish', 'reprove']	['masticate', 'gnaw', 'crunch', 'bite']
3164	The man's pants zipper broke, but he fixed it on the fly.				fly	homographic	['zipper opening', 'trouser opening', 'flap']	['quickly', 'speedily', 'instantly']	mouche	['braguette', 'ouverture de pantalon', 'rabat']	['rapidement', 'vite', 'instantanément']	fly	['fly', 'zipper', 'trouser opening', 'flap']	['quickly', 'fast', 'instantly']
3165	The manager of a dairy farm is a cow-ordinator.				cow-ordinator	homophonic	['coordinator', 'manager', 'organizer', 'director']	['cow', 'bovine', 'livestock', 'dairy cattle']	vache-ordinateur	['coordinateur', 'gestionnaire', 'organisateur', 'directeur']	['vache', 'bovin', 'bétail', 'vache laitière']	cow-puter	['coordinator', 'manager', 'organizer', 'director']	['cow', 'bovine', 'livestock', 'dairy cow']
3166	"The managers in charge of company layoffs were known as the ""firing squad""."				firing	homographic	['terminating', 'dismissing', 'letting go', 'sacking']	['shooting', 'discharging', 'blasting', 'opening fire']	licenciement	['congédier', 'renvoyer', 'remercier', 'virer']	['tirer', 'décharger', 'faire sauter', 'ouvrir le feu']	dismissal	['to dismiss', 'to fire', 'to lay off', 'to sack']	['to fire', 'to discharge', 'to blow up', 'to open fire']
3167	The manufacturers of dynamite do a booming business.				booming	homographic	['prospering', 'flourishing', 'thriving', 'successful']	['exploding', 'blasting', 'detonating', 'resounding']	florissant	['prospère', 'florissant', 'prospérant', 'réussi']	['explosif', 'détonant', 'retentissant', 'tonitruant']	flourishing	['prosperous', 'flourishing', 'thriving', 'successful']	['explosive', 'detonating', 'resounding', 'thundering']
3168	The manufacturing of t-shirts has really cotton.				cotton	homophonic	['fabrics', 'textiles', 'fibers', 'cloth']	['caught on', 'popularized', 'trended', 'succeeded', 'understood']	coton	['tissus', 'textiles', 'fibres', 'toile']	['pige', 'compris', 'saisi', 'populaire', 'réussi']	cotton	['fabrics', 'textiles', 'fibers', 'canvas']	['got it', 'understood', 'grasped', 'popular', 'successful']
3169	The marine biology seminars weren't for entertainment, but were created for educational porpoises.				porpoises	homophonic	['purposes', 'reasons', 'intentions', 'objectives']	['porpoises', 'marine mammals', 'cetaceans', 'harbor porpoise']	marsouins	['fins', 'raisons', 'intentions', 'objectifs']	['marsouins', 'mammifères marins', 'cétacés', 'marsouin commun']	porpoises	['ends', 'reasons', 'intentions', 'objectives']	['porpoises', 'marine mammals', 'cetaceans', 'harbour porpoise']
