id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
11	"""I'll call you later."" Don't call me later, call me Dad."				call	homographic	['telephone', 'dial', 'contact', 'phone']	['name', 'address', 'refer to as', 'designate']	appel	['téléphone', 'composer', 'contacter', 'téléphoner']	"['nommer', ""s'adresser à"", 'appeler', 'désigner']"	call	['telephone', 'dial', 'contact', 'phone']	['name', 'address', 'call', 'designate']
12	"""If the skin were parchment and the blows you gave were ink, Your own handwriting would tell you what I think."""				ink	homographic	['writing fluid', 'pigment', 'dye']	['bruising', 'discoloration', 'marks from blows']	encre	"[""fluide d'écriture"", 'pigment', 'colorant']"	['ecchymoses', 'décoloration', 'marques de coups']	ink	['writing fluid', 'pigment', 'dye']	['bruises', 'discoloration', 'blow marks']
13	"""Let me get this straight, old bag! Er, Ms. Oldbag!"""				Oldbag	homographic	['insult', 'hag', 'shrew', 'term of abuse', 'crone']	['Wendy Oldbag', 'proper name', 'surname', 'character name']	Vieille peau	['insulte', 'mégère', 'shrew', 'terme abusif', 'vieille sorcière']	['Wendy Oldbag', 'nom propre', 'nom de famille', 'nom de personnage']	Old bag	['insult', 'shrew', 'shrew', 'abusive term', 'old witch']	['Wendy Oldbag', 'proper noun', 'surname', 'character name']
14	"""My lord, you must tell us where the body is and go with us to the king."" ""The body is with the king, but the king is not with the body. The king is a thing..."" ""A thing, my lord?"" ""Of nothing."""				nothing	homographic	['insignificant', 'trifle', 'no thing', 'void']	['nonsense', 'folly', 'vulgarity', 'worthless']	rien	['insignifiant', 'bagatelle', 'aucune chose', 'vide']	['absurdité', 'folie', 'vulgarité', 'sans valeur']	nothing	['insignificant', 'trifle', 'no thing', 'empty']	['absurdity', 'folly', 'vulgarity', 'worthless']
15	"""Now Hamlet, where's Polonius?"" ""At supper."" ""At supper? Where?"" ""Not where he eats, but where he is eaten"""				supper	homographic	['dinner', 'feast', 'meal', 'evening repast']	['carrion', 'consumption by worms', 'feeding', 'decomposition']	souper	['dîner', 'festin', 'repas', 'repas du soir']	['charogne', 'consommation par les vers', 'alimentation', 'décomposition']	supper	['dinner', 'feast', 'meal', 'evening meal']	['carrion', 'consumption by worms', 'feeding', 'decomposition']
16	"""Orfeo ed Euridice"" is one hell of a show"				hell	homographic	['underworld', 'Hades', 'inferno', 'netherworld']	['remarkable', 'intense', 'impressive', 'extraordinary']	enfer	['monde souterrain', 'Hadès', 'fournaise', 'bas-fonds']	['remarquable', 'intense', 'impressionnant', 'extraordinaire']	hell	['underworld', 'Hades', 'furnace', 'lower depths']	['remarkable', 'intense', 'impressive', 'extraordinary']
17	"""So what do you do?"" ""Nothing fancy, just been able to put the food on the table."" ""Okay, but what's your profession?"" ""Waiter."""				food on the table	homographic	['earning a living', 'providing for family', 'financial support', 'livelihood']	['serving meals', 'delivering orders', 'table service', 'waitstaff duties']	nourriture sur la table	['gagner sa vie', 'subvenir aux besoins de la famille', 'soutien financier', 'moyens de subsistance']	['servir les repas', 'livrer les commandes', 'service à table', 'devoirs de serveur']	food on the table	['earning a living', 'providing for the family', 'financial support', 'livelihood']	['serving meals', 'delivering orders', 'table service', 'server duties']
18	"""That's seven-""teen."" See? I'm a teen!"""				teen	homographic	['adolescent', 'youth', 'juvenile']	['suffix for numbers 13-19', 'numeric component']	ado	['adolescent', 'jeunesse', 'juvénile']	['suffixe pour les nombres 13-19', 'composant numérique']	teen	['adolescent', 'youth', 'juvenile']	['suffix for numbers 13-19', 'numeric component']
19	"""Wait! I'm a talking tree!"" ""And you will dialogue."""				dialogue	homophonic	['conversation', 'discussion', 'talk']	['die a log', 'perish as a piece of wood', 'cease to live as a fallen tree']	dialogue	['conversation', 'discussion', 'entretien']	['meure une bûche', 'périr en tant que morceau de bois', 'cesser de vivre comme un arbre tombé']	dialogue	['conversation', 'discussion', 'interview']	['die a log', 'perish as a piece of wood', 'cease to live like a fallen tree']
20	"""What are your plans for today?"" ""Me and a friend of mine are going to buy some glasses."" ""And after that?"" ""And after that we'll see."""				see	homographic	['discern', 'view', 'observe', 'perceive']	['decide', 'determine', 'ascertain', 'find out']	voir	['discerner', 'visionner', 'observer', 'percevoir']	['décider', 'déterminer', 'constater', 'découvrir']	see	['discern', 'view', 'observe', 'perceive']	['decide', 'determine', 'note', 'discover']
21	"""What's the difference between a piano, a tuna and glue? You can tune a piano but you can't piano a tuna."" ""What about the glue?"" ""Everyone gets stuck on that"""				stuck	homographic	['adhered', 'glued', 'bonded', 'fastened']	['perplexed', 'confused', 'baffled', 'stymied']	collé	['adhéré', 'glué', 'lié', 'fixé']	['perplexe', 'confus', 'dérouté', 'bloqué']	stuck	['adhered', 'glued', 'linked', 'fixed']	['perplexed', 'confused', 'puzzled', 'blocked']
22	"""Where is the thousand marks thou hadst of me?"" ""I have some marks of yours upon my pate, Some of my mistress' marks upon my shoulders, But not a thousand marks between you both. If I should pay your Worship those again, Perchance you will not bear them patiently."""				marks	homographic	['coins', 'currency', 'money', 'tender']	['bruises', 'scars', 'welts', 'physical impressions']	marques	['pièces de monnaie', 'devise', 'argent', 'moyen de paiement']	['bleus', 'cicatrices', 'marques de coups', 'impressions physiques']	marks	['coins', 'currency', 'money', 'means of payment']	['bruises', 'scars', 'blow marks', 'physical impressions']
23	"""Yes she did. She saw me and flew the nest like the guilty bird she is."""				flew	homophonic	['soared', 'took flight', 'winged', 'flew']	['flu', 'influenza', 'sickness', 'virus']	volé	"[""s'est élevé"", 'a pris son envol', 'ailé', 'a volé']"	['grippe', 'influenza', 'maladie', 'virus']	stolen	['flew', 'took flight', 'winged', 'soared']	['flu', 'influenza', 'sickness', 'virus']
24	""""" he said blankly."				blankly	homographic	['expressionlessly', 'vacantly', 'stolidly']	['empty', 'void', 'without content', 'speaking a blank space']	sans expression	['inexpressivement', 'vaguement', 'froidement']	['vide', 'néant', 'sans contenu', 'énonçant un espace vide']	without expression	['inexpressively', 'vaguely', 'coldly']	['empty', 'nothingness', 'without content', 'stating an empty space']
25	"""3.14159265,"" he said piously."				piously	homophonic	['reverently', 'devoutly', 'religiously', 'sanctimoniously']	['pie-ously', 'mathematically', 'related to pi', 'circularly']	pieusement	['révérencieusement', 'dévotement', 'religieusement', 'pudiquement']	['pie-usement', 'mathématiquement', 'lié au chiffre pi', 'circulairement']	piously	['reverently', 'devoutly', 'religiously', 'modestly']	['pi-ously', 'mathematically', 'related to the number pi', 'circularly']
26	"""A dog bit me,"" he said rabidly."				rabidly	homographic	['furiously', 'violently', 'intensely', 'fanatically']	['infected with rabies', 'hydrophobically', 'diseasedly']	rabrilement	['furieusement', 'violemment', 'intensément', 'fanatiquement']	['enragé', 'hydrophobiquement', 'malade']	rabrilement	['furiously', 'violently', 'intensely', 'fanatically']	['enraged', 'hydrophobically', 'sick']
27	"""Angel dust? Me? Never touch it!"" he snorted."				snorted	homographic	['scoffed', 'gasped', 'uttered with a snort', 'laughed derisively']	['inhaled', 'sniffed', 'ingested a powdered drug', 'blew']	reniflé	['raillé', 'haleté', 'prononcé avec un ébrouement', 'ri avec dérision']	['inhalé', 'senti', 'ingéré une drogue en poudre', 'soufflé']	snorted	['mocked', 'panted', 'pronounced with a snort', 'laughed with derision']	['inhaled', 'smelled', 'ingested a powdered drug', 'blown']
28	"""Are you homosexual?"" he queried gaily."				gaily	homographic	['cheerfully', 'joyfully', 'brightly', 'merrily']	['homosexually', 'queerly', 'in a gay manner']	gaiement	['joyeusement', 'allègrement', 'avec entrain', 'gaîment']	['homosexuellement', 'de manière homosexuelle', 'comme un homosexuel']	cheerfully/gaily	['joyfully', 'cheerfully', 'with spirit', 'happily']	['homosexually', 'in a gay manner', 'as a homosexual']
29	"""Be still my hart"" she murmured, thinking how magnificent and stag-like he was."				hart	homophonic	['heart', 'soul', 'core', 'emotions', 'center']	['hart', 'stag', 'deer', 'buck', 'male cervid']	cerf	['cœur', 'âme', 'noyau', 'émotions', 'centre']	['cerf', 'mâle', 'chevreuil', 'daim', 'cervidé mâle']	deer	['heart', 'soul', 'core', 'emotions', 'center']	['deer', 'male', 'roe deer', 'fallow deer', 'male cervid']
30	"""Boy, I wish the elevator were working,"" he said, staring up to the top."				up	homographic	['upward', 'above', 'overhead']	['operational', 'functioning', 'active']	haut	"['vers le haut', 'au-dessus', ""en l'air""]"	['opérationnel', 'fonctionnement', 'actif']	up	['upward', 'above', 'in the air']	['operational', 'functioning', 'active']
31	"""Boy, that's a bright star,"" he said seriously."				seriously	homophonic	['earnestly', 'sincerely', 'solemnly']	['Siriusly', 'dog star', 'astronomically', 'Sirius']	sérieusement	['sérieusement', 'sincèrement', 'solennellement']	"['Siriusement', ""l'étoile du chien"", 'astronomiquement', 'Sirius']"	seriously	['seriously', 'sincerely', 'solemnly']	['Siriusly', 'the dog star', 'astronomically', 'Sirius']
32	"""Congratulations; you graduated,"" he said diplomatically."				diplomatically	homographic	['tactfully', 'politely', 'discreetly', 'sensitively']	['having a diploma', 'graduated', 'certified']	diplomatiquement	['avec tact', 'poliment', 'discrètement', 'avec sensibilité']	"['diplômé', ""titulaire d'un diplôme"", 'certifié']"	diplomatically	['tactfully', 'politely', 'discreetly', 'sensitively']	['graduated', 'diploma holder', 'certified']
33	"""Consult an investment broker,"" was his stock answer."				stock	homographic	['standard', 'routine', 'conventional', 'cliché', 'habitual']	['equities', 'capital', 'shares', 'securities', 'investment']	stock	['standard', 'de routine', 'conventionnel', 'cliché', 'habituel']	['actions', 'capital', 'parts', 'titres', 'investissement']	stock	['standard', 'routine', 'conventional', 'cliché', 'habitual']	['shares', 'capital', 'stakes', 'securities', 'investment']
34	"""Cosign here,"" read the first instruction on the trigonometry placement exam."				Cosign	homophonic	['signature', 'endorse', 'countersign', 'authorize']	['cosine', 'trigonometric function', 'adjacent over hypotenuse', 'cos']	Cosinus	['signature', 'approuver', 'contresigner', 'autoriser']	['cosinus', 'fonction trigonométrique', 'adjacent sur hypoténuse', 'cos']	Cosine	['signature', 'approve', 'countersign', 'authorize']	['cosine', 'trigonometric function', 'adjacent over hypotenuse', 'cos']
35	"""Don't add too much water,"" he said with great concentration."				concentration	homographic	['focus', 'attention', 'application', 'intensiveness']	['strength', 'density', 'potency', 'purity']	concentration	['focalisation', 'attention', 'application', 'intensité']	['force', 'densité', 'puissance', 'pureté']	concentration	['focus', 'attention', 'application', 'intensity']	['strength', 'density', 'power', 'purity']
36	"""Don't you know my name?"" he asked swiftly."				swiftly	homographic	['quickly', 'rapidly', 'fast']	"['Tom Swift', ""the character's name"", 'authorial pun']"	rapidement	['vite', 'rapidement', 'promptement']	"['Tom Swift', 'le nom du personnage', ""jeu de mots de l'auteur""]"	quickly	['fast', 'quickly', 'promptly']	"['Tom Swift', ""the character's name"", ""author's pun""]"
37	"""Eating uranium makes me feel funny,"" he said radiantly."				radiantly	homographic	['brightly', 'happily', 'glowingly', 'joyfully']	['radioactively', 'emitting radiation', 'fluorescently']	radieusement	['brillamment', 'joyeusement', 'avec éclat', 'avec bonheur']	['radioactivement', 'émettant des radiations', 'de manière fluorescente']	radiantly	['brilliantly', 'joyfully', 'brightly', 'happily']	['radioactively', 'emitting radiation', 'fluorescently']
38	"""Europe needs more self-restraint,"" he said continently."				continently	homographic	['self-restrained', 'temperate', 'moderate', 'abstemious']	['regionally', 'geographically', 'relating to a continent']	continemment	['sobre', 'tempéré', 'modéré', 'abstinent']	['régionalement', 'géographiquement', 'par rapport à un continent']	continently	['sober', 'temperate', 'moderate', 'abstinent']	['regionally', 'geographically', 'relative to a continent']
39	"""For what we are about to receive, may the Lord make us truly thankful,"" he said gracefully."				gracefully	homographic	['elegantly', 'beautifully', 'smoothly']	['prayerfully', 'devoutly', 'sayinggrace', 'piously']	avec grâce	['élégamment', 'magnifiquement', 'avec fluidité']	['pieusement', 'dévotement', 'en disant le bénédicité', 'religieusement']	with grace	['elegantly', 'magnificently', 'fluidly']	['piously', 'devoutly', 'saying grace', 'religiously']
40	"""Has my magazine arrived?"" he asked periodically."				periodically	homographic	['regularly', 'frequently', 'repeatedly', 'from time to time']	['relating to a periodical', 'magazine-related', 'published intervally']	périodiquement	['régulièrement', 'fréquemment', 'répétitivement', 'de temps en temps']	['relatif à un périodique', 'lié aux magazines', 'publié par intervalles']	periodically	['regularly', 'frequently', 'repetitively', 'from time to time']	['related to a periodical', 'linked to magazines', 'published at intervals']
41	"""Have you seen my collection of ancient Chinese artifacts?"" he asked charmingly."				charmingly	homophonic	['delightfully', 'pleasantly', 'charismatic', 'appealingly']	['Ming-ly', 'Ming dynasty', 'ceramic', 'porcelain']	charmant	['délicieusement', 'agréablement', 'charismatique', 'de façon attrayante']	['à la Ming', 'dynastie Ming', 'céramique', 'porcelaine']	charming	['delightfully', 'pleasantly', 'charismatic', 'attractively']	['Ming-like', 'Ming dynasty', 'ceramic', 'porcelain']
42	"""How do you start a model-T Ford without a battery?"" he asked crankily."				crankily	homographic	['irritable', 'grumpy', 'grouchy', 'bad-tempered']	['referencing a hand crank', 'mechanical winding', 'manual starting', 'rotating a handle']	maussadement	['irritable', 'grincheux', 'maussade', 'de mauvaise humeur']	['faisant référence à une manivelle', 'remontage mécanique', 'démarrage manuel', 'tourner une poignée']	crankily	['irritable', 'grumpy', 'gloomy', 'bad-tempered']	['referring to a crank', 'mechanical winding', 'manual start-up', 'turning a handle']
43	"""How long will I have to wait for a table?"" he asked without reservation."				reservation	homographic	['booking', 'appointment', 'scheduled arrangement']	['hesitation', 'doubt', 'reluctance', 'uncertainty']	réservation	['réservation', 'rendez-vous', 'arrangement prévu']	['hésitation', 'doute', 'réticence', 'incertitude']	reservation	['reservation', 'appointment', 'planned arrangement']	['hesitation', 'doubt', 'reluctance', 'uncertainty']
44	"""I bought myself fifty hamburgers and I've only ten left,"" he said with fortitude."				fortitude	homophonic	['courage', 'bravery', 'endurance', 'resilience']	['forty chewed', 'forty eaten', 'masticated', 'consumed']	fortitude	['courage', 'bravoure', 'endurance', 'résilience']	['quarante mâchés', 'quarante mangés', 'mastication', 'consommé']	fortitude	['courage', 'bravery', 'endurance', 'resilience']	['forty chewed', 'forty eaten', 'chewing', 'consumed']
45	"""I can eat one hundred and forty-four,"" he boasted grossly."				grossly	homographic	['excessively', 'disgustingly', 'coarsely', 'vulgarly']	['by the gross', 'twelve dozen', 'one hundred and forty-four fold']	grossièrement	['excessivement', 'dégoûtamment', 'grossièrement', 'vulgairement']	['à la grosse', 'douze douzaines', 'cent quarante-quatre fois']	grossly	['excessively', 'disgustingly', 'rudely', 'vulgarly']	['by the gross', 'twelve dozen', 'one hundred forty-four times']
46	"""I can see through the window,"" he said stiltedly."				stiltedly	homographic	['stiffly', 'formally', 'unnaturally', 'awkwardly']	['on stilts', 'elevated', 'propped up', 'tall']	guindé	['de manière rigide', 'formellement', 'antinaturellement', 'maladroitement']	['sur des échasses', 'élevé', 'soutenu', 'grand']	stiff	['rigidly', 'formally', 'unnaturally', 'awkwardly']	['on stilts', 'elevated', 'supported', 'tall']
47	"""I can take photographs if I want to!"" he snapped."				snapped	homographic	['photographed', 'captured', 'shot']	['retorted', 'barked', 'exclaimed angrily']	craqué	['photographié', 'capturé', 'cliché']	"['répliqué', 'aboyé', ""s'estexclamé avec colère""]"	cracked	['photographed', 'captured', 'snapshot']	['snapped', 'barked', 'exclaimed angrily']
48	"""I chop down trees for a living,"" he said lumberingly."				lumberingly	homographic	['awkwardly', 'clumsily', 'heavily', 'ungainly']	['woodcutting', 'loggingly', 'timber-related']	lourdement	['maladroitement', 'gauchement', 'pesamment', 'sans grace']	['bucheronnage', 'exploitation forestiere', 'lie au bois']	heavily	['clumsily', 'awkwardly', 'ponderously', 'gracelessly']	['logging', 'forestry', 'related to wood']
49	"""I compliment the company that makes the Macintosh computer,"" he said applauding."				applauding	homophonic	['clapping', 'cheering', 'praising']	['a-pudding', 'dessert', 'sweet']	applaudissement	['frapper des mains', 'clamer', 'louer']	['un pudding', 'dessert', 'sucré']	applause	['clapping hands', 'acclaim', 'praise']	['a pudding', 'dessert', 'sweet']
50	"""I couldn't believe there were 527, 986 bees in the swarm!"" he recounted."				recounted	homographic	['narrated', 'told', 'related', 'described']	['totaled', 'calculated', 'tabulated', 'enumerated']	raconté	['narré', 'dit', 'relaté', 'décrit']	['recompté', 'calculé', 'tabulé', 'énuméré']	retold	['narrated', 'told', 'related', 'described']	['recounted', 'calculated', 'tabulated', 'enumerated']
51	"""I didn't look at all!"" he peeped."				peeped	homographic	['looked', 'glanced', 'peeked', 'glimpsed']	['chirped', 'tweeted', 'squeaked', 'uttered']	piqué	"['regardé', ""jeté un coup d'oeil"", 'épié', 'aperçu']"	['pépié', 'gazouillé', 'pousser un cri', 'émis un son']	stung	['watched', 'glanced at', 'spied on', 'spotted']	['chirped', 'warbled', 'uttered a cry', 'emitted a sound']
52	"""I have a gift for you,"" he said presently."				presently	homographic	['soon', 'shortly', 'before long', 'anon']	['gift-like', 'in the manner of a present', 'pertaining to a gift']	actuellement	"['bientôt', 'sous peu', 'prochainement', ""tout à l'heure""]"	"['en guise de cadeau', ""à la manière d'un présent"", 'relatif à un don']"	currently	['soon', 'shortly', 'presently', 'in a moment']	['as a gift', 'in the manner of a present', 'relating to a donation']
53	"""I have been reading Voltaire,"" he admitted candidly."				candidly	homographic	['honestly', 'frankly', 'sincerely', 'openly']	"['referencing Candide', ""alluding to Voltaire's main character"", 'stylishly like Candide']"	candidement	['honnêtement', 'franchement', 'sincèrement', 'ouvertement']	['faisant référence à Candide', 'allusion au personnage principal de Voltaire', 'dans le style de Candide']	candidly	['honestly', 'frankly', 'sincerely', 'openly']	"['referring to Candide', ""allusion to Voltaire's main character"", 'in the style of Candide']"
54	"""I have to check the score on this exam again,"" he remarked."				remarked	homographic	['commented', 'stated', 'noted', 'observed', 'said']	['re-graded', 'marked again', 're-evaluated', 'corrected again', 're-scored']	remarqué	['commenté', 'déclaré', 'noté', 'observé', 'dit']	['re-noté', 'marqué à nouveau', 'réévalué', 'corrigé à nouveau', 're-noté']	noticed/re-marked	['commented', 'stated', 'noted', 'observed', 'said']	['re-graded', 'marked again', 're-evaluated', 'corrected again', 're-noted']
55	"""I have to fix the car,"" he said mechanically."				mechanically	homographic	['automatically', 'reflexively', 'habitually', 'without thinking']	['by a mechanic', 'regarding machinery', 'technically', 'manually']	mécaniquement	['automatiquement', 'par réflexe', 'habituellement', 'sans réfléchir']	['par un mécanicien', 'concernant la machinerie', 'techniquement', 'manuellement']	mechanically	['automatically', 'by reflex', 'habitually', 'without thinking']	['by a mechanic', 'concerning machinery', 'technically', 'manually']
56	"""I have to keep this fire alight,"" he bellowed."				bellowed	homographic	['shouted', 'yelled', 'hollered', 'roared']	['used a bellows', 'fanned a fire', 'puffed air', 'blown']	mugir	['crié', 'hurlé', 'braillé', 'rugi']	"['utilisé un soufflet', 'attisé un feu', ""soufflé de l'air"", 'soufflé']"	bellow	['shouted', 'yelled', 'bawled', 'roared']	['used a bellows', 'fanned a fire', 'blew air', 'puffed']
57	"""I haven't had my photographs developed yet,"" he said negatively."				negatively	homographic	['pessimistically', 'unfavorable', 'skeptically']	['photographic negative', 'inverted colors', 'film-based']	négativement	['pessimiste', 'défavorable', 'sceptique']	['négatif photographique', 'couleurs inversées', 'argentique']	negatively	['pessimistic', 'unfavorable', 'skeptical']	['photographic negative', 'inverted colors', 'silver halide']
58	"""I know what herb would taste nice with this,"" he said sagely."				sagely	homographic	['wisely', 'judiciously', 'with great wisdom', 'perceptively']	['resembling sage', 'clove-like flavor', 'tasting of herbs', 'salvia-related']	sagement	['judicieusement', 'avec beaucoup de sagesse', 'de façon perspicace', 'prudemment']	"['ressemblant à de la sauge', 'goût de clou de girofle', ""goût d'herbes"", 'lié à la sauge']"	wisely	['judiciously', 'with great wisdom', 'insightfully', 'prudently']	['resembling sage', 'clove-like taste', 'herbal taste', 'related to sage']
59	"""I like modern painting,"" he said abstractly."				abstractly	homographic	['distractedly', 'preoccupiedly', 'absent-mindedly']	['non-representationally', 'conceptually', 'theoretically']	abstraitement	"['distraitement', 'avec préoccupation', ""d'un air absent""]"	['de façon non figurative', 'conceptuellement', 'théoriquement']	abstractly	['distractedly', 'with preoccupation', 'absent-mindedly']	['non-figuratively', 'conceptually', 'theoretically']
60	"""I like ragged margins,"" he said without justification."				justification	homographic	['rationalization', 'defense', 'reason', 'validity']	['alignment', 'adjustment', 'typesetting', 'margin-setting']	justification	['rationalisation', 'défense', 'raison', 'validité']	['alignement', 'ajustement', 'mise en page', 'réglage des marges']	justification	['rationalization', 'defense', 'reason', 'validity']	['alignment', 'adjustment', 'layout', 'margin adjustment']
61	"""I make the armour out of chain links,"" he replied by mail."				mail	homophonic	['post', 'correspondence', 'delivery']	['chainmail', 'mesh', 'hauberk', 'male']	maille	['courrier', 'correspondance', 'livraison']	['cotte de mailles', 'filet', 'haubert', 'mâle']	mesh	['mail', 'correspondence', 'delivery']	['chainmail', 'net', 'hauberk', 'male']
62	"""I prefer trout to salmon,"" he said officiously."				officiously	homophonic	['meddlesomely', 'intrusively', 'dictatorially', 'bossily']	['o-fish-ally', 'officially', 'formally', 'form-of-fish']	officieusement	['mêlant', 'intrusivement', 'dictatorialement', 'autoritairement']	['o-poisson-ment', 'officiellement', 'formellement', 'forme-de-poisson']	unofficially	['meddling', 'intrusively', 'dictatorially', 'authoritatively']	['o-fish-ly', 'officially', 'formally', 'fish-shaped']
63	"""I presented my case to the judge,"" he said briefly."				briefly	homographic	['succinctly', 'quickly', 'shortly', 'concisely']	['legal document', 'summary of facts', 'argument', 'case file']	brièvement	['succinctement', 'rapidement', 'brièvement', 'concisément']	['document juridique', 'résumé des faits', 'argumentaire', 'dossier']	briefly	['succinctly', 'quickly', 'briefly', 'concisely']	['legal document', 'summary of facts', 'legal argument', 'case file']
64	"""I swallowed some of the glass from that broken window,"" he said painfully."				painfully	homophonic	['agonizingly', 'uncomfortably', 'with physical suffering']	['panefully', 'windowpanes', 'full of glass sections']	douloureusement	['péniblement', 'inconfortablement', 'avec une souffrance physique']	['carreaument', 'vitres de fenêtre', 'plein de sections de verre']	painfully	['painfully', 'uncomfortably', 'with physical suffering']	['pane-fully', 'window panes', 'full of glass sections']
65	"""I teach at a university,"" he professed."				professed	homographic	['declared', 'announced', 'stated', 'asserted']	['acted as a professor', 'taught', 'lectured', 'instructed']	professé	['déclaré', 'annoncé', 'affirmé', 'soutenu']	['exercé comme professeur', 'enseigné', 'donné des cours', 'instruit']	professed	['declared', 'announced', 'affirmed', 'maintained']	['practiced as a professor', 'taught', 'given lectures', 'instructed']
66	"""I think I've broken my leg,"" he reported lamely."				lamely	homographic	['unconvincingly', 'feebly', 'weakly', 'uninspiringly']	['with a limp', 'haltingly', 'crippledly', 'disabledly']	piètrement	['de manière peu convaincante', 'faiblement', 'médiocrement', 'sans inspiration']	"['en boitant', ""d'un pas hésitant"", 'clopin-clopan', 'avec infirmité']"	poorly	['unconvincingly', 'weakly', 'mediocrely', 'uninspiredly']	['limping', 'with a hesitant step', 'hobbling', 'with infirmity']
