id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
en_1169	Old professors never die, they just lose their class.	class	homographic	class	class	homographic	['students', 'course', 'lecture', 'pupils']	['style', 'elegance', 'sophistication', 'dignity']	classe	['étudiants', 'cours', 'conférence', 'élèves']	['style', 'élégance', 'raffinement', 'dignité']	class	['students', 'course', 'lecture', 'pupils']	['style', 'elegance', 'refinement', 'dignity']
en_1171	Pasteur was boiling about not being invited.	boiling	homographic	boiling	boiling	homographic	['angry', 'furious', 'seething', 'enraged']	['heating', 'simmering', 'pasturizing', 'sterilizing']	bouillir	['en colère', 'furieux', 'bouillonnant', 'enragé']	['chauffer', 'mijoter', 'pasteuriser', 'stériliser']	boil	['angry', 'furious', 'seething', 'enraged']	['heat', 'simmer', 'pasteurize', 'sterilize']
en_1176	Sometimes a pencil sharpener is needed in order to make a good point.	point	homographic	point	point	homographic	['tip', 'sharp end', 'nib', 'tapered end']	['argument', 'idea', 'thesis', 'valid observation']	point	['pointe', 'extrémité aiguë', 'plume', 'extrémité effilée']	['argument', 'idée', 'thèse', 'remarque pertinente']	point	['tip', 'sharp end', 'feather', 'tapered end']	['argument', 'idea', 'thesis', 'relevant remark']
en_1178	Cooks have a lot of spice in their lives.	spice	homographic	spice	spice	homographic	['seasoning', 'condiment', 'herb', 'flavoring']	['excitement', 'variety', 'zest', 'interest']	épice	['assaisonnement', 'condiment', 'herbe', 'aromate']	['excitation', 'variété', 'piquant', 'intérêt']	spice	['seasoning', 'condiment', 'herb', 'aromatic']	['excitement', 'variety', 'spiciness', 'interest']
en_1181	Old tree surgeons never die, they are just uprooted.	uprooted	homographic	uprooted	uprooted	homographic	['displaced', 'relocated', 'removed from a settled state']	['pulled out by the roots', 'grubbed', 'extracted from the soil']	déraciné	['déplacé', 'relocalisé', "retiré d'un état stable"]	['arraché par les racines', 'extirpé', 'extrait du sol']	uprooted	['displaced', 'relocated', 'removed from a stable state']	['pulled out by the roots', 'extirpated', 'taken out of the ground']
en_1184	The trucker explained that he was early because he had had no breaks.	breaks	homophonic	brakes	breaks	homophonic	['rest', 'pauses', 'intermissions', 'intervals']	['brakes', 'stoppers', 'slowing devices', 'deceleration system']	freins	['repos', 'pauses', 'entractes', 'intervalles']	['freins', 'arrêts', 'dispositifs de ralentissement', 'système de décélération']	brakes	['rests', 'breaks', 'intermissions', 'intervals']	['brakes', 'stops', 'slowing devices', 'deceleration system']
en_1195	Old plumbers never die, they just pipe down.	pipe	homographic	pipe	pipe down	homographic	['become quiet', 'shush', 'silence oneself', 'stop talking']	['installing piping', 'plumbing work', 'laying conduits', 'lowering a pipe']	la boucle est bouclée	['devenir silencieux', 'chut', 'se taire', 'arrêter de parler']	['installer des tuyaux', 'travaux de plomberie', 'poser des conduits', 'abaisser un tuyau']	the loop is closed	['become silent', 'shh', 'be quiet', 'stop talking']	['install pipes', 'plumbing work', 'lay conduits', 'lower a pipe']
en_1204	The cat in northern Scandinavia always had a lapp to sit on.	lapp	homophonic	lap	lapp	homophonic	['lap', 'thighs', 'knees']	['Lapp', 'Sami', 'Laplander', 'Scandinavian']	lapp	['genoux', 'cuisses', 'jambes repliées']	['Lapon', 'Sami', 'Laponien', 'Scandinave']	lapp	['knees', 'thighs', 'folded legs']	['Lapp', 'Sami', 'Lapponian', 'Scandinavian']
en_1210	The groundskeeper at a large cemetery was important because he had 5000 people under him.	under	homographic	under	under	homographic	['subordinate', 'below in rank', 'managed by', 'reporting to']	['buried', 'beneath the surface', 'underground', 'interred']	sous	['subordonné', 'inférieur en grade', 'géré par', 'relevant de']	['enterré', 'sous la surface', 'souterrain', 'inhumé']	under	['subordinate', 'lower in rank', 'managed by', 'reporting to']	['buried', 'below the surface', 'underground', 'interred']
en_1211	A little boy called his father who made balloons 'pop'.	pop	homographic	pop	pop	homographic	['father', 'dad', 'papa', 'pa']	['burst', 'explode', 'puncture', 'rupture']	pop	['père', 'papa', 'papa', 'papa']	['éclater', 'exploser', 'percer', 'rompre']	pop	['father', 'dad', 'dad', 'dad']	['burst', 'explode', 'pierce', 'break']
en_1223	Neuter your dog-an ounce of prevention is better than a pound of curs.	curs	homophonic	cures	curs	homophonic	['cure', 'remedy', 'solution', 'cures']	['dogs', 'mongrels', 'mutt', 'hounds']	curs	['cure', 'remède', 'solution', 'cures']	['chiens', 'bâtards', 'clébard', 'molosses']	curs	['cure', 'remedy', 'solution', 'cures']	['dogs', 'mongrels', 'mutt', 'mastiffs']
en_1227	He recommended the restaurant to me, and said he had no reservations.	reservations	homographic	reservations	reservations	homographic	['doubts', 'misgivings', 'hesitations', 'qualms']	['bookings', 'arrangements', 'appointments', 'pre-booked tables']	réservations	['doutes', 'réticences', 'hésitations', 'scrupules']	['réservations', 'arrangements', 'rendez-vous', 'tables pré-réservées']	reservations	['doubts', 'reluctance', 'hesitations', 'scruples']	['reservations', 'arrangements', 'appointments', 'pre-booked tables']
en_1231	The mortician was late for dinner because he was buried in his work.	buried	homographic	buried	buried	homographic	['busy', 'overwhelmed', 'engrossed', 'swamped']	['interred', 'entombed', 'laid to rest', 'placed underground']	enterré	['occupé', 'débordé', 'absorbé', 'submergé']	['inhumé', 'enseveli', 'mis au repos', 'placé sous terre']	buried	['busy', 'overwhelmed', 'absorbed', 'swamped']	['interred', 'buried', 'laid to rest', 'placed underground']
en_1232	Old enumerators never die, they just lose their census	census	homophonic	senses	census	homophonic	['census', 'population count', 'official survey', 'demographic tally']	['senses', 'faculties', 'reason', 'awareness', 'sanity']	recensement	['recensement', 'dénombrement de la population', 'enquête officielle', 'comptage démographique']	['sens', 'facultés', 'raison', 'conscience', 'santé mentale']	census	['census', 'counting of the population', 'official survey', 'demographic counting']	['sense', 'faculties', 'reason', 'consciousness', 'mental health']
en_1233	The class took a field trip to a meat processing plant, but what they saw was just offal.	offal	homophonic	awful	offal	homophonic	['carrion', 'organ meats', 'entrails', 'waste parts', 'refuse']	['awful', 'terrible', 'horrific', 'bad', 'dreadful']	abats	['charogne', 'abats', 'entrailles', 'parties de rebut', 'déchets']	['affreux', 'terrible', 'horrible', 'mauvais', 'épouvantable']	offal	['carrion', 'offal', 'entrails', 'scraps', 'waste']	['awful', 'terrible', 'horrible', 'bad', 'dreadful']
en_1248	Old pilots never die, they just get more turbulent.	turbulent	homographic	turbulent	turbulent	homographic	['unstable', 'bumpy', 'atmospheric disturbance', 'rough air']	['unruly', 'rowdy', 'agitated', 'quarrelsome', 'tempestuous']	turbulent	['instable', 'bosselé', 'perturbation atmosphérique', 'air agité']	['indiscipliné', 'chahuteur', 'agité', 'querelleur', 'tempétueux']	turbulent	['unstable', 'bumpy', 'atmospheric disturbance', 'rough air']	['undisciplined', 'rowdy', 'restless', 'quarrelsome', 'stormy']
en_1249	Use your own toothbrush! he bristled.	bristled	homographic	bristled	bristled	homographic	['became stiff', 'prickled', 'stood up', 'spiky']	['fumed', 'became indignant', 'showed anger', 'took offense']	hérissé	['devenu raide', 'piqué', "s'est dressé", 'épineux']	['fulminé', 'devenu indigné', 'montré de la colère', "s'est offensé"]	bristled	['become stiff', 'pricked', 'stood up', 'spiny']	['fumed', 'become indignant', 'showed anger', 'took offense']
en_1252	My wife really likes to make pottery, but to me it's just kiln time.	kiln	homophonic	killing	kiln	homophonic	['furnace', 'oven', 'kiln', 'ceramic heater']	['killing', 'slaying', 'murdering', 'wasting']	four	['four', 'four', 'four à céramique', 'chauffe-céramique']	['tuer', 'massacrer', 'assassiner', 'gaspiller']	oven	['oven', 'oven', 'ceramic oven', 'ceramic heater']	['kill', 'massacre', 'assassinate', 'waste']
en_1254	I won't tell you anything about my salivary glands, he said secretively.	secretively	homophonic	secrete	secretively	homographic	['covertly', 'stealthily', 'privately', 'clandestinely']	['secreting', 'discharging', 'releasing fluid', 'excreting']	secrètement	['furtivement', 'subrepticement', 'privément', 'clandestinement']	['sécrétant', 'déchargeant', 'libérant un liquide', 'excrétant']	secretly	['furtively', 'surreptitiously', 'privately', 'clandestinely']	['secreting', 'discharging', 'releasing a liquid', 'excreting']
en_1256	I might study something at a university that someone once told me about-there is a degree of ambiguity there.	degree	homographic	degree	degree	homographic	['academic qualification', 'diploma', 'certification', 'baccalaureate']	['extent', 'amount', 'measure', 'level']	diplôme	['qualification académique', 'diplôme', 'certification', 'baccalauréat']	['étendue', 'quantité', 'mesure', 'niveau']	degree	['academic qualification', 'degree', 'certification', 'baccalaureate']	['extent', 'quantity', 'measure', 'level']
en_1262	People have a happy time vacationing in Ireland because they are walking on Eire.	eire	homophonic	air	Eire	homophonic	['Ireland', 'Republic of Ireland', 'the Emerald Isle']	['air', 'atmosphere', 'sky', 'breeze']	Eire	['Irlande', "République d'Irlande", "l'île d'Émeraude"]	['air', 'atmosphère', 'ciel', 'brise']	Eire	['Ireland', 'Republic of Ireland', 'the Emerald Isle']	['air', 'atmosphere', 'sky', 'breeze']
en_1269	Who's your favorite operatic tenor? he asked placidly.	placidly	homophonic	placido	placidly	homophonic	['calmly', 'peacefully', 'serenely', 'quietly']	['Placido Domingo', 'Domingo-like', 'operatically']	placidement	['calmement', 'paisiblement', 'sereinement', 'tranquillement']	['Placido Domingo', 'comme Domingo', 'opératiquement']	placidly	['calmly', 'peacefully', 'serenely', 'quietly']	['Placido Domingo', 'like Domingo', 'operatically']
en_1270	The salt said 'hi' to the pepper. It was seasonings greetings.	seasonings	homophonic	seasons	seasonings	homophonic	['spices', 'condiments', 'flavorings', 'herbs']	["season's", 'seasonal', 'holiday', 'festive']	assaisonnements	['épices', 'condiments', 'aromatisants', 'herbes']	['de la saison', 'saisonnier', 'vacances', 'festif']	seasonings	['spices', 'condiments', 'flavorings', 'herbs']	['of the season', 'seasonal', 'holidays', 'festive']
en_1271	The book about Teflon contained no frictional characters.	frictional	homophonic	fictional	frictional	homophonic	['frictional', 'abrasive', 'rubbing', 'resistant']	['fictional', 'imaginary', 'invented', 'made-up']	frottement	['de frottement', 'abrasif', 'râpeux', 'résistant']	['fictionnel', 'imaginaire', 'inventé', 'fabriqué']	friction	['of friction', 'abrasive', 'rough', 'resistant']	['fictional', 'imaginary', 'invented', 'fabricated']
en_1273	Three fingers were willing to cooperate but the thumb and forefinger were opposed.	opposed	homographic	opposed	opposed	homographic	['against', 'conflicting', 'disagreeing', 'hostile']	['opposable', 'facing', 'placed opposite', 'counterposed']	opposé	['contre', 'conflictuel', 'en désaccord', 'hostile']	['opposable', 'en face de', 'placé en face', 'contreposé']	opposite	['against', 'conflicting', 'in disagreement', 'hostile']	['opposable', 'opposite to', 'placed opposite', 'counterposed']
en_1279	If you spend too much time in the coffee shop you'll be latte for work.	latte	homophonic	late	latte	homophonic	['espresso', 'caffe latte', 'coffee', 'steamed milk drink']	['late', 'tardy', 'delayed', 'behind schedule', 'overdue']	latte	['espresso', 'café latte', 'café', 'boisson de lait chaud']	['en retard', 'tardif', 'retardé', 'hors délai', 'en retard de programme']	latte	['espresso', 'cafe latte', 'coffee', 'hot milk drink']	['late', 'belated', 'delayed', 'overdue', 'behind schedule']
en_1282	In ancient times, seagoing vessels were much more fuel efficient. They got thousands of miles to the galleon.	galleon	homophonic	gallon	galleon	homophonic	['sailing ship', 'vessel', 'man-of-war', 'galleon']	['gallon', 'unit of volume', 'four quarts', 'fuel measurement']	galion	['navire à voiles', 'vaisseau', 'navire de guerre', 'galion']	['gallon', 'unité de volume', 'quatre pintes', 'mesure de carburant']	galleon	['sailing ship', 'vessel', 'warship', 'galleon']	['gallon', 'unit of volume', 'four quarts', 'fuel measurement']
en_1283	Some resist having the'flu jab but it's quite innocuous.	innocuous	homophonic	inoculate	innocuous	homophonic	['harmless', 'safe', 'non-toxic', 'benign', 'innocuous']	['in a queue', 'waiting in line', 'queued up', 'succession', 'waiting']	innocuité	['inoffensif', 'sûr', 'non toxique', 'bénin', 'innocuité']	['dans une file', 'attendre en ligne', 'faire la queue', 'succession', 'en attente']	innocuousness	['harmless', 'safe', 'non-toxic', 'benign', 'innocuousness']	['in a line', 'waiting in line', 'queueing', 'succession', 'waiting']
en_1294	Pretend we were in the days before railways, he coached.	coached	homophonic	coach	coached	homographic	['instructed', 'trained', 'tutored', 'guided']	['traveled by horse-drawn carriage', 'drove a stagecoach', 'transported via coach']	entraîné	['instruit', 'formé', 'tutoré', 'guidé']	['voyagé en diligence', 'conduit une diligence', 'transporté en voiture à cheval']	trained	['educated', 'trained', 'tutored', 'guided']	['traveled by stagecoach', 'drove a stagecoach', 'transported by horse-drawn carriage']
en_1303	Old principals never die they just lose their faculties.	faculties	homographic	faculties	faculties	homographic	['teachers', 'professors', 'staff', 'educators', 'academic departments']	['mental powers', 'senses', 'capabilities', 'reasoning', 'wits']	facultés	['enseignants', 'professeurs', 'personnel', 'éducateurs', 'départements académiques']	['capacités mentales', 'sens', 'aptitudes', 'raisonnement', 'esprit']	faculties	['teachers', 'professors', 'staff', 'educators', 'academic departments']	['mental abilities', 'senses', 'aptitudes', 'reasoning', 'mind']
en_1305	Old railroaders never die, they just derail.	derail	homographic	derail	derail	homographic	['run off the tracks', 'crash', 'capsize', 'devolved']	['fail', 'deteriorate', 'go awry', "lose one's way"]	dérailler	['sortir des rails', "s'écraser", 'chavirer', 'dégénérer']	['échouer', 'se détériorer', 'mal tourner', 'perdre son chemin']	to derail	['to go off the rails', 'to crash', 'to capsize', 'to degenerate']	['to fail', 'to deteriorate', 'to go wrong', "to lose one's way"]
en_1310	He bought a plate with four corners so he could have a square meal.	square	homographic	square	square	homographic	['quadrilateral', 'four-sided', 'rectangular', 'right-angled']	['substantial', 'satisfying', 'balanced', 'nourishing', 'hearty']	carré	['quadrilatère', 'à quatre côtés', 'rectangulaire', 'à angle droit']	['substantiel', 'satisfaisant', 'équilibré', 'nourrissant', 'copieux']	square	['quadrilateral', 'with four sides', 'rectangular', 'right-angled']	['substantial', 'satisfying', 'balanced', 'nutritious', 'hearty']
en_1330	Because they moved into an apartment, they didn't need to cut the grass any mow.	mow	homophonic	more	mow	homophonic	['more', 'further', 'additional', 'longer']	['mow', 'cut', 'trim', 'scythe']	tondre	['plus', 'davantage', 'supplémentaire', 'plus longtemps']	['tondre', 'couper', 'tailler', 'faucher']	shear	['more', 'further', 'additional', 'longer']	['shear', 'cut', 'trim', 'mow']
en_1335	Gravity, it's always putting everyone down.	putting	homographic	putting	putting down	homographic	['pulling', 'dropping', 'lowering', 'exerting force', 'attracting downward']	['insulting', 'belittling', 'disparaging', 'criticizing', 'demeaning']	poser	['tirer', 'laisser tomber', 'abaisser', 'exercer une force', 'attirer vers le bas']	['insulter', 'rabaisser', 'déprécier', 'critiquer', 'dénigrer']	put down	['pull', 'drop', 'lower', 'apply a force', 'pull down']	['insult', 'belittle', 'depreciate', 'criticize', 'denigrate']
en_1345	The scorpion said to the desert, 'You know, our conversations are always so dry.'	dry	homographic	dry	dry	homographic	['arid', 'parched', 'waterless', 'dehydrated']	['humorless', 'dull', 'boring', 'uninteresting']	sec	['aride', 'desséché', 'sans eau', 'déshydraté']	['sans humour', 'terne', 'ennuyeux', 'inintéressant']	dry	['arid', 'dried out', 'without water', 'dehydrated']	['without humor', 'dull', 'boring', 'uninteresting']
en_1347	A busy barber is quite harried.	harried	homophonic	hairy	harried	homophonic	['stressed', 'harassed', 'strained', 'agitated']	['hairied', 'hairy', 'hirsute', 'shaggy']	harcelé	['stressé', 'harcelé', 'tendu', 'agité']	['chevelu', 'poilu', 'hirsute', 'touffu']	harassed	['stressed', 'harassed', 'tense', 'agitated']	['hairy', 'hairy', 'shaggy', 'bushy']
en_1349	The gunman took a shot at new opportunities.	shot	homographic	shot	shot	homographic	['discharge of a firearm', 'gunfire', 'bullet', 'blast']	['attempt', 'try', 'chance', 'endeavor', 'effort']	coup	["décharge d'une arme à feu", 'coup de feu', 'balle', 'détonation']	['tentative', 'essai', 'chance', 'entreprise', 'effort']	shot	['discharge of a firearm', 'gunshot', 'bullet', 'detonation']	['attempt', 'trial', 'chance', 'venture', 'effort']
en_135	The cobbler was asked how many shoes he had soled by a well	soled	homophonic	sold	soled	homophonic	['soled', 'repaired', 'resoled', 'mended']	['sold', 'traded', 'exchanged', 'vended']	semelée	['semelée', 'réparée', 'ressemelée', 'raccommodée']	['vendue', 'échangée', 'troquée', 'cédée']	soled	['soled', 'repaired', 'resoled', 'mended']	['sold', 'exchanged', 'bartered', 'ceded']
