id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning
2836	Someone once accused me of stealing an old, rare, valuable stamp, and I philately denied it.				philately	homophonic	['postage', 'collection', 'stamp', 'postal', 'perforation', 'valuation']	['flatly', 'absolutely', 'categorically', 'completely', 'firmly', 'resolutely']
2837	Someone said my strobe light was very flashy.				flashy	homographic	['strobe', 'intermittent', 'burst', 'bright', 'flickering', 'visibility']	['ostentatious', 'showy', 'garish', 'flamboyant', 'expensive', 'gaudy']
2838	Someone who attempts long distance fraud is known as a phony.				phony	homophonic	['telephone', 'call', 'cellular', 'dial', 'receiver', 'transmission']	['fake', 'fraudulent', 'imposter', 'insincere', 'counterfeit', 'deceptive']
2839	Someone who robs shoe stores is an arch criminal.				arch	homographic	['footwear', 'support', 'insole', 'anatomy', 'sole', 'bridge']	['villain', 'notorious', 'extreme', 'chief', 'criminal', 'mastermind']
2840	Someone who sells old chess pieces is a pawn broker.				pawn	homographic	['chess', 'piece', 'game', 'board', 'rank', 'strategy']	['loan', 'collateral', 'broker', 'shop', 'money', 'debt']
2841	Someone with contact lense problems eventually found a solution.				solution	homographic	['liquid', 'saline', 'fluid', 'rinse', 'cleanser', 'mixture']	['answer', 'resolution', 'outcome', 'result', 'key', 'fix']
2842	Something special in the air.				air	homographic	['atmosphere', 'oxygen', 'breeze', 'wind', 'sky', 'climate']	['broadcast', 'radio', 'television', 'signal', 'transmission', 'antenna']
2843	Sometimes a pencil sharpener is needed in order to make a good point.				point	homographic	['tip', 'sharp', 'lead', 'narrow', 'apex', 'stationery']	['argument', 'logic', 'conclusion', 'relevance', 'meaning', 'perspective']
2844	Sometimes a pregnancy is so long it seems like a maternity.				maternity	homographic	['motherhood', 'gestation', 'prenatal', 'childbirth', 'obstetrics', 'parental']	['eternity', 'forever', 'infinite', 'timelessness', 'everlasting', 'perpetuity']
2845	Sometimes our Outlook in Life is sent but not received.				Outlook	homographic	['Email', 'Software', 'Inbox', 'Draft', 'Message', 'Attachment']	['Perspective', 'Viewpoint', 'Attitude', 'Frame', 'Mindset', 'Future']
2846	Soon after he joined the band, the guitarist was instrumental.				instrumental	homographic	['musician', 'guitarist', 'acoustic', 'rhythm', 'performance', 'orchestral']	['crucial', 'essential', 'influential', 'central', 'integral', 'helper']
2847	Sorry boys, I keep the fuzzy cuffs at home.				cuffs	homographic	['handcuffs', 'restraints', 'police', 'arrest', 'metal', 'detention']	['sleeves', 'shirt', 'fabric', 'wrists', 'hems', 'clothing']
2848	Speed limit: the French police put their foot down				put their foot down	homographic	['accelerate', 'gas', 'pedal', 'engine', 'velocity', 'throttle']	['authority', 'enforce', 'command', 'discipline', 'order', 'restriction']
2849	Spelunking can be a most grottofying experience.				grottofying	homophonic	['satisfying', 'pleasurable', 'rewarding', 'fulfilling', 'delightful']	['grotto', 'cave', 'cavern', 'subterranean', 'rock', 'hollow']
2850	Splashing out on a swimming-pool? Take the plunge!				plunge	homographic	['dive', 'water', 'submerge', 'pool', 'swim', 'depth']	['risk', 'decide', 'commitment', 'venture', 'invest', 'undertake']
2851	Splendiferous. Perhaps I have intimidated you with my giantesque vocabulary...?				giantesque	homographic	['enormous', 'colossal', 'massive', 'huge', 'gargantuan', 'immense']	['lexicon', 'dictionary', 'syllables', 'erudite', 'grandiloquent', 'verbose']
2852	Spoiled meat is a dead loss.				dead	homographic	['deceased', 'lifeless', 'cadaverous', 'inanimate', 'inert', 'slaughtered']	['total', 'complete', 'absolute', 'unrecoverable', 'worthless', 'financial']
2853	Sports are refereed by people of many stripes.				stripes	homographic	['uniform', 'pattern', 'clothing', 'official', 'jersey', 'referee']	['character', 'varieties', 'categories', 'types', 'classification', 'nature']
2854	Stairs are useful and all, but elevators are really some next level technology.				next level	homographic	['floor', 'story', 'elevator', 'ascent', 'building', 'vertical']	['advanced', 'innovative', 'superior', 'future', 'top', 'climax']
2855	Stamp out excessive postage prices.				Stamp	homographic	['crush', 'tread', 'step', 'trample', 'foot', 'pressure']	['postage', 'envelope', 'seal', 'mail', 'ink', 'adhesive']
2856	Start a reaction.				reaction	homographic	['chemistry', 'catalysis', 'molecule', 'atom', 'substance', 'process']	['emotion', 'response', 'feedback', 'reflex', 'disbelief', 'sh', 'opinion']
2857	Start the school year WRITE.				WRITE	homophonic	['pen', 'pencil', 'ink', 'paper', 'script', 'compose']	['correct', 'perfect', 'proper', 'accurate', 'correctly', 'just']
2858	Stationery store employees formed a musical group called the Elastic Band.				Elastic Band	homographic	['rubber', 'stretch', 'stationery', 'flexible', 'loop', 'fastener']	['musicians', 'instruments', 'ensemble', 'rhythm', 'performance', 'concert']
2859	Stay frosty, my wolves.				frosty	homographic	['cold', 'frozen', 'ice', 'chilly', 'winter']	['alert', 'vigilant', 'calm', 'composed', 'focused']
2860	Stay ice sharp.				sharp	homographic	['blade', 'edge', 'honed', 'knife', 'cutting', 'pointed']	['alert', 'clever', 'focused', 'intelligent', 'attentive', 'quick']
2861	Stay pumped.				pumped	homographic	['excited', 'enthusiastic', 'energetic', 'motivated', 'eager', 'thrilled']	['inflated', 'pressure', 'air', 'tire', 'valve', 'compress']
2862	Staying at the trendy, new hotel was the inn thing to do.				inn	homophonic	['lodging', 'tavern', 'hostel', 'room', 'bed', 'breakfast']	['popular', 'fashionable', 'stylish', 'current', 'trendy', 'chic']
2863	"Stealing someone's coffee is called ""mugging""."				mugging	homographic	['cup', 'handle', 'ceramic', 'vessel', 'beverage', 'kitchenware']	['theft', 'assault', 'robbery', 'crime', 'stealing', 'attacker']
2864	Steering you in the right direction.				steering	homographic	['wheel', 'vehicle', 'navigation', 'column', 'drive', 'automobile']	['guidance', 'advice', 'counseling', 'mentorship', 'direction', 'influence']
2865	"Stereo speakers are made by ""high volume"" manufacturers."				high volume	homographic	['decibel', 'loud', 'audio', 'amplitude', 'acoustic', 'intensity']	['mass', 'quantity', 'production', 'industrial', 'wholesale', 'amount']
2866	Stereo speakers are made by'high volume'manufacturers.				high volume	homographic	['loudness', 'decibels', 'amplitude', 'sound', 'audio', 'noisy']	['quantity', 'mass', 'bulk', 'production', 'scale', 'amount']
2867	Steven Stealberg?				Stealberg	homophonic	['Spielberg', 'director', 'cinema', 'Hollywood', 'film', 'producer']	['steal', 'theft', 'robbery', 'larceny', 'burglar', 'pilfer']
2868	Stolen eggs are poached.				poached	homographic	['stolen', 'illegal', 'hunt', 'trespass', 'seized', 'tricked']	['cooked', 'simmered', 'water', 'boil', 'breakfast', 'soft']
2869	Students who accent their textbooks with color markers add a real highlight to their day.				highlight	homographic	['neon', 'fluorescent', 'marker', 'ink', 'underline', 'pigment']	['peak', 'climax', 'glory', 'feature', 'success', 'pinnacle']
2870	Studying fungus is a way to mold young minds.				mold	homographic	['fungus', 'spore', 'decay', 'mildew', 'growth', 'damp']	['shape', 'form', 'influence', 'sculpt', 'educate', 'develop']
2871	Submarine commanders like to submerge themselves in their work.				submerge	homographic	['sink', 'dive', 'underwater', 'plunge', 'oceanic', 'depths']	['dedicate', 'immerse', 'focus', 'engross', 'absorbed', 'busy']
2872	Success comes in cans, failure comes in cant's				cans	homophonic	['ability', 'power', 'capable', 'skill', 'potential']	['cylindrical', 'metal', 'container', 'aluminum', 'vessel']
2873	Suicide at sea is definitely going overboard.				overboard	homographic	['excessive', 'extreme', 'unreasonable', 'immoderate', 'radical']	['water', 'ship', 'ocean', 'drowning', 'deck', 'vessel']
2874	Superglue! he rejoined.				rejoined	homographic	['answered', 'replied', 'responded', 'retorted', 'remarked', 'stated']	['reattached', 'mended', 'fused', 'fastened', 'glued', 'connected']
2875	Sure I can climb cliffs! he bluffed.				bluffed	homographic	['deceived', 'pretended', 'faked', 'misled', 'boasted']	['cliff', 'ridge', 'rock', 'precipice', 'steep', 'escarpment']
2876	Surfing is a swell sport!				swell	homographic	['wave', 'ocean', 'surf', 'breaker', 'tide', 'crest']	['excellent', 'superb', 'wonderful', 'terrific', 'great', 'fantastic']
2877	Sweet potatoes? I yam impressed!				yam	homophonic	['tuber', 'root', 'vegetable', 'starchy', 'orange', 'edible']	['am', 'exist', 'state', 'being', 'declaration', 'verb']
2878	Swimmers have to be careful not to get into deep trouble.				deep	homographic	['ocean', 'bottom', 'water', 'abyss', 'submerged', 'trench']	['severe', 'serious', 'danger', 'intense', 'extreme', 'dire']
2879	Swimming instructors are always getting immersed in their work.				immersed	homographic	['submerged', 'underwater', 'liquid', 'saturated', 'soaked', 'pool']	['absorbed', 'focused', 'engrossed', 'dedicated', 'occupied', 'involved']
2880	Swimwear that sticks!				sticks	homographic	['adhesion', 'glue', 'bond', 'attach', 'tacky', 'grip']	['wood', 'branch', 'twig', 'timber', 'forest', 'bramble']
2881	Swine were the most influential animal of the last decade.				swine	homophonic	['pig', 'hog', 'porcine', 'hoof', 'livestock', 'snout']	['influential', 'popular', 'famous', 'trend', 'impactful', 'culture']
2882	Swirl of sweet, cascade of crunch.				crunch	homographic	['sound', 'crackle', 'snap', 'noise', 'chew', 'audible']	['cereal', 'granola', 'topping', 'morsel', 'bit', 'texture']
2883	Synchronization of gears in modern bicycles is cognitively demanding.				gears	homographic	['sprockets', 'chains', 'derailleur', 'shifting', 'pedal', 'velocity']	['brain', 'intelligence', 'reasoning', 'thought', 'logic', 'cognition']
2884	This is Papyrus's hotful helpline!				hotful	homophonic	['helpful', 'useful', 'support', 'assistance', 'kind', 'guidance']	['hot', 'heat', 'temperature', 'burning', 'warm', 'spicy']
2885	This puzzle! You figured it out so easily! That was very Papyrus of you.				Papyrus	homographic	['character', 'skeleton', 'brother', 'skeletor', 'video-game', 'personality']	['paper', 'ancient', 'reed', 'scroll', 'manuscript', 'writing']
2886	Tailors enjoy hanging out in internet fora, as they are full of threads.				threads	homographic	['yarn', 'fiber', 'sewing', 'needle', 'garment', 'fabric']	['messages', 'replies', 'discussion', 'forum', 'online', 'topic']
2887	Tailors have a measure of happiness because they are well suited to their jobs.				suited	homographic	['clothing', 'fabric', 'garment', 'tailoring', 'fashion', 'textile']	['compatible', 'appropriate', 'fitting', 'apt', 'qualified', 'matched']
2888	Take a God look at yourself.				God	homophonic	['deity', 'divine', 'creator', 'worship', 'sacred', 'holy']	['good', 'positive', 'favorable', 'excellent', 'quality', 'thorough']
2889	Take me to the dance, he bawled.				bawled	homophonic	['shouted', 'yelled', 'cried', 'loudly', 'vocal', 'commanded']	['ball', 'dance', 'formal', 'gala', 'party', 'celebration']
2890	Tasty creative solutions.				Tasty	homographic	['delicious', 'flavorful', 'savory', 'mouthwatering', 'appetizing', 'culinary']	['attractive', 'pleasing', 'skillful', 'excellent', 'smart', 'aesthetic']
2891	Taxidermists really know their stuff.				stuff	homographic	['filling', 'material', 'padding', 'insulation', 'polyester', 'batting']	['knowledge', 'expertise', 'proficiency', 'skill', 'information', 'facts']
2892	Taylor-ed to your needs.				Taylor-ed	homophonic	['tailor', 'sewing', 'garment', 'stitch', 'fabric', 'bespoke']	['customized', 'specific', 'adjusted', 'personal', 'suitable', 'individual']
2893	Teacher: In this box, I have a 10-foot snake. Sammy: You can't fool me, Teacher... snakes don't have feet.				feet	homographic	['length', 'measurement', 'imperial', 'unit', 'ruler', 'scale']	['appendage', 'limb', 'anatomy', 'toes', 'locomotion', 'pedal']
2894	Teacher: In this box, I have a 10-foot snake. Sammy: You can't fool me, Teacher... snakes don't have feet.				feet	homographic	['measurement', 'length', 'distance', 'standard', 'ruler', 'unit']	['appendage', 'limbs', 'toes', 'anatomy', 'claws', 'walking']
2895	Team work makes the dream work.				dream	homographic	['aspiration', 'ambition', 'goal', 'vision', 'success', 'achievement']	['sleep', 'slumber', 'unconscious', 'rem', 'nightmare', 'fantasy']
2896	Teeth aren't white until they Gleem.				Gleem	homophonic	['glow', 'shine', 'radiate', 'brightness', 'lustre', 'shimmer']	['toothpaste', 'brand', 'product', 'cleaning', 'hygiene', 'dentifrice']
2897	Telescope owners are starry eyed.				starry-eyed	homographic	['astronomy', 'telescope', 'observation', 'constellation', 'celestial', 'luminous']	['idealistic', 'naive', 'romantic', 'optimistic', 'dreamy', 'visionary']
2898	Tennis players don't marry because Love means Nothing to them.				Love	homographic	['affection', 'devotion', 'romance', 'marriage', 'passion', 'vows']	['zero', 'score', 'tennis', 'point', 'match', 'umpire']
2899	That Magni Bronzebeard thinks he's so clever... but I can see right through him!				see right through	homographic	['perceive', 'detect', 'deception', 'truth', 'identify', 'insight']	['transparent', 'ghost', 'spirit', 'ethereal', 'clear', 'spectral']
2900	That gas pump must be sick. It doesn't fill well.				well	homophonic	['healthy', 'strong', 'robust', 'vigorous', 'hearty', 'thriving']	['satisfactorily', 'efficiently', 'successfully', 'properly', 'adequately', 'smoothly']
