id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt	retrieval_affordances_json	retrieval_affordance_count
3211	The orange squeezer was invented with some juicy information.				juicy	homographic	['liquid', 'nectar', 'citrus', 'pulp', 'succulent', 'moist']	['scandalous', 'gossip', 'intriguing', 'provocative', 'sensational', 'stolen']	juteux	['liquide', 'nectar', 'agrume', 'pulpe', 'succulent', 'moite']	['scandaleux', 'commérage', 'intriguant', 'provocant', 'sensationnel', 'volé']				"[{""left"":""conté"",""right"":""comté"",""relation"":""same_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.9,""semantic_surprise"":0.815,""semantic_domain_similarity"":0.6136,""pun_pivot_usability"":0.969,""overall_score"":0.902},""export_lane"":""detached_A2_B01_DETACHED""},{""left"":""voler"",""right"":""envolée"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8146,""french_naturalness"":0.42,""semantic_surprise"":0.6901,""semantic_domain_similarity"":0.7179,""pun_pivot_usability"":0.343,""overall_score"":0.5889},""export_lane"":""detached_A2_B01_DETACHED""},{""left"":""subite"",""right"":""suscitent"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.81,""french_naturalness"":0.42,""semantic_surprise"":0.7109,""semantic_domain_similarity"":0.6118,""pun_pivot_usability"":0.42,""overall_score"":0.6008},""export_lane"":""detached_B2_A01_DETACHED""}]"	3
3212	The organizational get together for a company football team was called a kickoff meeting.				kickoff	homographic	['commencement', 'initiation', 'launch', 'inaugural', 'strategy', 'corporate']	['football', 'scrimmage', 'field', 'touchdown', 'punter', 'stadium']	coup d'envoi	['commencement', 'initiation', 'lancement', 'inaugural', 'stratégie', 'entreprise']	['football', 'mêlée', 'terrain', 'essai', 'botteur', 'stade']				"[{""left"":""botteur"",""right"":""bosseur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.8039,""french_naturalness"":0.54,""semantic_surprise"":0.6222,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6747},""export_lane"":""close_B_to_other""}]"	1
3213	The other animals shunned the kangaroo. They treated him like a leaper.				leaper	homophonic	['kangaroo', 'jump', 'bounce', 'marsupial', 'hop', 'bound']	['leper', 'outcast', 'pariah', 'ostracized', 'shunned', 'displaced']	sauteur	['kangourou', 'saut', 'rebond', 'marsupial', 'bondissement', 'bond']	['lépreux', 'exclu', 'paria', 'ostracisé', 'évité', 'déplacé']				[]	0
3214	The other day I held the door open for a clown. I thought it was a nice jester.				jester	homophonic	['gesture', 'motion', 'signal', 'movement', 'action', 'kindness']	['joker', 'clown', 'fool', 'comedy', 'courtier', 'entertainment']	bouffon	['geste', 'mouvement', 'signal', 'action', 'bonté']	['plaisantin', 'clown', 'fou', 'comédie', 'courtisan', 'divertissement']				"[{""left"":""action"",""right"":""axons"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":4,""scores"":{""phonetic_match"":0.8303,""french_naturalness"":0.54,""semantic_surprise"":0.6367,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.504,""overall_score"":0.6753},""export_lane"":""close_A_to_other""}]"	1
3215	The other day I held the door open for a clown. It was a nice jester.				jester	homophonic	['gesture', 'politeness', 'courtesy', 'movement', 'motion', 'signal']	['clown', 'fool', 'performer', 'comedy', 'circus', 'harlequin']	bouffon	['geste', 'politesse', 'courtoisie', 'mouvement', 'déplacement', 'signal']	['pitre', 'fou', 'interprète', 'comédie', 'cirque', 'arlequin']				[]	0
3216	The other day I saw a magician walk down the street and turn into a drugstore.				turn into	homographic	['transform', 'shape-shift', 'magic', 'morph', 'transfigure', 'alter']	['enter', 'walkway', 'threshold', 'doorstep', 'corner', 'location']	devenir	['transformer', 'métamorphoser', 'magie', 'muter', 'transfigurer', 'altérer']	['entrer', 'passage', 'seuil', 'palier', 'coin', 'endroit']				"[{""left"":""passage"",""right"":""paillage"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.8257,""french_naturalness"":0.54,""semantic_surprise"":0.6341,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.6907},""export_lane"":""close_B_to_other""},{""left"":""muai"",""right"":""muet"",""relation"":""same_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.42,""semantic_surprise"":0.8019,""semantic_domain_similarity"":0.673,""pun_pivot_usability"":0.5,""overall_score"":0.6973},""export_lane"":""detached_B2_A01_DETACHED""}]"	2
3217	The other day my wife asked me to pass her lipstick, but I accidentally gave her a glue stick. She still isn't talking to me.				talking	homographic	['angry', 'furious', 'silent', 'treatment', 'grudge', 'ignore']	['glued', 'stuck', 'adhesive', 'lips', 'sealed', 'mouth']	parlant	['fâché', 'furieux', 'silencieux', 'traitement', 'rancune', 'ignorer']	['collé', 'bloqué', 'adhésif', 'lèvres', 'scellé', 'bouche']				"[{""left"":""blocage"",""right"":""bocage"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8197,""french_naturalness"":0.54,""semantic_surprise"":0.6832,""semantic_domain_similarity"":0.7619,""pun_pivot_usability"":0.54,""overall_score"":0.6663},""export_lane"":""close_B_to_other""},{""left"":""celer"",""right"":""scellé"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.83,""french_naturalness"":0.42,""semantic_surprise"":0.6765,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.373,""overall_score"":0.6267},""export_lane"":""detached_A2_B01_DETACHED""}]"	2
3218	The overweight fighter pilot was grounded for violating the rules of engorgement.				engorgement	homophonic	['combat', 'military', 'confrontation', 'battlefield', 'hostility']	['gluttony', 'overeating', 'consumption', 'excess', 'obesity', 'swelling']	engorgement	['combat', 'militaire', 'confrontation', 'bataille', 'hostilité']	['gloutonnerie', 'boulimie', 'consommation', 'excès', 'obésité', 'gonflement']				[]	0
3219	The overweight painter could not lose weight despite years of exposure to thinners.				thinners	homographic	['solvent', 'turpentine', 'acetone', 'viscosity', 'liquid', 'chemical']	['slender', 'dieting', 'lean', 'underweight', 'exercise', 'physique']	diluants	['solvant', 'térébenthine', 'acétone', 'viscosité', 'liquide', 'chimique']	['minceur', 'régime', 'maigre', 'sous-poids', 'exercice', 'physique']				"[{""left"":""mineur"",""right"":""dîneur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":7,""scores"":{""phonetic_match"":0.8051,""french_naturalness"":0.54,""semantic_surprise"":0.6743,""semantic_domain_similarity"":0.7661,""pun_pivot_usability"":0.54,""overall_score"":0.661},""export_lane"":""close_B_to_other""},{""left"":""mers"",""right"":""maigre"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.805,""french_naturalness"":0.42,""semantic_surprise"":0.6628,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.343,""overall_score"":0.6095},""export_lane"":""detached_A2_B01_DETACHED""}]"	2
3220	The owner of the hair salon had to make cuts on his staff.				cuts	homographic	['scissors', 'trim', 'haircut', 'style', 'salon', 'clippers']	['layoff', 'budget', 'reduction', 'employment', 'dismissal', 'redundancy']	coupes	['ciseaux', 'tailler', 'coiffure', 'style', 'salon', 'tondeuse']	['licenciement', 'budget', 'réduction', 'emploi', 'renvoi', 'suppression']				[]	0
3221	The painter was hospitalized due to too many strokes.				strokes	homographic	['brush', 'canvas', 'paint', 'technique', 'artist', 'pigment']	['brain', 'medical', 'artery', 'clot', 'paralysis', 'emergency']	coups	['pinceau', 'toile', 'peinture', 'technique', 'artiste', 'pigment']	['cerveau', 'médical', 'artère', 'caillot', 'paralysie', 'urgence']				"[{""left"":""coupeur"",""right"":""couleur"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8187,""french_naturalness"":0.54,""semantic_surprise"":0.7245,""semantic_domain_similarity"":0.5719,""pun_pivot_usability"":0.54,""overall_score"":0.6545},""export_lane"":""detached_B2_A01_DETACHED""},{""left"":""moelle"",""right"":""toile"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8124,""french_naturalness"":0.42,""semantic_surprise"":0.6668,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6323},""export_lane"":""detached_B2_A01_DETACHED""}]"	2
3222	The parsley farmer couldn't pay his child support, so the courts garnished his wages.				garnished	homographic	['parsley', 'decoration', 'plate', 'herb', 'sprig', 'culinary']	['legal', 'withhold', 'salary', 'debt', 'court', 'levy']	garni	['persil', 'décoration', 'assiette', 'herbe', 'brin', 'culinaire']	['juridique', 'prélever', 'salaire', 'dette', 'tribunal', 'saisie']				"[{""left"":""ergs"",""right"":""herbe"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8063,""french_naturalness"":0.42,""semantic_surprise"":0.6635,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.63},""export_lane"":""detached_B2_A01_DETACHED""}]"	1
3223	The passenger couldn't find where his next flight was, but then he made the connection.				connection	homographic	['transfer', 'layover', 'gate', 'itinerary', 'airline', 'terminal']	['realization', 'insight', 'logic', 'understanding', 'cognition', 'link']	correspondance	['transfert', 'escale', 'porte', 'itinéraire', 'compagnie', 'terminal']	['réalisation', 'intuition', 'logique', 'compréhension', 'cognition', 'lien']				[]	0
3224	The past, the present, and the future walk into a bar. It was tense!				tense	homographic	['grammar', 'verb', 'past', 'present', 'future', 'conjugation']	['anxiety', 'stress', 'rigid', 'nervous', 'tight', 'strained']	tendu	['grammaire', 'verbe', 'passé', 'présent', 'futur', 'conjugaison']	['anxiété', 'stress', 'rigide', 'nerveux', 'serré', 'crispé']				"[{""left"":""verse"",""right"":""verbe"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.817,""french_naturalness"":0.42,""semantic_surprise"":0.6693,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.634},""export_lane"":""detached_B2_A01_DETACHED""}]"	1
3225	The patron saint of poverty is St. Nickeless.				Nickeless	homophonic	['Nicholas', 'Saint', 'cleric', 'canonized', 'historical', 'bishop']	['penniless', 'broke', 'currency', 'cent', 'coinage', 'destitute']	Sans-sou	['Nicolas', 'Saint', 'clerc', 'canonisé', 'historique', 'évêque']	['fauché', 'pauvre', 'monnaie', 'centime', 'pièce', 'indigent']				[]	0
3226	The percussionist was very good at analyzing symbols.				symbols	homophonic	['cymbals', 'percussion', 'brass', 'instrument', 'rhythm', 'clash']	['signs', 'icons', 'notations', 'representation', 'semiotics', 'meanings']	symboles	['cymbales', 'percussion', 'laiton', 'instrument', 'rythme', 'entrechoquement']	['signes', 'icônes', 'notations', 'représentation', 'sémiotique', 'significations']				"[{""left"":""munich"",""right"":""musique"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8383,""french_naturalness"":0.42,""semantic_surprise"":0.7219,""semantic_domain_similarity"":0.6326,""pun_pivot_usability"":0.45,""overall_score"":0.6205},""export_lane"":""detached_B2_A01_DETACHED""}]"	1
3227	The personal trainer quit his job because it wasn't working out.				working out	homographic	['exercise', 'gym', 'fitness', 'lifting', 'training']	['succeeding', 'functioning', 'effective', 'prospering', 'resolving']	s'entraîner	['exercice', 'gymnastique', 'forme', 'musculation', 'entraînement']	['réussir', 'fonctionner', 'efficace', 'prospérer', 'résoudre']				[]	0
3228	"The philanthropist built a town and named it ""Generocity""."				Generocity	homophonic	['kindness', 'altruism', 'charity', 'benevolence', 'magnanimity', 'selflessness']	['metropolis', 'municipality', 'urban', 'settlement', 'district', 'infrastructure']	Générocité	['bonté', 'altruisme', 'charité', 'bienveillance', 'magnanimité', 'désintéressement']	['métropole', 'municipalité', 'urbain', 'peuplement', 'quartier', 'infrastructure']				[]	0
3229	The phone call interrupted my nap, and I never did get the rest.				rest	homographic	['sleep', 'nap', 'slumber', 'repose', 'relaxation', 'dormancy']	['remainder', 'residue', 'balance', 'surplus', 'vestige', 'remaining']	repos	['sommeil', 'sieste', 'somme', 'détente', 'relaxation', 'dormance']	['reste', 'résidu', 'solde', 'surplus', 'vestige', 'restant']				"[{""left"":""dégante"",""right"":""détente"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8028,""french_naturalness"":0.42,""semantic_surprise"":0.6615,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6286},""export_lane"":""detached_B2_A01_DETACHED""}]"	1
3230	The photograph that I took of the sandstorm turned out grainy.				grainy	homographic	['sand', 'grit', 'particles', 'desert', 'texture', 'coarse']	['film', 'noise', 'pixelated', 'resolution', 'image', 'blurred']	granuleux	['sable', 'gravier', 'particules', 'désert', 'texture', 'rugueux']	['pellicule', 'bruit', 'pixelisé', 'résolution', 'image', 'flou']				"[{""left"":""désert"",""right"":""disert"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8224,""french_naturalness"":0.62,""semantic_surprise"":0.6323,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6961},""export_lane"":""close_A_to_other""}]"	1
3231	The pistol of a flower is its only protections against insects.				pistol	homophonic	['pistil', 'stigma', 'carpel', 'ovary', 'botany', 'flower']	['weapon', 'handgun', 'firearm', 'barrel', 'trigger', 'bullet']	pistolet	['pistil', 'stigmate', 'carpelle', 'ovaire', 'botanique', 'fleur']	['arme', 'revolver', 'fusil', 'canon', 'détente', 'balle']				"[{""left"":""dégante"",""right"":""détente"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8028,""french_naturalness"":0.42,""semantic_surprise"":0.6615,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6286},""export_lane"":""detached_A2_B01_DETACHED""},{""left"":""flirté"",""right"":""fleurer"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8185,""french_naturalness"":0.42,""semantic_surprise"":0.6849,""semantic_domain_similarity"":0.7512,""pun_pivot_usability"":0.343,""overall_score"":0.5923},""export_lane"":""detached_B2_A01_DETACHED""}]"	2
3232	The place that made rubber balls almost went bankrupt, but they bounced back.				bounced back	homographic	['rebound', 'ricochet', 'spring', 'elasticity', 'resilience', 'impact']	['recovery', 'solvency', 'profitability', 'restoration', 'revival', 'success']	rebondi	['rebond', 'ricochet', 'ressort', 'élasticité', 'résilience', 'impact']	['rétablissement', 'solvabilité', 'rentabilité', 'restauration', 'relance', 'succès']				"[{""left"":""rocket"",""right"":""coquette"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8258,""french_naturalness"":0.42,""semantic_surprise"":0.7226,""semantic_domain_similarity"":0.598,""pun_pivot_usability"":0.45,""overall_score"":0.6137},""export_lane"":""detached_B2_A01_DETACHED""}]"	1
3233	The plane flight brought my acrophobia to new heights.				heights	homographic	['altitude', 'elevation', 'summit', 'peak', 'stratosphere']	['intensity', 'extreme', 'magnitude', 'severity', 'zenith']	hauteurs	['altitude', 'élévation', 'sommet', 'cime', 'stratosphère']	['intensité', 'extrême', 'ampleur', 'gravité', 'zénith']				"[{""left"":""ampleur"",""right"":""empereur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.8149,""french_naturalness"":0.54,""semantic_surprise"":0.6282,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6788},""export_lane"":""close_B_to_other""}]"	1
3234	The play on fishing had quite a cast.				cast	homographic	['actors', 'theatre', 'performance', 'ensemble', 'rehearsal', 'stage']	['rod', 'line', 'water', 'hook', 'angler', 'lure']	distribution	['acteurs', 'théâtre', 'représentation', 'ensemble', 'répétition', 'scène']	['canne', 'ligne', 'eau', 'hameçon', 'pêcheur', 'leurre']				"[{""left"":""pêcheuse"",""right"":""payeuse"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":7,""scores"":{""phonetic_match"":0.8442,""french_naturalness"":0.54,""semantic_surprise"":0.6974,""semantic_domain_similarity"":0.7588,""pun_pivot_usability"":0.57,""overall_score"":0.6832},""export_lane"":""close_B_to_other""}]"	1
3235	The plot to his story of the pond was quite shallow.				shallow	homographic	['narrative', 'superficial', 'uninspired', 'simplistic', 'hollow', 'brief']	['water', 'depth', 'bottom', 'surface', 'shoal', 'low']	superficiel	['narratif', 'superficiel', 'ennuyeux', 'simpliste', 'creux', 'bref']	['eau', 'profondeur', 'fond', 'surface', 'haut-fond', 'bas']				"[{""left"":""vomitif"",""right"":""vocatif"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8187,""french_naturalness"":0.42,""semantic_surprise"":0.7147,""semantic_domain_similarity"":0.6162,""pun_pivot_usability"":0.42,""overall_score"":0.6043},""export_lane"":""detached_B2_A01_DETACHED""}]"	1
3236	The plumber had to quit his job because it was too much of a drain.				drain	homographic	['pipe', 'sewage', 'sink', 'clog', 'plumbing', 'water']	['exhaustion', 'fatigue', 'depletion', 'tiring', 'burden', 'stress']	drain	['tuyau', 'égout', 'évier', 'obstruction', 'plomberie', 'eau']	['épuisement', 'fatigue', 'appauvrissement', 'éreintant', 'fardeau', 'stress']				"[{""left"":""épuise"",""right"":""puise"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8381,""french_naturalness"":0.54,""semantic_surprise"":0.6993,""semantic_domain_similarity"":0.7346,""pun_pivot_usability"":0.57,""overall_score"":0.6794},""export_lane"":""close_B_to_other""},{""left"":""épuise"",""right"":""éprise"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.812,""french_naturalness"":0.54,""semantic_surprise"":0.685,""semantic_domain_similarity"":0.7346,""pun_pivot_usability"":0.54,""overall_score"":0.6617},""export_lane"":""close_B_to_other""}]"	2
